,ndev,entrophy,lt,age,ns,nuc,ld,sexp,fix,rexp,la
0,0.02337332899946973,0.18784701825204037,0.38262506190878387,0.5339251477982492,0.023298222033736157,0.04922209853369414,0.47795872528528605,0.20619328901565087,0.0,0.6145912286946903,0.01707236837925079
1,0.0,0.0,0.20150636771727168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.57933832385403,0.25019671729544635,0.05403623677206362,0.5827983985563058,0.0,0.5146223266632679,0.43005673928372995,0.04454673491132264,0.09851201602023812,1.1001892427094733,1.0198452728966478
3,0.6407634589777738,0.5307915948086599,0.06778065326879538,0.03146383317614255,0.11214955483103256,0.15086639768428953,0.3579494980664939,0.18393596551726366,0.3611673838879046,0.010325212467852033,0.3919814397700861
4,0.0,0.0,0.04333410737143882,0.01848019366278621,0.0,0.13295115632267585,0.4925473017259282,0.06284432005172629,0.07631307848450351,0.0,0.39574879777182914
5,0.03882736992126653,0.07539054543313549,0.03538701835189834,0.020180760628254565,0.0,0.4100497400764314,0.11655324650217601,0.06496013350957111,0.02338035560689415,0.07707307947990245,0.47480888355547884
6,0.3796354453067073,0.4751563374294018,0.172447034019883,0.049198809436788477,0.16949524845457384,0.11250983976434517,0.006159940813675362,0.13950146252141357,0.08376245347388532,0.015988722319842108,0.7508712271302109
7,0.3527720053095968,0.5565901560418495,1.0981397454271475,0.07646580098171135,0.09698726349149374,0.8997316850610002,0.06891560159190177,0.2348186912838466,0.002866021412144244,0.06152932465254699,0.9823814900993486
8,0.3438728740691271,0.26582708771572544,0.35951175211803255,0.08002936239165473,0.32355455043569137,0.7939005468570666,0.013075294030047318,0.35573526981641707,0.16820140094456565,0.22010954911431488,0.7759755506490897
9,0.016836383252157274,0.029292610028335535,0.3013022470527261,0.15263109626666524,0.06722283961106748,0.015376103464712063,0.9639769179937768,0.01211585199863109,0.018533892746394963,0.1162920926502631,0.16500981830882472
10,0.0929977294687111,0.030250487168761105,0.11016956237360098,0.14928873323265418,0.09270312243618506,0.17202503079931689,0.8336923404741772,0.1836801145905552,0.01661049804032779,0.09009760575447463,0.36085382246581443
11,0.41567881424474695,0.00883435102302746,0.3164292804902677,0.04342141376197518,0.0,0.13772273625460457,0.5709944548388182,0.9766135648295603,0.2541742057491976,0.1286325383877295,0.4093635487543172
12,0.24911622913402662,0.33917329713225197,0.3921669624891393,0.016092092128510836,0.1289396145240113,0.5240298906940549,0.7670362553116326,0.24174637938485072,0.07724916902173334,0.11519057655842892,0.3318410665282764
13,0.14725898126232673,0.06830273553385803,0.07899573763175162,0.09195874940611469,0.11022418333999401,0.17204471549808478,0.15821589056230648,0.023156239454370387,0.0662586474144696,0.04026354510931419,0.6568955903682695
14,0.3423090924206198,0.29816257002731056,0.0,0.04505164696881302,0.16581509985938436,0.30895470332268793,0.0,0.19156440059331428,0.0,0.07443333166076876,0.9779029190150408
15,0.11464888107769533,0.2554493688283862,0.37780122864301174,0.0010370722010615385,0.0,0.4742520227003696,0.0,0.061312052727910904,0.04097634587835587,0.055348727609405006,0.6779480321010295
16,0.08496922798556583,0.18962962347591616,0.28710762966550074,0.014164966173519705,0.08184227184503182,0.12220609656498765,0.1363819325809068,0.15259237123992964,0.0,0.0703374190325449,0.5839608321958405
17,0.0,0.0,0.08174087532033326,0.06065328617346448,0.0,0.2641619692047845,0.1984645337064651,0.10726603562266611,0.0,0.12382340044932302,0.5163609607396583
18,0.06259459638533744,0.20374918304226425,0.4357115860962438,0.11222828135946535,0.033684159666125445,0.0,0.0736940302873806,0.20549889029036855,0.0018825749591171665,0.09693628602412988,0.34218086795047453
19,0.06058048846901269,0.2035744515119446,0.1308213709598162,0.19107696861827264,0.021004031595763424,0.2604997613190975,0.3722463169743788,0.04673664458037395,0.05265451522777943,0.04608749260823778,0.11954478869530076
20,0.07358292524110396,0.0,0.14041121936820838,0.028479140918520624,0.00031275958932787645,0.42449606171387577,0.43009468131233314,0.43291521502847774,0.177238593777357,0.039636437719622504,0.5503888043541095
21,0.13236449912171921,0.0,0.19154783758873167,0.04248917298665435,0.0,0.4150995897350953,0.3071053346635392,0.07855265253277487,0.266785567045298,0.05479626626572588,0.4533004668227091
22,0.06544033597761038,0.19054889641980452,0.2888727957504475,0.19245449433047154,0.0429831428945387,0.6119677090659016,0.04273413598542586,0.13150766164352104,0.3227759668322831,0.04052587260368363,0.6200872909186769
23,0.0171256375566671,0.11413867577064601,0.01034601566254206,0.11924943432508366,0.005639716689470986,0.1430876614535343,0.16905499418290612,0.22536333029536787,0.04242477843499808,0.07598390125717033,0.3817994640249094
24,0.11894749494579852,0.33251206060142996,0.23629309920810093,0.021096235256511928,0.026194918020539498,0.22970572134497289,0.36314798197191966,0.19012127705087392,0.011015917688054584,0.0004880089691292983,0.16079158057432283
25,0.14202107064419203,0.5079051773991048,0.31897243907282274,0.02376573392441903,0.12860032139872937,0.10691020753087903,0.02955835713122596,0.21177793899827338,0.0251515812958368,0.0029075854823185565,0.3358788616485972
26,0.2273265471794893,0.04696021256460719,0.2492821495369749,0.016331449978012533,0.10675148896338878,0.26164254357064504,0.08420178414758067,0.6439997613962647,0.0,0.021431769818709912,0.43325809545617616
27,0.35341366148909925,0.08670677081399673,0.2120514959091518,0.03827078881276312,0.07186186654315407,0.8482255059565523,0.25207069992024433,0.0,0.0,0.019747493375128797,0.3073603402613992
28,0.6706571531522905,0.2843564463839845,0.2184413709319332,0.04107246579762002,0.024943744077915626,0.6279049520218071,0.011311161658472525,0.20387512694101467,0.029821970673488202,0.1603487477409551,0.4950873533079326
