,ndev,entrophy,lt,age,ns,nuc,ld,exp,rexp,la
0,0.0,0.0,0.012635281325741354,0.0,0.0,0.7375849950785257,0.0,0.23972493009123536,0.28639949662574543,0.35230302010353765
1,0.01435537401803936,0.4256841619215978,0.0036064461489465458,0.6574365784566476,0.020229623767585393,0.1269584154812654,0.022439870819336356,0.10968619860332408,0.17892894929750364,0.9650692338539646
2,0.04329025679024768,0.2712319005920487,0.3721235300156835,0.10064372320627087,0.06393123340633282,0.11519926593915568,0.11960285248129843,0.040058779569791265,0.2617029774728856,0.7936701524136514
3,0.027696701699317275,0.117916286901389,0.23711511356987983,0.17769933174309957,0.08928362481422215,0.009508637115335533,0.0797794915126985,0.005181034869943073,0.16026589383461315,0.7977752812032899
4,0.18306470059225516,0.04316529219700155,0.34154186734700165,0.21260269382805208,0.5246735131147441,0.024529366218458727,0.2242790241690787,0.03733167140913623,0.08419052233566361,1.1142912931753062
5,0.07515971132896795,0.04926803632138466,0.31175620568808704,0.1683109798117591,0.404867172772541,0.08776994317461834,0.07419921161877603,0.23092472697268748,0.12549641891906066,0.980995770842322
6,0.0,0.05858165237664714,0.16839132506835197,0.16877747344556196,0.13499557781751734,0.02925229745244239,0.12813345549021526,0.18048142027705594,0.02467927357857599,0.557257391156911
7,0.026477268605868194,0.11119141980301527,0.10446874031659305,0.13714693466894737,0.12323366058857674,0.03670195485714869,0.13483379503466925,0.01335101592338142,0.06056499656188421,0.6607946390542941
8,0.0,0.1463720612441978,0.027815648918692745,0.22420846610222475,0.17858920900611547,0.09834580777658365,0.19411117449923768,0.035445742381609295,0.1693860760693265,0.6138571586911934
9,0.08708067796772738,0.05786354835354773,0.0,0.36934550634577545,0.009544580594269717,0.03300570823714223,0.25595876132742845,0.027074287865683676,0.0417577203781021,0.535107805522957
10,0.0668117865850851,0.02102872503503867,0.03175435400170918,0.26670788592131356,0.01969074182414368,0.07926364976331852,0.17247068496861453,0.0009519568613234046,0.07515539312644516,0.5438784792993051
11,0.0,0.09545362423352378,0.0,0.0943039561754575,0.0,0.03020332655417411,0.29860954170007703,0.08819562721644424,0.06508797090912193,0.4428966159532201
12,0.02797470325818145,0.09351908719310786,0.012214233394234204,0.07288673950033084,0.0024615487229849875,0.08552969568456922,0.33828890555889135,0.16962279058523197,0.0344849959300307,0.47527967285443323
13,0.09355030744132672,0.0,0.11126676095145584,0.03911704320845164,0.0,0.08732182078795753,0.010721993612406331,0.09817983782714625,0.023469896516270353,0.7097904952694734
14,0.0,0.0,0.0036924794826494797,0.09394876208844517,0.0,0.0,0.08802617578876767,0.30161880136906394,0.0,0.9358354964838631
15,0.0,0.0,0.15164444070933863,0.13008220526165165,0.0,0.0007370544620512477,0.02399500156007793,0.353901707065116,0.007988936812420973,0.803444721450862
16,0.0,0.09020065636841527,0.20987568175238014,0.47668232346685857,0.0,0.13590345016451383,0.40169520290352156,0.30516575833734394,0.06376973926217189,0.6677067278871011
17,0.0,1.3803703557349112,0.5786273176820462,0.4670703637132548,0.278693687403634,0.012963731484439073,0.20689484150616164,0.04721641665564665,0.18298247239655804,1.3561405578072907
18,0.08132681869501614,0.036330697875924516,0.34356348932958636,0.16587776507314994,0.055693419160833126,0.013026535022383708,0.1742102657146614,0.08790139926628714,0.36993865661438424,0.7150887131750784
19,0.14363732509422997,0.06384788694574123,0.6114720549114424,0.21859520373178612,0.030405798757056696,0.006786941448194852,0.10677544404723405,0.04437156210273668,0.2514039137031808,0.42100390408501964
20,0.4293385037474284,0.23727595800734852,0.7304024004101569,0.40519145194393286,0.1359918351327576,0.15600012941555633,0.09079763393467737,0.16761116589741046,0.13475144696786373,0.4166730015078349
21,0.2822460875729057,0.11599421877958396,0.5498968092412085,0.44002161116888977,0.10399929384312087,0.2183551431958584,0.030197896889076824,0.5424531375450541,0.0417331021599801,0.4019677463599037
22,0.5226931174904992,0.43828036495620254,0.8752242564127456,0.29782020151609506,0.044124569305702695,0.03233029017566848,0.037545102605820134,0.2964386504874516,0.12642090245326482,1.0705888323236061
23,0.4715445673131921,0.5959844824518074,1.2659980458564217,0.6830666317998952,0.31295497928818067,0.05920282760728782,0.23961623471302193,0.3535430470737107,0.33536512591684614,1.621762645383512
24,0.23042905435485675,0.8389415561475,0.9012686390362482,0.14801805282130956,0.45256446065881845,0.07771968000191483,0.00956339054351843,0.48506470787859557,0.15016064768329276,1.2170270233217932
25,0.32600852423826476,0.5975066967460544,0.6313392384880328,0.5104216714484558,0.19864241350059794,0.07251171760326947,0.4308033880757721,0.1652647587401787,0.0036711848146195043,0.7909759994426614
26,0.02758307900231896,0.17169323360752975,0.21833057697186845,0.19182697899760964,0.08454753648254461,0.17218206816539391,0.3698119601743817,0.1348275229625933,0.018035262129979183,0.5774267282118788
27,0.008608234662201092,0.20430135579452693,0.11977270566852265,0.0,0.0,0.0,0.2718432228616891,0.12238245845267795,0.0,0.49881615261861845
28,0.9793732394135056,3.1842113907098297,0.5363093346010823,0.04918028544596595,0.033969844881613434,0.4044462496852612,2.0788554851285355,0.02430072323353937,0.0034223032829635218,1.132594482839766
29,0.09020917751181545,0.031205894469779342,0.0868452657253241,0.27738034701373576,0.025406041190362657,0.041641394382034645,0.07033721175562892,0.202274834854988,0.12512540295958297,0.6758728681226925
30,0.0,0.0,0.07351169054732787,0.15717642064268883,0.0,0.1124051430118088,0.0,0.3602038623391587,0.0,0.4115778484176948
31,0.08279763391770677,0.18728012136478664,0.3211585382939803,0.08923144635955511,0.010529460206211523,0.12232149445016134,0.1376933948684714,0.3137068335599438,0.0731779879941657,0.18853220484607064
