,ndev,entrophy,lt,age,ns,nuc,ld,nd,exp,fix,la
0,0.43177699834176037,0.2698248624772063,0.07754125318609556,0.23867165090675685,0.01899815254135854,0.2581013814469777,0.005979871944544635,0.49509734240576103,0.15290115389290257,0.1321980810603277,0.0996194099869003
1,0.41055811425455024,0.04044709269766926,0.5322866703538855,0.039818346991681824,0.02699798605301842,0.46006580490568755,0.053955409448193443,0.38404580777300606,0.44191897859610657,0.34915933656286846,0.10375519939701494
2,0.0046178554352744846,0.18133903289310704,0.30088513560529273,0.09371284668976677,0.04410966053018066,0.02333626330927203,0.17248822017741144,0.21930553172088066,0.06216949140807462,0.030811399246101524,0.13444909285447834
3,0.12554307410185916,0.30926984528867213,0.16703662861179125,0.00173440653522703,0.008753692146938904,0.0024754849155914993,0.06766387401655193,0.16482764553425167,0.001186191675137171,0.10987886877834036,0.12291675257935018
4,0.1934584280641201,0.37892083611586075,0.23648986193763805,0.034151119569340097,0.0418840634366459,0.030071805020728475,0.12231453590952397,0.007557171091144283,0.032649507956231866,0.17781629383191228,0.08568843509808664
5,0.008809342473401795,0.18244488795528846,0.44612462057608987,0.1646490261750101,0.000926153282556252,0.08099300098050591,0.11324996927688182,0.029613113094735584,0.011158040038434848,0.19617391734649056,0.008454349945782369
6,0.013803963715028872,0.03325256900583286,0.5454832144988698,0.12726375549576924,0.08236329879838097,0.04143344776583136,0.18079796523648242,0.18476892640273718,0.18304495919606445,0.035481970729878236,0.08735595319052714
7,0.014441572860745216,0.005954665780615284,0.29073867478375814,0.0,0.06360879264333677,0.06944291109647023,0.06091635447687685,0.23475645110199536,0.15711262787216168,0.29563943042872937,0.045823166276355014
8,0.0817329402502084,0.015269868251695616,0.2982029667475803,0.03261754951538546,0.08640843446098188,0.012674724308216813,0.08121699291987451,0.2398154689097235,0.018839156025393065,0.5667033614108121,0.09624851253184763
9,0.09958528496011507,0.003323238215781204,0.4425171571756502,0.07943433326563314,0.030993363586928023,0.04803850537331025,0.07451933381308,0.2563685117305877,0.024991429249526874,0.5405569040362722,0.10737389505528286
10,0.15442272907357577,0.041169436418094334,0.4155596995087303,0.1614511523496954,0.0011715056877811497,0.1220612546260545,0.014431830186367468,0.14311344453157235,0.07303707443180238,0.2317952096987719,0.05094453320271237
11,0.13239084409592422,0.04985498400693534,0.5246200532070534,0.22470748436977145,0.007789194442724316,0.09713254470420717,0.02438818341343803,0.11497722723219664,0.02704929224066012,0.2109440770922759,0.11155044162397684
12,0.1974064576697684,0.060595078974868315,0.4717095983083255,0.1856381160332396,0.0,0.016457902546869196,0.04489903321094586,0.1192409794284093,0.03720540371382753,0.21524448271950983,0.11602405815834763
13,0.09988851222817963,0.07612610999981456,0.41415110336152783,0.01169070019380673,0.0,0.028664756855619374,0.0,0.0,0.11860042292169973,0.1832182892525405,0.10196005581617658
14,0.043728939583195646,0.27888079932736415,0.14643910732628632,0.035733271275329784,0.0,0.2354053266481787,0.0,0.0,0.3128755502339737,0.13452838867836578,0.011919839564031712
15,0.17000550973970555,0.21409587171722788,0.2685407669781728,0.24873588034496974,0.03693048132585287,0.2258004818419335,0.12498570245840583,0.2281893099671103,0.13368704704398823,0.43778799013307523,0.01328056081013816
16,0.25700849262610087,0.019488835161443976,0.23939470404044227,0.09053119599298658,0.004861846718046402,0.20145467922743562,0.04103019754256656,0.14884022955985737,0.18374285405077298,0.43400098100748846,0.03995922813225115
17,0.23253032501162318,0.20545328302768132,0.18380807544267957,0.09155263922302818,0.016255344009089602,0.04437075507067765,0.02509301654193115,0.1952898938996562,0.09396391843712226,0.6397876319907165,0.04415822104909076
18,0.21295065088642998,0.11399368335539496,0.1535022299438238,0.1300829891870685,0.008421579256205002,0.02883636595179552,0.02859795499283115,0.44904090408668723,0.0631214286995,0.5927719416271551,0.046007715317316226
19,0.12095641007107025,0.022446954747065623,0.3292078703350949,0.11528837452113051,0.011242151662412908,0.008876038684069302,0.04926875975030797,0.3968972773984058,0.053540272088715396,0.41402323461842416,0.12144921202434085
20,0.20584462645277038,0.10719487439050225,0.17136608853526472,0.06964837973718226,0.016673516027092317,7.66002185976387e-05,0.03499782683723877,0.21930980906802025,0.14278576676123453,0.2952524468109014,0.06954796902422206
21,0.22862926827896898,0.17582185265257544,0.2751939301208971,0.02691074950632954,0.03897770740687664,0.06805117249616346,0.09432337104414151,0.2519423935343557,0.019058860881889402,0.2886219382006471,0.11289437439181735
22,0.14582568538518195,0.13968461828082682,0.2891766049062245,0.031489770275414455,0.05954606568288844,0.0072531472346541144,0.0508312741704906,0.23680655605183845,0.0033682520850109,0.26078239865829866,0.22510567472309267
23,0.1737706846862065,0.0912215390941092,0.2548074958764348,0.09451035456303769,0.0,0.1517354144231452,0.05561385762566028,0.09675805013806198,0.011654620705585254,0.3769314370905575,0.008068821378678172
24,0.3056144111245116,0.08394548973996147,0.4195196392796933,0.04501523615287545,0.013093362836252185,0.047555795876817415,0.0826324528397418,0.40414819963118465,0.033540734207353255,0.3877868404243608,0.02328151486561191
25,0.06131455157167546,0.07243439486154003,0.46091899603831094,0.0,0.055448165179285934,0.08546252990583462,0.04424654370886723,0.33404713464121966,0.19515263708827538,0.2837127340627308,0.040482698850546665
26,0.16953862988572216,0.12364098835843185,0.4334265090578941,0.08523776358612381,0.00044117314860260185,0.031343236713674956,0.02586307600211175,0.2646264303223725,0.30757604508975067,0.327353520791631,0.09971631414628566
27,0.163077619145053,0.006082065824636076,0.4046283327904424,0.12873372432230357,0.02263864179129778,0.14097564998585527,0.052101816928596376,0.33694003694786256,0.04169117287381298,0.4712445800531048,0.1219686022121072
28,0.4323907821781214,0.02826776279004224,0.6145142140674159,0.11909377241060248,0.03656853842312066,0.0038091211248053648,0.10834523784427892,0.3030637348778032,0.1170326909276006,0.5533843493652907,0.032943017312116074
29,0.39613065409914056,0.08566793024758339,0.4534340131404668,0.10602685493803563,0.000988002123684811,0.01873191927625733,0.11885450285723997,0.23477645798609692,0.029253947886101177,0.571639734848728,0.04238184569749313
30,0.05753194624622459,0.08415305059780966,0.30355535275371476,0.12536850362582366,0.013988708679546729,0.05596078156692044,0.12377666603092163,0.18683720470786527,0.03224493992449842,0.48366971542404097,0.02357646381410031
31,0.025131363270873414,0.0,0.34234049769389857,0.14462702366330757,0.022721323835442588,0.005897172048407566,0.18117572423490286,0.14076870811184064,0.052904496158570166,0.6237304755042582,0.012713089870875893
32,0.05996454371259549,0.07777035851024099,0.3027742473123001,0.05991687737363951,0.04111533276106936,0.06304966392420049,0.15246133370122417,0.19749637552325136,0.11280294323492512,0.6164582219235658,0.005926698266191593
33,0.046505093496589635,0.1384441048578223,0.18935835297413567,0.07974144558030823,0.030837384036645436,0.04054781547298013,0.06946009655008242,0.20254978421579417,0.024340529606369565,0.4521556562285801,0.054946411131240415
34,0.04689439962261219,0.09784909777396177,0.2200392848499712,0.13721613206472036,0.019765242352661888,0.004307919674519205,0.05430338057039074,0.2115951308350673,0.06263608523981024,0.4215019334008146,0.09081185461553606
