,ndev,entrophy,lt,age,ns,nuc,ld,nd,fix,rexp,la
0,0.0,0.0,0.0283401878025713,0.11863782963821244,0.0,0.0008094238863280837,0.0,0.2833636512869143,0.0,0.8278610741451187,0.0
1,0.024171666749810174,0.005483481594407416,0.17376786090421026,0.022301518881945596,8.269349639839364e-05,0.2617603323920655,0.006049160336427505,0.06803747901694435,0.023189384865858458,0.5688899820516816,0.004241128239368196
2,0.0,0.0,0.0,0.12395779920366362,0.0,0.24680253859185405,0.0,0.14318568836349355,0.0,0.8966372063686527,0.0
3,0.27469822336080374,0.09509611943670764,0.2400680690036121,0.2088283814753827,0.03618361405153644,0.04443405553277358,0.013716480883985978,0.1485989281431982,0.15601281726914884,0.2788155162553548,0.04203584994355498
4,0.20123880002096872,0.1476384277293557,0.23759320961424135,0.2650939980364572,0.0,0.026250987962074243,0.0008890074214205586,0.06474001881377334,0.17012873571055626,0.22030287942826704,0.11285046215050251
5,0.10045638308536645,0.22911439582163667,0.36926095232929984,0.3665202678202127,0.0,0.07620444004889432,0.06057439428235047,0.1394766895411625,0.1350100593600434,0.4082841794345686,0.11484329548776478
6,0.03864873948853376,0.06779078477886308,0.2978662479090077,0.3151278311280521,0.0,0.15632506036432509,0.061137811277172806,0.24989948646842405,0.2588393518800124,0.32678476710517596,0.13973040315194263
7,0.07944232987231249,0.012036638108644694,0.0462308633433269,0.23826460858117116,0.014729269130786881,0.21585126702204932,0.05829814249624022,0.33285781421623883,0.4013701788627949,0.13216387526440995,0.05174148644073353
8,0.0,0.045924473298160504,0.052492403538451984,0.24327395454952708,0.05876660061650057,0.19935651638358487,0.018257752009424352,0.2815714560058225,0.5206298932751744,0.15349788055040087,0.09652816113407259
9,0.13816594837086352,0.0,0.1389036467701833,0.1789057183629267,0.0,0.01171298426530394,0.039617433776700926,0.15380918779563266,0.48158901409708,0.14873164367742697,0.15013458590914514
10,0.11319411371890359,0.08029909729513189,0.011271877644934727,0.08826757153664894,0.0031980219388747064,0.04122014725395286,0.006526293930999748,0.16909330494524752,0.21528949027634556,0.08308009853893178,0.015371643097749323
11,0.2004661771158294,0.17360767971189792,0.041987419502742596,0.19301360820879945,0.006001427858008824,0.1696643935954532,0.11350742757123883,0.28908229287917075,0.3527028472753681,0.011921576217771814,0.14819314942564385
12,0.2693041651889612,0.312133185731636,0.12122072829481748,0.12599151951315865,0.0,0.32764769831610985,0.1503533846934098,0.4120791518125704,0.431684559436558,0.04874087655544781,0.1632146890526939
13,0.7722535346724687,0.0,0.1084977839056559,0.0,0.0,0.22449491029667348,0.0,0.5380192148463057,0.23808103827600022,0.1953652679400237,0.006274006925361796
14,0.19206182919841763,0.0,0.13577775417182458,0.15377199092983146,0.0,0.31374709033412856,0.02533853130616247,0.29036866468262534,0.2087226609263264,0.1499984088272454,0.14563438455309582
15,0.21081993899815735,0.07246864743200551,0.06726650476919044,0.12666147309877104,0.0,0.05327961830903767,0.015180370875158241,0.27435059767852193,0.32282696832955254,0.10571657063850941,0.08126251414520733
16,0.15562475967660222,0.14202316066079856,0.16682890918908075,0.08167201792074096,0.0,0.15936752307749807,0.0,0.28247089007756504,0.18857211997859577,0.06284570322411472,0.06911510084727845
