,ndev,nuc,lt,age,ns,ld,sexp,nd,fix,rexp,la
0,0.11348284186963212,0.9896789742333177,0.4085655002682759,0.053894314964590094,0.08864194848470758,0.12032714334665089,0.39386991686898976,0.22545814369203304,0.00809916909691948,0.018166128257818173,1.2557427625649735
1,0.22023772629384367,0.543468473836181,0.029587658984574012,0.1598061594830552,0.0,0.1289327597552095,0.2973126305730424,0.17360901800814935,0.21434833974049702,0.11534610212589011,0.9314714266830156
2,0.13659306732057558,0.9999562421808286,0.14459865935537614,0.21765886810999255,0.09501740573356962,0.06588846178657037,0.3450034102169316,0.48414403619682506,0.368308981749639,0.0,1.4378661237553942
3,0.22301296412438718,0.16774727391428884,0.26561990912830363,0.12634544717994659,0.2506896108049692,0.1074483669021679,0.01641316212600804,0.42010556982144653,0.014469629551987155,0.08562766714384512,0.9721490542674892
4,0.07201080181694981,0.04726203970103227,0.18152383690375157,0.0625331963910371,0.016786309292188856,0.09691822387087076,0.058790401087402674,0.03474792037476837,0.029261287247078095,0.10654912256494697,0.6609026360762763
5,0.09230702361508436,0.17382788072301966,0.031123490585985535,0.23637380407120723,0.22221084133277358,0.0380015499789321,0.0045749242457299175,0.44704097292984807,0.25698550183128516,0.03707404839087187,1.1493605280858892
6,0.16528231442242644,0.46560106356664344,0.3680266836889665,0.2089761163321706,0.12659826668279134,0.11841678300430196,0.01621227362851717,0.2951881105806002,0.32220480099626253,0.10290815185286861,1.3298019103810383
7,0.09590080051082797,0.113686261810542,0.082430065624975,0.15795696704150167,0.13619388064053076,0.11111371862681373,0.02476987308324446,0.14189406742728952,0.2928384199782048,0.07980905715738833,1.0214641735654761
8,0.12168664029382265,0.22918006785976372,0.07829518366432975,0.4212868736157533,0.14028345451216234,0.037577360940086645,0.09052195683512247,0.42961504482350943,0.2728357229114963,0.02815204302241814,0.9532029508617615
9,0.11812465496545117,0.006729115226307915,0.020448256634082066,0.4827505037322132,0.0,0.007852904474864378,0.1664910177686296,0.11449382314291316,0.19720447697802185,0.049594171043502965,0.7594981897705013
