,rexp,entrophy,lt,nuc,exp,ns,fix,ld,ndev,la
0,0.2836516987116134,0.12894875527677174,0.09286548611239427,0.6386655779252711,1.0992158777040204,0.5653179870616111,0.8964235573850855,0.12083022501680932,1.131860829834359,0.7041343780819239
1,0.0015597046595270854,0.33452943992521006,0.10283112375012879,0.06969329335182273,0.19011805435641943,0.020728603752628885,0.03997156202416586,0.08204755358265414,0.09197174694841996,0.7603503801562967
2,0.0,0.0,0.12978195917092153,0.009629348999088946,0.06271245923471767,0.0,0.13057409797907293,0.06199464524785624,0.0,1.0018932220194696
3,0.01032996788788034,0.0,0.0036919037131005897,0.3808134194712182,0.2043137506169031,0.8256507174238664,0.25839632465407497,0.11893503085325312,0.47909402717512645,1.2566564384687577
4,0.07678755833385704,0.0,0.03129865110264169,0.37989655165559644,0.0032116388456376794,0.2965783671918283,0.017988650113222218,0.0,0.0,0.5361063812136646
5,0.09248197614055975,0.0,0.2659450836777678,0.11043093131409532,0.03388401308284301,0.33502117325080466,0.049037384367941354,0.02308125959255303,0.10236495415578672,0.6199518213840719
6,0.3258415091273353,0.02919662519901255,0.2627525999568507,0.46793530517449466,0.21504834192869576,0.12621924961888328,0.008400226799650877,0.14919756984510593,0.07893209071538336,0.48617638761569265
7,0.1214427020415661,0.09769931251945277,0.21559451953026354,0.0,0.08595661547686907,0.0,0.0,0.09453836348233992,0.0,0.2935952433534144
8,0.00221307889618443,0.14950360788353345,0.5699339144511718,0.08111299552427231,0.10384232232080315,0.11375754526674219,0.019617281222263534,0.029576767918326585,0.02295462847807315,0.566364802769855
9,0.5698197466162026,0.1689861704667804,0.7527531068113564,0.16781458674387525,0.6809223198000601,0.009003343564519012,0.19476823342829527,0.22815114448325102,0.006707507194880626,0.5982731935815365
10,0.0803850314684336,0.05933533538598602,0.26202693575648817,0.0014385526335966145,0.04535166308218657,0.05924889267472768,0.1056790363268272,0.32733348214511254,0.3483094308686011,0.8084399700079821
11,0.22263405572530648,0.022348555982555727,0.6802583177676692,0.09765969018716017,0.028062470474029273,0.05230549590272731,0.08546710971933145,0.3811318308689898,0.5822943461257539,1.21826934966887
12,0.0,0.21468542505689486,0.739327591415368,0.0,0.17703891115450074,0.0,0.0,0.0,0.6677712849155568,0.8870188604838931
13,0.05116343419755713,0.26552281791570215,0.74244844952437,0.11419441233131594,0.05099505235510996,0.17284803662013248,0.05448286710523497,0.09795745051258957,0.40838347526560626,0.2830367923719661
14,0.15439660340731745,0.07859979238938211,0.45051218986134756,0.08151119408060714,0.07300323083733537,0.14428213656060598,0.1661613542077955,0.12332836639759756,0.09082750455898768,0.5858963201018461
15,0.06289175262075317,0.07438552159921857,0.4958357910966423,0.40000823649937944,0.31492699840739846,0.0,0.347821012206503,0.04312704516134197,0.03446493258004094,0.6038985534795036
16,0.1493643039698531,0.278812596031302,0.6743417768115896,0.2365173541608536,0.3011002947320981,0.32473948202891845,0.2623472566891072,0.06101575602948961,0.0707825422806142,0.45499466695276597
17,0.0,1.0130081607070107,0.7172275362303109,0.5437741231943306,0.09061377443083903,0.08614660512398803,0.17168707399459465,0.08248824782034615,0.0,1.073170773340809
18,0.12136600800354508,0.4824143099857447,0.6385340542884038,0.12606110676060098,0.015357743241402651,0.0,0.04677013882760425,0.2907197290050313,0.0,0.869567900186908
19,0.13982254487108045,0.02627229760037401,0.41112021635455076,0.1373854521697474,0.06275696296762447,1.8557939594183158e-17,0.15169779784024906,0.08222429506693764,0.20825843997581883,0.5711999712007342
20,0.1247355936524878,0.03694920324092003,0.27598506545078766,0.10313846961186965,0.10923965562129843,0.013272726242033104,0.33208353408082775,0.04322161353108279,0.10004055575175902,0.5558168923623541
21,0.107916977834183,0.3643480276861172,0.41978719048645446,0.173702121232763,0.1893637975866053,0.0,0.3860831650575218,0.3138017620504845,0.1505513280693919,0.6392996097466329
22,0.0005531911289984423,0.21280617377256003,0.02307066063291056,0.013017410155861903,0.0,0.0,0.05568146570943378,0.0,0.15152136819136258,0.7655828712403095
23,0.6710653124564471,0.0,0.4841573982883354,0.4213072667619761,0.10293631248613616,0.0,0.25997437731213696,0.01149828532999043,0.9651612407010327,1.1748221225968272
24,0.03248379568843626,0.3841700667727851,0.14268955462039368,0.6518252181476968,0.15175291502671526,0.010495850379372758,0.12102479795242004,0.4446453224097287,0.32563090147534746,1.2931216144718585
25,0.04685506363855333,0.0,0.0,0.0,0.07218854761434428,0.0,0.0,0.048292991649376005,0.0,0.43189850796484713
26,0.19741092841782756,0.4860723355474568,0.5026486751673406,0.5578778687467073,0.29304888944109064,0.020891852462341133,0.08176752694060596,0.030600132472660947,0.06304868675786388,1.1010327472741763
27,0.0,0.0,0.005309322712053118,0.0,0.09364032195865937,0.0,0.0,0.0438488826735549,0.0,0.32204608980736926
28,0.08832942846513785,0.00920835268749441,0.14232038906726888,0.0,0.2839492974467186,0.0,0.19594327516237628,0.010729563519084032,0.0,0.7625372150145842
29,0.23606509316295243,0.44654423853887143,0.5309384487944844,0.1756283948409987,0.17316777288034588,0.03652318638794353,0.25769607236890796,0.24691707613459643,0.10619609910665896,0.7984712112301664
30,0.06460443104279145,0.3839527337926224,0.37734489333198906,0.8381810152040989,0.11159660153378453,0.0,0.20990515833601184,0.14396685559853653,0.09838636067597523,1.05341105736396
31,0.11750765736840929,0.7503392334176293,0.40754194434942187,0.5847743068860227,0.05299139140293509,0.0,0.0853649757872894,0.2816645651147003,0.11330128390793792,1.3469895341779254
32,0.09377611375049368,0.6058505020024054,0.4210566853232197,0.0,0.2734435196517517,0.11791865519014957,0.07331804931524137,0.22350605259796144,0.13194816811914653,1.1920894114390737
33,0.022396893873116705,0.4949428335066207,0.9696929833210562,0.3483379135209133,0.2161130089735186,0.053576054803905926,0.16854010232571295,0.23771717180725294,0.19509592235680373,0.8734215955675432
34,0.04372693692306203,0.09651180769923168,0.5180456313805614,0.0664661349208247,0.2353414089794967,0.0007364938384197893,0.08118338199746179,0.26421501467999314,0.09089076349554871,0.9046803033108767
35,0.32739884010028064,0.194550385511382,0.2930159300990675,0.15318418544752127,0.057992977514580386,0.0,0.28551097565744427,0.23797797396407336,0.1896379122661461,0.8722437862332526
36,0.049172691840944846,0.06831854552752095,0.30565959593867564,0.0886836987117626,0.21425145953203453,0.029690333140834593,0.1315285224460501,0.09678198347820681,0.13933228794474156,1.2141184976441444
37,0.10517786419612338,0.11068797293202613,0.3675772181019729,0.45290902458335897,0.02087350822665539,0.0,0.30733845683282657,0.19208675906232656,0.3613637452781814,0.7389126808866172
