,ndev,entrophy,lt,age,ns,nuc,ld,sexp,nd,exp,fix,la
0,0.013408306029688392,0.3893744887553714,0.027929676042641644,0.38713919476244674,0.046555839643711065,0.20643641173290564,0.024641422954353474,0.1398055823775221,0.3099399187059383,0.1676336948293844,0.03575704977531956,0.029861781895197417
1,0.04943931907614283,0.43782934935246837,0.055418681736948756,0.35124337549519935,0.11029157558652122,0.31959692269036183,0.01899979444426355,0.1369618846800127,0.3122019465812667,0.06032381632253528,0.1310315794941466,0.07805903270408666
2,0.024203122126333056,0.33682205335147203,0.05576247875757629,0.4041667430010072,0.1523456679690344,0.43725627613849904,0.02388533923619838,0.16871582088348067,0.18522190453344303,0.12785030450140691,0.13027932740320836,0.08371423170159596
3,0.0,0.0,0.2529191680973661,0.0,0.0,0.1669108181992328,0.0,0.0,0.0,0.2991830392470689,0.0,0.0
4,0.005061681099519774,0.2675803071917084,0.029060509591855254,0.20535712281577284,0.06521037956424675,0.3048517009538566,0.008962506176570635,0.1180313773952357,0.30320510627121505,0.070694567773212,0.020136745003601905,0.07382408215780575
5,0.1349700183886756,0.03574325425396329,0.19306843363658766,0.01269867715361041,0.08529410925375733,0.5835721139876654,0.011392309882007855,0.08316810268484841,0.1352393948833667,0.09588164527524042,0.22094407063695234,0.23416795620548106
6,0.24434771827122423,0.002918624149743602,0.30337147869224346,0.06698432853130841,0.0220275888093363,0.2831031462611722,0.007070079858331123,0.17362080221802914,0.12450084291312719,0.5885496749178681,0.08263755015976874,0.03444195958821056
7,0.004142040480974655,0.24436538186579526,0.01795145024944165,0.23142039553475724,0.0056429682090047536,0.23948122705174832,0.026240132647355877,0.0004870859017350799,0.35582297876522956,0.3136859313716595,0.05391779847063452,0.07659776386877558
8,0.0,0.0,0.19537538945458605,0.23657164260559416,0.0,0.32034829388006236,0.0,0.0394074912838219,0.09674771395182155,0.3907191175523031,0.0,0.0
9,0.28197718797632193,0.14626114318110514,0.17511678407437103,0.15420647430614448,0.20632047120696992,0.43008363502876185,0.009836749295199638,0.05403540207375351,0.39504029561430887,0.17213877722758408,0.3784693053370493,0.022827526309005305
10,0.15794875348037632,0.28434378196037147,0.3830670814433088,0.29396061669236206,0.20428184858396212,0.2724645429040536,0.006953303008582848,0.03916611724497714,0.3688379487424506,0.10087023325779022,0.08776947886609704,0.021800044476743764
11,0.13163090429299684,0.2922056993668421,0.24353176738135454,0.34895520679658704,0.05245335859250575,0.35768521279876203,0.023723535122333234,0.05067930599422469,0.22987091489302872,0.3021164896730862,0.012170777857778788,0.19873464435502697
12,0.10407218731890366,0.2512147378695212,0.008101176210297474,0.3753743753849474,0.0,0.31050901305622125,0.0,0.05559924721160978,0.24869213877011345,0.42403004174704584,0.1167211313848346,0.09845247871940893
13,0.12257575088667211,0.2023852339470521,0.05458317187170462,0.3625577457966669,0.004157066528355008,0.26447966205846485,0.03632986191775406,0.11889376326680293,0.22131332670600876,0.3470872988199462,0.2147898652019923,0.08874001105725807
14,0.0,0.0,0.02687474319584932,0.21713248384991155,0.0,0.20851121507311463,0.0,0.13803674023206652,0.09855178779754453,0.41368941911090923,0.19159576153377564,0.0
15,0.04969768739026355,0.2578587259237825,0.27520204470701576,0.29350582459886954,0.0,0.32651263254224216,0.0067613129338608274,0.147980887030187,0.20413108804959335,0.37001313558698795,0.4156448499216467,0.04675803384195794
16,0.08285461731176683,0.10425877337729177,0.0018035746611550763,0.22669927903751372,0.011624025304631247,0.23561265725804026,0.025543196952512538,0.19642563142494723,0.22534238486679486,0.3285980537588392,0.35901963628010836,0.03636749061205634
17,0.05959295164587378,0.14246231100813722,0.06380643736082513,0.3582345746201751,0.006213515805778179,0.26060432373989506,0.006454683571286007,0.10787427687363364,0.2004325332585987,0.050350212376705984,0.19551777720510366,0.03058327470590784
