,ndev,entrophy,nuc,age,ns,ld,sexp,fix,rexp
0,1.630748960083975,0.3419995781203874,0.03294497480419368,0.4463837999998956,0.0,0.14437036339947443,1.6920118417016778,0.3008515734199941,0.31001794929933235
1,1.1154248550805475,0.44772116081811947,0.4706511847537092,0.44981041486837636,0.0,0.15886978014949898,0.6172836983049069,0.4738610439493476,0.3467445925524655
2,0.07937763773262509,0.49395265949616807,0.5954108303980212,0.5949834247346835,0.0,0.3387470240490216,0.2069785757835383,0.32056029078156045,0.26962721679690205
3,0.21584034316242998,0.2581991522710529,0.5080580508988934,0.39535951111427126,0.03628331314958139,0.4256546212844149,0.1725983315114789,0.16346976186979353,0.16251939408036972
4,0.08282732359372529,0.06236756628043277,0.20831102380398972,0.22441897885719447,0.006578079268145219,0.3753847276746545,0.1353962121779263,0.0435948052049308,0.1680934045167603
5,0.042018322757682455,0.2965325592775901,0.2305837047631733,0.36300063739725646,0.007529860554182609,0.36412509935379006,0.0818052205843346,0.1610110675798577,0.228985282007427
6,0.12745404001426075,0.7812943342799945,0.3541706297812856,0.4941335874797459,7.783251738580232e-18,0.3058682374905409,0.03267509164110741,0.0,0.03824130590095452
7,0.0325245151574802,0.4972923040726634,0.10763273845778278,0.7379115930145193,0.0,0.23358239993382313,0.03797209708701369,0.037244838575651695,0.0312293524000891
8,0.17985630340888034,0.9130220765551632,0.3616862663123037,0.19178912733690118,0.0,0.3751471535770708,0.01510777162723725,0.12020826302056295,0.09029090750317395
9,0.12374814060999038,0.6596432355474285,0.2732928347159813,0.38842169917064234,3.266941240084148e-16,0.34559245296705005,0.2804680773478564,0.1576029556962026,0.7059050148266633
10,0.003969788780366834,0.011128014900782775,0.060837601129577895,0.13493829550781633,0.0007528157977730887,0.2817020617856427,0.12436907528866836,0.004861195095117205,0.02415750715953077
11,0.0,0.42478160510755414,0.27503665352343454,0.47777883459609416,0.0,0.2181368594879743,0.03375398065980488,0.0,1.4384253202133708
12,0.021569582350750433,0.0,0.0,0.9289675452855557,0.0,0.55870359485935,0.028201457862798603,0.2809807267384864,0.7148159878725768
13,0.11910867210227906,3.0885229746408505,2.5165761179318955,1.043074039431563,0.0,0.4236106273133604,0.0,0.6414939094236356,0.0
14,0.0,1.6487207200370573,2.5743723266782124,0.5174365547354826,0.0,0.16279602812829855,0.0,0.03661374822659757,0.2450964714167517
15,0.0,1.472020779324377,2.8095994593644935,0.16880663539582835,0.0,0.8931101067070996,7.565247491833879e-05,0.0,0.16682759909883618
16,0.0,0.0,0.0,0.3704031206545002,0.0,0.09143313926187947,0.00012035939096349909,0.0,0.16877603048990983
17,0.0015514139674948114,0.1386429993381536,0.41679454770408975,0.08609639182271568,6.019223384298975e-05,0.44258508186377116,0.13708276050321516,0.030211367035685797,0.15759420959328163
18,0.0,0.051028930210226836,0.0,0.18587003586769224,0.0,0.4549453991784854,0.8103478277087818,0.0,0.3057754362671198
19,0.11705281260141201,1.2031534368430756,0.5356706369981671,0.5164026853199895,0.28484743259535655,1.163116383204927,0.43042233601491253,0.06661160660512201,0.4524772563325717
20,0.18390370515694077,0.5322696501970212,0.17116784980874217,0.0,0.0,0.30710332564268594,0.0,0.0,0.24461177388883892
21,0.0,0.17627570233210885,0.023563993617740944,0.249840694270683,0.1899024476491153,0.1694366037206593,0.0,0.0,0.3211591821155903
22,1.7892105567241396,0.9736963007912122,0.006684555251624482,0.31664026412575985,0.4964245764522238,0.3671310488531127,0.04449694212724763,0.25098908057010594,0.6060751462501617
23,0.7857061539940907,0.8176776156650795,0.12464703461178121,0.6397956540517885,0.1799573830893806,0.3971083942973499,0.4495384871240606,0.08083448961147402,0.677631208327927
24,0.4094054238092534,1.0107793766944204,1.0143913114059924,0.3416386340464062,0.0885921732804021,0.6219951408137303,0.07526808946833591,0.03402039337140269,0.8114111582216091
25,0.04279895584934551,0.4511294696697503,0.5894496673006698,0.2071220401000849,0.01560940717442764,0.6358329617399746,0.14801790911605894,0.05808522419725593,0.10402200807445962
26,0.03421362221990666,0.5684755561348935,0.6412457265383106,0.0,0.04318067266929292,0.6041363497466762,0.0,0.0,0.024722908587746055
27,0.0837468757655503,0.043421555488283956,0.10720431464504121,0.029461671209392203,0.009939430968746695,0.35019001726291665,0.018294376606871738,0.017230348059140553,0.06333827951268134
28,0.07597757617782341,0.41535861041737315,0.14724030470958002,0.09344913635331535,0.00929260457817613,0.29376823544146285,0.128448786604256,0.016773815791073045,0.08672737999176798
