,ndev,entrophy,lt,age,ns,nuc,ld,exp,rexp,la
0,0.034711143887993554,0.5240728833807263,0.04479032503648625,0.2840747250563104,0.08945890000714393,1.1173210006632168,0.24512736022607726,0.27918219600874,0.6661009288817858,0.9884113292917293
1,0.015309395665108626,0.4456712626335953,0.012357827117755847,0.6625778533430859,0.0215905632775571,0.1403907410405016,0.030932322235067023,0.10640854919220939,0.1773285309332075,0.9726419401117042
2,0.04320456236993179,0.271957855524946,0.37143837218973214,0.09902845304717198,0.06365363575103741,0.11423598763355798,0.11862175802008963,0.04104668053287696,0.2627924752222456,0.7960521851134511
3,0.02667179002740384,0.11637761307640648,0.2366268609095618,0.1754446437521684,0.08656979933668572,0.007641480515677773,0.08067511964636802,0.006327288275283114,0.15856800061741128,0.794850113925684
4,0.17967261804658546,0.039548855978304744,0.3396009905536623,0.2127523644377305,0.5213502995990317,0.022010895230624484,0.2213388516504982,0.03987907897410236,0.08385263595364445,1.1094996210890455
5,0.07487600895365698,0.049440400487529235,0.31170912216001867,0.16827729039799216,0.40458868076323024,0.08777830115913195,0.07407533415662625,0.23107311581939674,0.12549392546210134,0.9807397399646971
6,0.0,0.05850892945671055,0.16850990877625235,0.16877445140409772,0.13490634827664005,0.029422374445429368,0.12808654829917598,0.18060935099012657,0.024669400812934873,0.5572075670878964
7,0.03773852835357917,0.1104016334818227,0.1041654167967392,0.13693351782606264,0.12471067327039385,0.035504387226291755,0.13326873224097283,0.01086526507406612,0.06052812432074751,0.6644670707026537
8,0.016613996305996616,0.1821786543331543,0.03776019573567114,0.23321555652337916,0.19009134658688606,0.12882459172645996,0.2014293685740866,0.04288482514586547,0.18309939284558896,0.6404556921274165
9,0.08774687187348819,0.05789777061319922,0.0,0.36945837359837885,0.010170595951439253,0.03296088848347066,0.25591028185214015,0.027100076543958525,0.041823449662520336,0.5357048467190993
10,0.06727420918186598,0.020824699872426515,0.03185108129357951,0.2668324649831807,0.01976867836486268,0.07930084149548641,0.17275803467816087,0.0009541694485734199,0.07518004358581294,0.5436629104500164
11,0.020030985784096067,0.21073840154819015,0.07296610965175507,0.10475502194253761,0.0,0.09607258663151995,0.3084404933026667,0.04084840547026968,0.07871479844030972,0.5900978501166555
12,0.026222632250964106,0.0890795402981841,0.011853516892458945,0.07140253492044038,0.0,0.0828121107926456,0.33651009675904525,0.169487913979763,0.034577654729875985,0.47410784354450164
13,0.09330896470950709,0.0,0.11131974219998787,0.0386499330175248,0.0,0.08649448932521134,0.010963217907573444,0.09893259882987815,0.02357859061418528,0.709263293072359
14,0.00862721528772768,0.012052771871251231,0.05258534322160079,0.0998165324408542,0.0008899362003489308,0.03208967519789258,0.023812831481797345,0.20511095433488621,0.025877616290690044,0.5456592096319165
15,0.0,0.0,0.14609622198070307,0.12572039120888973,0.0,0.0,0.019487940891461917,0.3510613786844358,0.005286555008319324,0.7972789250822602
