,entrophy,age,fix,ld,ndev,rexp,sexp
51,0.0917124183006535,0.006159313725490198,0.0,0.05380800653594767,0.23786519607843118,0.007812091503267971,0.14263643790849675
52,0.08283500000000005,0.031037499999999944,0.0,0.13668166666666656,0.16554666666666681,0.056401666666666704,0.09292916666666662
53,0.04082353510427252,0.037794551700779,0.0,0.16416509411138522,0.09512265931194659,0.08692117869066633,0.13255431364010262
54,0.037889273356401396,0.023262687427912314,0.0,0.20736735870818926,0.07220299884659744,0.22795559400230686,0.038372260668973465
55,0.025996033892193977,0.0055345231656751355,0.0,0.07513971516134847,0.1429421308815576,0.04305029745808546,0.022462592392284125
56,0.01362847222222223,0.0019386574074074124,0.0,0.0725983796296296,0.1407552083333334,0.009592013888888884,0.021715856481481482
57,0.027297101449275354,0.001456521739130445,0.0,0.2236521739130434,0.13284541062801936,0.029997584541062803,0.09208937198067638
58,0.12543113425925917,0.07477951388888888,0.0,0.004433449074074064,0.17582465277777778,0.030096064814814822,0.18706018518518502
59,0.008851966873706076,0.006444099378881977,0.0,0.00953726708074532,0.2258602484472049,0.0022629399585921317,0.13888405797101452
60,0.06304870129870127,0.0783939393939394,0.0,0.04315476190476189,0.13632142857142857,0.09489935064935072,0.11335714285714288
61,0.02793103448275859,0.06443678160919539,0.0,0.02547557471264364,0.16847844827586209,0.06169252873563222,0.046183908045976996
