,entrophy,age,fix,ld,ndev,rexp,sexp
0,0.06603155458089636,0.05990302144249548,0.0,0.10125438596491261,0.16914278752436512,0.052636939571149476,0.09347161306042952
1,0.07693259911894246,0.060917180616740195,0.0,0.11067591776798899,0.1381698972099864,0.03972261380323069,0.12362555066079317
2,0.06643045438779105,0.05817950052029115,0.0,0.10287200832466202,0.13239091224419003,0.037064342698577925,0.12947728061047595
3,0.06848498694516998,0.08241818973020043,0.0,0.11048498694517014,0.13373041775456884,0.03360639686684093,0.10080722367275859
4,0.06391655658300313,0.08152487890796989,0.0,0.10894187582562728,0.1298791281373847,0.026887934830471062,0.15007375605460166
5,0.079076745261211,0.05353236245954653,0.0,0.07413176144244127,0.15434697179842877,0.03197411003236262,0.15943504392048144
6,0.12521486175115165,0.0584199308755758,0.0,0.0930293778801841,0.14179109062980044,0.023225038402457633,0.11160349462365667
7,0.06369818573185768,0.0667438499384995,0.0,0.11050338253382593,0.15892666051660556,0.032567496924969144,0.12207364698646915
8,0.0635315643426984,0.061516129032257914,0.0,0.12333662851196724,0.13497676031911174,0.029308706208810417,0.15258723551855657
9,0.08512298054731257,0.08393768545994096,0.0,0.18173013517968847,0.11397246950214264,0.016227002967359024,0.083086218265743
10,0.08311300000000044,0.08744333333333293,0.0,0.17346049999999963,0.1403631666666657,0.046731666666666755,0.06962600000000019
11,0.09563172043010779,0.07269201228878584,0.0,0.14789349718381992,0.1555135688684083,0.01800422427035321,0.0770386584741428
12,0.0751264834478455,0.03947293358317699,0.0,0.09669612742036189,0.18598782011242984,0.058513637310014424,0.09543701853008499
13,0.09744478951000626,0.053488727858293506,0.0,0.1051409017713369,0.18082183114791767,0.029100529100529054,0.08609960892569557
14,0.1495832649712865,0.04458668307355782,0.0,0.13095884604867322,0.14870768389390115,0.01669920700027349,0.06778780421110264
15,0.12122509960159393,0.06084661354581635,0.0,0.1675883134130147,0.09099750996015951,0.0225297144754316,0.11022775564409103
16,0.09174461706187033,0.060686426819296334,0.0,0.1332780049059685,0.12197533387844144,0.02380417007358941,0.12075538293813025
17,0.06186212342079728,0.05320869776482001,0.0,0.10879348882410121,0.1309515306122454,0.0460516277939748,0.1464379251700693
18,0.08979803328290521,0.06286157337367614,0.0,0.13464826021180124,0.13110955622793827,0.029402546646495314,0.10490418557740687
19,0.08941340125391772,0.06589694357366802,0.0,0.12783490073145182,0.14156674503657213,0.027888714733542368,0.09573759143155632
20,0.07802958801498101,0.0721799625468164,0.0,0.12588352059925056,0.13033782771535526,0.032812172284644094,0.12013932584269654
21,0.07048303834808277,0.06599502212389365,0.0,0.12671994837758063,0.1360018436578178,0.028237094395280354,0.12597234513274425
22,0.0898973978919634,0.08652239789196309,0.0,0.12988027009222597,0.10829347826087043,0.049972496706192526,0.08978376152832625
23,0.07586511089043343,0.07112578616352193,0.0,0.13568503806686577,0.13853723932472634,0.03570589208871228,0.09111999337967565
24,0.07493496324704434,0.0808598593799932,0.0,0.13487200383509154,0.14526270373921446,0.02723314157877925,0.0997663790348356
25,0.08054526515151497,0.060225568181817915,0.0,0.12095643939393964,0.15655473484848442,0.043759659090908995,0.11329848484848465
26,0.07534016563146977,0.05247556935817804,0.0,0.11713788819875728,0.13896708074534178,0.0417521739130434,0.13257184265010355
27,0.09306023606023602,0.06484798534798522,0.0,0.12719210419210364,0.13302299552299604,0.025828449328449327,0.11154965404965443
28,0.10412452107279668,0.08333141762452126,0.0,0.13158448275862122,0.11422758620689637,0.019986973180076494,0.11579176245210751
29,0.13324672754946645,0.06415555555555562,0.0,0.15267458143074544,0.07609162861491608,0.02036225266362261,0.09878066971080728
30,0.0802460093896717,0.047445852895148785,0.0,0.1383613458528961,0.11744882629107986,0.022949295774647736,0.14907449139280138
31,0.057271972132904456,0.07592845659163959,0.0,0.12044640943193999,0.16465139335477,0.020325026795284046,0.14590353697749187
32,0.08433044733044712,0.09937337662337636,0.0,0.13689321789321846,0.13626479076479076,0.04314826839826844,0.08206565656565663
33,0.08570725883476597,0.09673304680038221,0.0,0.13167908309455567,0.12064231136580696,0.028506208213944603,0.12573018147086923
34,0.046650183150183135,0.13245970695970705,0.0,0.12006501831501827,0.11919047619047632,0.027495421245421224,0.14893040293040302
35,0.09842964824120606,0.06125041876046905,0.0,0.10342043551088771,0.16520603015075386,0.016418760469011716,0.14565326633165843
36,0.10625846702317271,0.019570855614973307,0.0,0.09748618538324434,0.13114661319073118,0.03919073083778961,0.15194786096256677
37,0.14401963906581758,0.015807324840764376,0.0,0.11441719745222918,0.1122319532908707,0.07523036093418263,0.05837101910828011
38,0.0973791887125221,0.051795414462081045,0.0,0.1450749559082894,0.155773368606702,0.04427160493827162,0.09250264550264553
39,0.15843643643643684,0.031597597597597636,0.0,0.08265515515515515,0.10002202202202189,0.039410410410410344,0.13495145145145176
40,0.14770056497175155,0.014011864406779654,0.0,0.13292033898305086,0.11172203389830505,0.061272881355932125,0.09739604519774017
41,0.08774252136752146,0.04495299145299138,0.0,0.12706944444444446,0.21014743589743587,0.03929914529914526,0.06019230769230767
42,0.07460432569974555,0.09121628498727727,0.0,0.11532315521628499,0.17324681933842237,0.06451781170483453,0.019870229007633574
43,0.0967073219820472,0.0686471038119389,0.0,0.13709696896510085,0.14726884836774948,0.04469266996739522,0.054272833393712465
44,0.20789438943894376,0.05912706270627064,0.0,0.1423349834983498,0.08430363036303634,0.03159735973597359,0.06009570957095706
45,0.23714880952380948,0.018220238095238095,0.0,0.12150238095238092,0.05494166666666664,0.010898809523809526,0.05062857142857142
46,0.09681818181818183,0.06676997245179067,0.0,0.14449724517906337,0.1477878787878787,0.03086914600550967,0.08857988980716253
47,0.04058333333333333,0.022879629629629614,0.0,0.1267592592592592,0.22102777777777766,0.04762037037037037,0.09784259259259263
48,0.10159951712690511,0.010985362909310395,0.0,0.09078014184397161,0.0624415270861627,0.06699864191942055,0.05936321110608118
49,0.10442273730684323,0.056899558498896156,0.0,0.0862649006622517,0.10256843267108166,0.07092273730684318,0.17771633554083863
50,0.06788630490956064,0.05664857881136955,0.0,0.17703746770025824,0.10501808785529716,0.054556847545219576,0.140188630490956
