,ndev,entrophy,lt,age,ns,nuc,ld,nd,fix,rexp,la
0,0.0,0.0,0.026821547250517077,0.1212246818755065,0.0,0.001131616184771087,0.0,0.28263277554790406,0.0,0.8265159747586698,0.0
1,0.0,0.0,0.0,0.24116944992140082,0.0,0.1295606901748261,0.0,0.15926039124334396,0.0,0.6586751911259662,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3669296539975621,0.0
3,0.2640167243717471,0.09939699393803608,0.2312291014612419,0.2032029465154765,0.03534868483970143,0.04363674943655797,0.013480697750035135,0.15097307883441996,0.1521842472109728,0.2841149317775139,0.039445412139155644
4,0.20260243966239475,0.14776137986907062,0.239533810747524,0.2656996173047755,0.0,0.025465402081815337,0.001082833137013054,0.0648975362407839,0.17178626013223883,0.21961073395972472,0.11368165784760159
5,0.10074750676685959,0.2295413018336881,0.3699636544767229,0.36725358274170783,0.0,0.07675504286842354,0.06075838862191634,0.13953603713062163,0.13572727157862843,0.40845212434837325,0.1153099210904316
6,0.04643455122029318,0.07324533773915051,0.31731269493155384,0.32280170169234895,0.0,0.16695081668136338,0.06359981798498454,0.2547501104737105,0.26735162684073305,0.3200367393537093,0.15786561017679263
7,0.07969252857372248,0.013674550749443824,0.04654128156890928,0.2398283165508813,0.014744962526327085,0.21571387034608824,0.058766555255775677,0.33290997153692137,0.40156062684131755,0.1327907553230355,0.052161693074712225
8,0.0,0.045998692599674776,0.05230548916547707,0.24314468084276586,0.058661445493591334,0.19937827333021907,0.01822118466298635,0.2816196395526578,0.5206027109280059,0.15352993363955159,0.09641111747186411
9,0.13737553243216682,0.0,0.1377875274280712,0.17810785564844134,0.0,0.011552604332954559,0.03930870299104377,0.1536165427720264,0.48025334579001405,0.14897420688215118,0.1487232411191488
10,0.03802199737147444,0.0,0.0,0.20160450371681202,0.0,0.03995207083984973,0.0,0.12486592052492142,0.17922493895307653,0.07395201200296977,0.0
11,0.19071845367097684,0.15127550932832398,0.04277030494371277,0.20254525902927803,0.0,0.14859862553024353,0.051000205066218204,0.278520342327485,0.34479955545591856,0.0,0.0883637205010281
12,0.26981042575250463,0.31266761535869875,0.12133920748639263,0.12642699396027673,0.0,0.32838985952423344,0.152886005628116,0.4126217245051261,0.4321632120150056,0.04928840996270803,0.16525734793547817
13,1.0251748465268058,0.0,0.44802149031254596,0.13427676539814182,0.02849771892134692,0.41266857655478256,0.0,0.715207601698237,0.5522353341932206,0.1699431593361449,0.21032558679736715
14,0.19245317001597576,0.0,0.1356833703478485,0.15419628113244002,0.0,0.3137274052409973,0.025674979549244446,0.29019434166292357,0.20887571309956512,0.15040554747048135,0.1460935389339938
15,0.2165871580553972,0.07536397495294192,0.07315553439126424,0.1310939976958655,0.0,0.05049012742737851,0.033220365439554624,0.27679846229942234,0.32622270500681433,0.10470469934896455,0.10511884837608106
16,0.16264004404076135,0.15309282876675182,0.1988651342103048,0.08702653991122634,0.00017449618120748378,0.15191936617225602,0.008688759032214718,0.29595086254512626,0.20838400184623432,0.04630875656688345,0.09583726071312194
17,0.11144760838781524,0.10505751314960099,0.3304067910855673,0.10748362684059234,0.003404312496388094,0.19460509787686334,0.06748783255227245,0.366469096322419,0.10430007276485832,0.14723185063117478,0.10234570913646257
