,ndev,entrophy,lt,age,ns,nuc,ld,sexp,fix,rexp,la
0,0.0235521893948961,0.18836739693329044,0.3804686027532774,0.539775964067745,0.02316142539450906,0.04835069913954123,0.48021879363610376,0.21083876705935442,0.0,0.6232535248477821,0.014830216136677683
1,0.04241709690229946,0.4854250010966987,0.11036771214824778,0.09965776649667846,0.014063414582035841,0.4349053260087184,0.2972647891858753,0.14345277140582413,0.010439719634665834,0.6242079464290212,0.27650884456120234
2,0.5995190999156753,0.25035113375189166,0.04919910781128657,0.6184892569334375,0.0,0.5339463105143475,0.4406679571732956,0.04383443427615147,0.10107559091139165,1.1885859882447047,1.0434237206534034
3,0.6522026707532863,0.5385135510438054,0.06557783025033742,0.03120211699331645,0.11323846504021798,0.1542454972916036,0.3557754321905262,0.18789393103567964,0.3667380683431511,0.010930073841700654,0.39584964114526483
4,0.0,0.0,0.040533453099495256,0.02325090796237002,0.0,0.14570544710809574,0.48692570296442855,0.0552753760678414,0.10811949911446507,0.0,0.4161378566154887
5,0.07394121071787915,0.16788187232106194,0.03757219205453579,0.029932000838562393,0.0,0.5793584221904958,0.10123822641953602,0.036523116750702904,0.07973329584011622,0.07436564616591411,0.6151048311092434
6,0.38036787141719675,0.4786069026160982,0.17327566567998215,0.04924560764240864,0.1709415855831763,0.11404538673805224,0.006204219811053677,0.1403137030145195,0.0849200536807604,0.016041582284221853,0.7512117802969119
7,0.35268713328001516,0.5564195637989141,1.0961778374636186,0.07646054342903656,0.09620441358514098,0.8981172158880079,0.0685011267018767,0.2348019771843727,0.0026882187845280667,0.06150041159767375,0.9818796998745818
8,0.3447282652229468,0.2662994927625953,0.35964042075997227,0.08022570217118312,0.32447705481345646,0.7940072951999031,0.013236960108777427,0.35582240391440584,0.168739534341682,0.22024823433220178,0.776230525403922
9,0.014604698676532656,0.029324097410336293,0.3018697337313138,0.15232559323029346,0.06443624456561041,0.015477168408950751,0.9562512385496489,0.011115468619425875,0.017987133420018966,0.11561050728205324,0.1637249057907254
10,0.09736717958252133,0.02928670398185637,0.10342435774877169,0.14942105971024391,0.09046061422150795,0.1695110199067945,0.8349361495935527,0.1802134221534321,0.016555496199625548,0.09037621940170064,0.3534187496236867
11,0.419281298811648,0.012160156923134997,0.325445077060895,0.044505230007701985,0.0,0.14554830390315887,0.5706287834042594,1.0121430169767274,0.2546581522815929,0.12919041647436397,0.4121026319773897
