,ndev,entrophy,lt,age,ns,nuc,ld,exp,rexp,la
0,0.03399703928593944,0.4985054775713331,0.04983943130481604,0.27799816818541156,0.086036406354671,1.0879465784443323,0.23758872668288197,0.2774990442653201,0.6553898538253944,0.9684847904112835
1,0.01596499661864431,0.4587332835917806,0.0179710139584212,0.665586705504179,0.022589614836360156,0.1492208723836426,0.036415090808717306,0.10414288177140467,0.17637620441069585,0.9773608704532302
2,0.04340270195496001,0.2699574803465774,0.3732694148312644,0.10337158730513984,0.06433911449237577,0.11678689279019497,0.12127331791730832,0.03839594389404275,0.2598514867876919,0.7896367588910597
3,0.027769672344055373,0.11800198820841028,0.23735697752078438,0.17762490448333557,0.08960294847174541,0.00975712660228884,0.07995302432789678,0.005317943948429324,0.16034740690189866,0.7975864002670274
4,0.18268581545853757,0.042736430799974134,0.3413321451752678,0.21262600029937206,0.5242814783716089,0.02425619300224648,0.22396074286359513,0.03762651005634873,0.0841454467467026,1.1137698971895293
5,0.07553673338030496,0.049039561097713666,0.3118185512792927,0.16835556731584977,0.40523613017461574,0.08775865017999537,0.07436347193536083,0.23072737822690087,0.12549975906191793,0.9813352576757981
6,0.0,0.0584263275322042,0.1682218767746405,0.1686714868834221,0.13458230313955352,0.02936871632294739,0.12818700000562055,0.18074888091617775,0.024545581249178515,0.5567650390353392
7,0.0,0.09130602996741803,0.10744325605543112,0.13030852515157146,0.12322336760975351,0.02674742760048959,0.13183393310203392,0.01137529878006971,0.05323077488375782,0.6476308121268248
8,0.0,0.1460986111335497,0.027684415213506678,0.2242446496354081,0.1785309479436557,0.09812627930581735,0.19409442613814273,0.03535405015097976,0.16934808287961808,0.6135733558467692
9,0.08534059120396026,0.05766896645250519,0.0,0.36943129259431484,0.009721126192527917,0.03269840672916548,0.25590696089766646,0.027004381162480242,0.041828592783773814,0.5348930166895995
10,0.0672676188502541,0.020884565637661,0.03198943818054663,0.26678790692243637,0.019736479405014277,0.07932867056170814,0.17271990382944166,0.0009910289110434452,0.07515574857261474,0.5437960782323792
11,0.02071218606331007,0.21360991208503752,0.07540886165474382,0.10518823339523237,0.0,0.097524915273308,0.30863932292293306,0.039668406750007004,0.0792168562885847,0.5941405137404775
12,0.02563546254836475,0.08798307911676628,0.011819919374181653,0.07093783042338783,0.0,0.08152641350986962,0.3361449629977148,0.16972643178259936,0.03461098733739917,0.47320955028002626
13,0.0932027190922524,0.0,0.111377749539271,0.03869422843469046,0.0,0.08651374501784999,0.01088451337027551,0.09872477701617026,0.023568970715058913,0.7094090119484164
14,0.011164255417685828,0.013157521809727714,0.07035744009733,0.11837229616922766,0.0013526279271963769,0.03354890042247634,0.003389835090185371,0.22850975365084988,0.027610767331209946,0.6380407643207624
15,0.005781972372496648,0.00657897359369073,0.05591236138926717,0.06985646915965438,0.000909900665906091,0.010658221981846804,0.08604812665608758,0.1705792175823066,0.03232152319261888,0.34309994935604254
16,0.0,0.07124946127405787,0.20714982606673987,0.472558334978703,0.0,0.1365170808044138,0.3985397543588941,0.303824614067658,0.05682291199810761,0.6597023651332331
17,0.0,1.3799222107965907,0.5786837608093024,0.4670775913413627,0.27841201606476274,0.012928325258303138,0.20675113869612913,0.04720924828783215,0.18298997224672794,1.35615224160808
18,0.08577930445390343,0.038273549455298136,0.34652386685635717,0.16798493311911963,0.05431288909324499,0.012189039380304424,0.17431205813118059,0.08742036283584116,0.3720048907380173,0.7162376439287242
19,0.1441998896346762,0.06408385437202525,0.6115803351512333,0.21853316382729143,0.030650161551563474,0.00657532225117957,0.10683880494997162,0.044297676749252016,0.25142986310143195,0.42107053711033426
20,0.4296741843538146,0.24579789602514596,0.7508513850385095,0.422718156910601,0.1438901699218409,0.17174870129655112,0.09233777685389137,0.1572744343695168,0.1411735845043945,0.43227289651371364
21,0.06447037361032094,0.15038694871840416,0.7845859149190503,0.7171593261038133,0.16602947746645172,0.3547215712557396,0.0026270275524510364,0.39787532488227706,0.1448399595153687,0.5616328622043459
22,0.5183060846071051,0.42942988485638717,0.8661994420902992,0.2989015736169987,0.04286013750514292,0.033478141325967686,0.034504350768424466,0.29884175855319517,0.12667172816906022,1.0686641856765233
23,0.4714908164515955,0.5774962732726212,1.2561090230138343,0.680779894474834,0.3032341873360855,0.05935975492058632,0.23598556220031752,0.35413482091097437,0.33342144316886924,1.6153540215628845
24,0.22991183480965666,0.8476212278816228,0.9056699600643369,0.1475665890056064,0.4569556118584616,0.07821533103039724,0.0107563511878509,0.48531393053987826,0.15193249157753436,1.2208314637801767
25,0.3216175485901455,0.6242167875469612,0.6437243316080837,0.50834729938424,0.2119403589478864,0.06942026036293004,0.43335584854293374,0.1636472732868162,0.0013404298274430268,0.792306520567551
26,0.03035362951720933,0.16897477687668766,0.21652657817169715,0.19364667187132703,0.08069907775945913,0.17456948679927223,0.3698438739770529,0.13631898199975723,0.018538788324084957,0.5760140426778855
27,0.19091182567856615,0.5102574871612525,0.12103965139999984,0.03324040599933262,0.10041835260837884,0.07921062514332958,0.36316822902824986,0.11267042855313401,0.0007957187985230027,0.6366030202547382
28,0.935906657291641,2.917938336402688,0.5028153506782618,0.048789615907520206,0.0,0.411531391345285,1.9284574431796604,0.026200054440401986,0.0,1.0485149757203198
29,0.0,0.0,0.07841952521480554,0.0,0.0,0.0,0.0,0.38908559018910055,0.0,0.40491978022089337
30,0.0,0.0,0.07483328464295125,0.15123053098386224,0.0,0.10842137871415414,0.0,0.36045470919898953,0.0,0.40655875895280785
31,0.1003022619981825,0.23005779969709306,0.3769403148058584,0.09167286936951387,0.012623644246901513,0.11255798092125292,0.16006208340867914,0.318222381112738,0.08198880087960851,0.1897090276397918
