,ndev,entrophy,lt,age,ns,nuc,sexp,fix,la
0,0.0,0.0,0.6061019559511646,0.8838706999813374,0.0,0.6527356993025413,0.03204089918745886,0.0236568348462971,0.0
1,0.2119507145619902,0.37795430768914734,0.33257788681973904,0.6026363346935365,0.0,0.10009450953162449,0.02387521936464013,0.32161625419533857,0.1805815465452327
2,0.0,0.0,0.052320780131444804,0.2417881845716628,0.0,0.0313843125991313,0.11857220242001566,0.01640915634078638,0.0
3,0.025894707036667703,0.0,0.29770086760504816,0.32040785094383123,0.0,0.022701282477464606,0.10233650752673702,0.20964047589102494,0.0
4,0.15679260865178277,0.08674513095201014,0.3361874255157026,0.3850015363912744,0.0005098708976747973,0.2011004412389375,0.0587767089812365,0.06422121161357873,0.023417556148225323
5,0.0,0.5095931457407137,0.11601370190781957,0.0,0.0,0.034075252711613546,0.14661268195671703,0.026699238888515678,0.2587375145806426
6,0.04358184417389638,0.23512850608479427,0.09486234651118453,0.10141242132428907,0.0019479886947768755,0.2464184729470557,0.025311347691974226,0.14447438568951348,0.0625923395304474
7,0.22253411833665873,0.09184438480737796,0.20449283001667617,0.333346409370042,0.021834593639010334,0.15893520754990476,0.018668685859985008,0.027910370703263226,0.04642778004204928
8,0.17320456401516438,0.07375982947685442,0.3341926830362543,0.6702687837118607,0.0,0.05435660152918898,0.1521047753067764,0.005043244586643757,0.1833628075384617
9,0.0,0.4288455371973214,0.567011484651579,0.48980245457694127,0.0,0.003824531105788777,0.12465683415212342,0.0,0.3217943170890673
10,0.061368260637928426,0.40027499086519797,0.46990724784475163,0.5248465674843567,0.0,0.09863366082863204,0.028503128798282436,0.03677685168665774,0.2291067787009393
11,0.21189231296376965,0.26198373037858785,0.2593500265758,0.47047151274371485,0.005705701680384594,0.05020389245923428,0.10418273940725468,0.020905574745312287,0.28775814047443493
12,0.0,0.0,0.0,0.3813206061755582,0.0,0.07480176830677801,0.11686167126483989,0.0,0.2274486305894572
13,0.12705391771333727,0.0,0.34820184864233755,0.285660607087494,0.0,0.059987278032801614,0.04213002289005054,0.23462237468759325,0.3223614238132402
14,0.0580344450975548,0.0,0.32768974102140724,0.41512701984306033,0.0,0.0,0.0059545087613430345,0.3254801129532088,0.35809428091464024
15,0.07921043403583543,0.08168093387450619,0.20818847350660113,0.06728684062878144,0.002977990387286506,0.05690333493149879,0.2125006611043001,0.016659932353180026,0.16604975086833143
16,0.13536039986051907,0.25994713311525186,0.46463593674992193,0.5057042278480787,0.0,0.1387835009466138,0.06544505573016235,0.09610368416165806,0.10801049853165419
17,0.10913446691046418,0.09001995828068225,0.3065654913831046,0.4729310907498903,0.0,0.25323351977486214,0.0812013038336495,0.0,0.1066538120278264
18,0.07253499637991569,0.012981244915838887,0.06498915835899079,0.015565938695560725,9.361884369606365e-05,0.43403403429638715,0.10766213930936747,0.03430497195248239,0.007655527324119726
19,0.07168284880727725,0.014327420334823995,0.17192028436997223,0.016571617134593708,3.093431837780143e-17,0.31672617959920807,0.06884562961393105,0.03713083702582381,0.006194164211877124
20,0.026654189838715796,0.005444818846824919,0.09675551994404698,0.006235860236027487,1.3346228252066653e-17,0.3145822362511125,0.1835494033441532,0.03263987648489443,0.0012170857766769642
21,0.1131205774214792,0.21740373218063214,0.8112854757554105,0.07682564446711193,0.01896596230905943,0.49632835928349023,0.005663333280167513,0.2198353766589755,0.013521224058321148
22,0.06502681069760008,0.07772118819415243,0.4403007495764691,0.07703270003866469,0.0040387271840938615,0.25857982592083323,0.2240956919143428,0.16325446179536704,0.028665127706882416
23,0.10479770295574921,0.2842682439803153,0.7894561591311793,0.1803924921003881,0.010939778554757114,0.007245501825452722,0.1619721441169512,0.08614346974945365,0.015938753185610006
24,0.517857193619493,0.07305159435028369,0.17841348942017496,0.12499742310460277,0.006175757859788216,0.5031867593959236,0.08494932009312683,0.3783351921611235,0.20322543223004283
25,1.0474590969990836,0.0,0.22416532868360367,0.0,0.0,0.2027372796247336,0.4145355727903148,0.494008495827349,0.5244969223913211
26,0.03111554641012626,0.02857037218722881,0.23398157155756152,0.20396759198752407,0.01047108341509999,0.11378199363150275,0.535612220905159,0.43837423812015774,0.0754697401779213
27,0.0024640418294613687,0.12573263382170274,0.4810826834796616,0.45825732494392285,0.0,0.010400295691829035,0.5927351613188807,0.2791159641687079,0.0
28,0.4004317044281783,0.0,0.30460275074750726,0.5766159929272531,0.0,0.11589585792370621,0.0,0.25083785626301097,0.03603540999029791
29,0.4514760195733163,0.3668057126151309,0.361548921847462,0.5156736064243991,0.0,0.22312969529124255,0.04115508045121983,0.45522843066852986,0.2307179820277034
30,0.0,0.062381127335296285,0.5275413875759511,0.28692833129385353,0.0,0.0652279893328564,0.6270756943792257,0.5148157983669076,0.3534219324106324
31,0.28605236260996714,0.06892376548022913,0.37339059436269734,0.4452255882661714,0.04455655243485821,0.27150721931265054,0.6397820366187045,0.12297393507889744,0.14200418153263974
32,0.0,0.0,0.1544163061622584,0.0491932695200346,0.0,0.35069290908305856,0.0,0.0,0.0
33,0.13525034850195247,0.029837842111845415,0.0,0.18231782934568527,0.0,0.43117542891806687,0.0597988647496708,0.0,0.08938754938134325
