,entrophy,lt,age,ld,fix,rexp
0,0.26583737387934503,0.609288775967035,0.00704155866008659,0.5086315817758972,0.09906668917517464,0.022989665228579738
1,0.3386474768903711,0.7515341696003592,0.13125131449603844,0.44006716729330186,0.01201629814133182,0.16692310150372575
2,0.18989928645733467,0.06481610594418609,0.02703900624225262,0.6244227419673108,0.060801802503141954,0.02951440623830401
3,0.18408012341874186,0.42715477814631003,0.05034375520730631,0.2421270493109119,0.1656295494576891,0.1002158199148493
4,0.17962759089729952,0.4683637022604454,0.01968672174398351,0.3675043688357087,0.06715279560244607,0.12328436315520208
5,0.3194224600380333,0.4634413535271654,0.022548200416287224,0.4242176982932218,0.10597860541095437,0.1453239704045791
6,0.6498528184875237,0.5764907688942497,0.04614898299724825,0.19195882395495203,0.12847839697863725,0.15926427103358215
7,0.755040584350546,0.5359762211600049,0.053705651109344464,0.28303062937300194,0.0430147282157849,0.08286493276341331
8,0.48867418350505254,0.5108338841628369,0.013381032359151977,0.4410866699781251,0.07206725448907052,0.08997255083504278
9,0.5941533166279256,0.6531233785352761,0.027935389458656826,0.28527722974007125,0.07196926108417048,0.059399180207506015
10,0.40405109315197374,0.49090355112797146,0.01749457038671143,0.22478798495738855,0.008290562645601955,0.0583401075034424
11,0.4309336159609634,1.0717546592139513,0.13476179494853568,0.33755534176652013,0.06909166908288496,0.05720857863561156
12,0.35481931724856025,0.9451787007948211,0.1860126066170408,0.2587948481364917,0.08774009707130939,0.05873552629191235
13,0.20035214356552294,0.8817705847586103,0.1880616431172429,0.18631717041012452,0.06185738148949554,0.06158876388968812
14,0.12304212893489466,0.7920879534370612,0.0771574889076597,0.06998018234970264,0.018618826902146238,0.05987010147756851
15,0.1376295566873671,0.9270706864077498,0.0,0.0,0.0,0.0
16,0.26357565470252564,0.8523574087757633,0.06591719726637174,0.29045714384152455,0.07162849139754729,0.019135467607114705
17,0.30121076171057615,0.9865566190102678,0.017684252900220375,0.2285431344794028,0.06690472633211139,0.003406384085877052
18,0.1774838029867953,0.7562103322691461,0.007242509582814353,0.057775096378052,0.04003340687519072,0.012957623370396017
19,0.16921339892325293,1.241913237360902,0.0,0.043857525234690956,0.0,0.0
20,0.1177262241207034,0.9473581462507356,0.021486689264132636,0.1118891366497936,0.07187278592214572,0.038777714448195826
21,0.33258245878264453,0.9570146227787776,0.09089410790617664,0.10199146540008197,0.05691695950821485,0.05003570233577351
22,1.1466874096716548,1.0915297650059803,0.004218370329659809,0.3984280035881693,0.11994773826006744,0.1324735501916499
23,0.6298897520784755,0.7588835954620553,0.010131843360556845,0.02703713588745259,0.030321679110483557,0.030314412153823724
24,0.9216472369467841,0.7476428015544253,0.027423336306100617,0.0073162808006695754,0.030931248343863415,0.08027186757318257
25,0.0,0.6420870788979767,0.0,0.0,0.0,0.0
26,0.04947099412819477,0.4415499040442937,0.05244288768169179,0.038521325480461645,0.01827384248923379,0.007705723964394917
27,0.00053330183138501,0.025267160288494035,0.0024285907197845753,0.004467078635951735,0.00015763731999776458,0.0004094923338511791
28,1.0613083072023213,0.7088839145243373,0.11780114118321475,0.10617664499374897,0.24428178387532387,0.2438749793194642
29,1.0063046988379643,1.018709458499973,0.19388760699414362,0.2468893671141857,0.17491682739178172,0.2666096223749389
30,0.03495225841993044,0.4532076131349558,0.11763699648715095,0.12249002497637583,0.0022446592285903363,0.017231120922154355
31,0.09076160729755875,0.5920652603138824,0.04248577580938195,0.06419447340341292,0.019133312896146167,0.06451431753019819
32,0.0,0.978448165881701,0.0,0.0,0.0,0.0
33,0.23833111361940873,0.7301823429662357,0.02140821923567777,0.09653649195451151,0.11787444484032399,0.06559928054981912
34,0.6971117418901827,0.9711142796847335,0.15705700874468503,0.13022437621286764,0.10249629418688483,0.09338899827911444
35,0.039516888150171285,0.2190630543989236,0.02617043157743189,0.1680558166509475,0.00010512520232951713,0.007433656434056141
36,0.6699957662845619,0.7391877556556461,0.05822605621704334,0.20050035064660118,0.09649383728058795,0.16576223230557402
37,0.13883277889931522,0.4072229820970995,0.011562324865583415,0.1749091661910162,0.03483211278683708,0.013292048670436245
38,0.004703425950207706,0.026350867392978868,0.0005442523303564365,0.027609515226651064,0.0005537217463379623,0.0016488364907290625
39,0.5278044320766876,0.8754082121674647,0.0239643790604449,0.24603461673702626,0.19468484402379294,0.023055961877919577
40,0.5414475933073682,1.2780322032109082,0.01212698429310261,0.2839814336902802,0.12429632173625287,0.01643773405967401
41,0.6472775590220333,1.0818038006063435,0.05146708467346879,0.2301524716740431,0.024381599542370305,0.016970752724427912
42,0.89149096988044,0.9897715842733058,0.15319863645480863,0.11022474849751067,0.003486468936854829,0.0570664027323362
43,1.040479583723074,0.6205377444966875,0.28250361970156623,0.10471024264285979,0.0,0.05885355752488753
44,0.875206142857971,0.7315891464712002,0.26536086012829807,0.21381901178788024,0.10558373231652327,0.051196956020196645
45,0.40211249071429905,1.20693146773462,0.05217607823944419,0.13890380502032057,0.20629987049656753,0.008228079907123624
46,0.30985335471379705,0.7876143627525443,0.14759401754968712,0.19098065561908922,0.0632925718019516,0.027412937595567063
47,0.30156094001095884,0.9363253008939626,0.06913973527924122,0.08811477603582218,0.031290484417597846,0.14356942939771525
48,0.3155062222068626,1.5636910995300426,0.009817233412709394,0.13815310913481746,0.00019246324458206565,0.022922885741424526
49,0.27965542660963405,0.8809486379271332,0.19727008685354064,0.22171664510114844,0.05862360661822499,0.06875048655504291
50,0.41682048902111857,1.0818055820440724,0.19225725991736942,0.1832456530432694,0.10236606327841036,0.12029415990038264
51,0.38081074135236515,1.1971445844105568,0.2212741138931441,0.24024818785750415,0.023660295396893502,0.04560578426069841
52,0.17618230459934764,0.5567704610902654,0.2740463118781598,0.2183711130825954,0.012684969561654318,0.11575861011252783
53,0.386818644810437,0.7940014252359352,0.23460328330699592,0.1605249369410631,0.09666257283395088,0.074854725957703
54,0.5519962865024511,1.072464367113194,0.32940739043783174,0.08769298525919236,0.051509636812166096,0.05251770908048357
55,0.49675913570486574,1.0990209306080312,0.28153194336701426,0.05504067493333684,0.0,0.0
56,0.42375997324843934,0.7495558440955509,0.19723026015635867,0.24647327786811363,0.050149381290596845,0.12826800434637248
57,0.44887604397348185,0.5651274413626719,0.08742604777623288,0.2988761371333161,0.030558367610539247,0.11831655588661923
58,0.6672277069183956,0.6428702956119556,0.19360980665152233,0.17174298869412863,0.07503378031738847,0.02285924089100341
59,0.417621186689335,0.5336235146146892,0.21878477521859513,0.25181754366551745,0.0,0.0
60,0.43054781025806954,0.6256149423321674,0.17109290427476373,0.30708365940801424,0.0,0.0
61,0.1735140888891287,0.6985343009318464,0.0815801347880541,0.1762180761391631,0.019787195994494824,0.02301019257678355
62,0.4969499412757939,1.2928207296375194,0.15967701301149895,0.27948157570671894,0.024312391656246657,0.07201910817884838
63,0.1537842044705402,0.6978462263790365,0.04800509487546719,0.16607439361010692,0.01086300628479857,0.10127014564962195
64,0.0,0.4285965747133404,0.0,0.1675508694337836,0.0,0.0
65,0.19320430872858368,0.6227837501846099,0.161838904054554,0.6653384883723317,0.20668956168603264,0.04566013598860776
66,0.16890734352778564,1.28926230187578,0.13742351738421232,0.5556353289237679,0.06504582060592821,0.11912185815308782
67,0.41078122894181995,1.5830757004705807,0.14445851318419248,0.31452255826423225,0.05671490703492145,0.15206396667444572
68,0.21843244777023926,0.48438750439808753,0.12319817236042577,0.6502588919478022,0.0,0.06311109096664388
69,0.0034743862010512194,0.023272159871095228,0.02309969789053998,0.03824604175137975,0.0009203082136366717,0.001654306368051198
70,0.24997073043782758,0.45910624267806116,0.08646771667373888,0.04892630369192559,0.04736541543875549,0.04563707710890731
