,ndev,entrophy,lt,age,ns,nuc,fix,rexp,la
0,0.09520937390025645,0.2004849618796114,0.2319689754644168,0.1321254957093884,0.01862212309780114,0.157735400444116,0.2844082387716996,0.01599489115573479,0.010769879726952319
1,0.0,0.0,0.03764157160231429,0.09997921291049137,0.0,0.0,0.44970217435115434,0.0,0.0
2,0.0,0.018686442142834787,0.14641856381772184,0.12885129156067301,0.478224041016003,0.052803577574842754,0.15995296739914683,0.05364380217151739,0.058758162384514215
3,0.3209161210201944,0.026426231519075704,0.3123966835908914,0.17098444214859262,0.3340673100358911,0.17295549599340787,0.0912597849244453,0.011506794330397571,0.12278442150606589
4,0.41536794535784455,0.1841001128751939,0.41883811394783793,0.00647345923406944,0.13617711368135124,0.26035732067745193,0.023151984807319885,0.031931492224608844,0.27878483566686146
5,0.31544298615109145,0.2896692909367549,0.7242167249720087,0.0,0.04368664114836201,0.18587535874136654,0.10900506330374904,0.22427000225806915,0.5510321439642393
6,0.4043784739990119,0.23247360642208412,0.6380461360200308,0.013752023895997147,0.01969502833458459,0.09852476395472576,0.1087459078991638,0.06207008720190737,0.19798856282328706
7,0.0,0.5983200760665771,0.36383461056933514,0.03536951079384131,0.10773697029296163,0.2436147309711676,0.07743510787343184,0.10325763450453862,0.1696861230381289
8,0.0,0.2281717343837458,0.3226535022584264,0.22675946555691234,0.2832581119372555,0.010809141622000612,0.0027279868730639813,0.11335323946319371,0.21682367007419495
9,0.07831503536077605,0.04887308315552289,0.21788723631654155,0.28527152611203255,0.09556519831409542,0.014306681956306829,0.3924806942174591,0.07957747451688466,0.06670086376431926
10,0.009739303164076413,0.0707138170677718,0.27422584726844323,0.1565761605224505,0.09394608142738439,0.15864907845124476,0.4974917435335595,0.0973284802776233,0.04062449597042323
11,0.8451096645323211,0.05866014511042672,0.0739400253974409,0.0,0.14561066447281257,0.10939765763294017,0.2814369904294687,0.6173415816011075,0.0776835942936119
12,0.24668452516327943,0.0,0.22899909214313552,0.0,0.3817031638727556,0.1480863839477216,0.006355099407468704,0.42930284598764995,0.0
13,0.11810023224868861,0.22821778254189257,0.16386753142349833,0.0,0.359126699308589,0.0,0.09426239874291317,0.2973320848475483,0.14533666272719148
14,0.21078476731930254,0.5945417324792982,0.15371933615735403,0.0,0.3389494305930038,0.010052847627233444,0.0,0.12102369954252216,0.14006600250946497
15,0.16550378210606015,0.0,0.26896520473633523,0.425460202500073,0.37671632512949366,0.22008759475690842,0.09165248141926814,0.13629110411100442,0.119569483853793
16,0.13023662836625005,0.0,0.3408030442271437,0.4917704120970373,0.27684586901083624,0.11589391344332768,0.0,0.1676767460609843,0.0
17,0.35452202762607865,0.22808663409760951,0.515641613459013,0.4830017862120039,0.5570734895986279,0.1731188378917993,0.001448064741356794,0.005656924869885562,0.006940058241527672
18,0.09144108139447898,0.31182330614061715,0.22367473854868913,0.17911250904890422,0.1495562195879769,0.34594581722070833,0.08952102570834256,0.14401485657739538,0.018264872903140644
19,0.19215478692490787,0.31036803157081133,0.29721719023197785,0.17620759664446922,0.0,0.36646491347927784,0.06694123874938547,0.21395411371496895,0.0
20,0.3480051828179505,0.0,0.10215600446799829,0.029329796474312185,0.0,0.4859603403436105,0.0,0.015101096701102091,0.0
21,0.37794421400364503,0.11788683219089355,0.1081047226101383,0.0952743213642287,0.28814388740981106,0.28015877065679096,0.3557928115119653,0.008613807336807137,0.04774375227025743
22,0.0,0.0,0.0,0.0,0.0,0.31261555172180183,0.06079529884451608,0.19834810250318072,0.0
23,0.0,0.22926944562674356,0.31408125002336146,0.2523967998653079,0.07455614760437843,0.4154456436049068,0.157987257433769,0.4212189602211621,0.0606377580885209
24,0.08422674954031624,0.406206654620239,0.35955477586940504,0.45969010155162976,0.06968888041693845,0.4903059135891485,0.04353648724974949,0.1267485334764247,0.03482000649338515
25,0.03655216383560638,0.28482367838759753,0.22459359105154134,0.33720627756757277,0.16991717843523002,0.5476327617295371,0.0,0.06099042594160488,0.0
26,0.18824147240152006,0.0,0.011833536678246262,0.27523426734016926,0.23294981763397932,0.33130002497480876,0.0,0.058089244943768346,0.0
27,0.14737926819802075,0.08794425146865995,0.09506847681583401,0.31177581371884044,0.16245394589303783,0.20080352600609178,0.26588251188530815,0.10211482931246707,0.00284541891883868
28,0.20844022752232852,0.3280226679668992,0.16313414177642405,0.29992832172329265,0.06919718824183681,0.09518146672240363,0.10418205077733726,0.17796974032180987,0.0739271431924905
29,0.09397717809801012,0.12404809007086165,0.0894886202495792,0.2457109337606022,0.09523554222155135,0.0765515185818804,0.030414367013763224,0.054505329382826886,0.03198309310211364
30,0.05971282017821771,0.0,0.14908340156551805,0.3820053653657437,0.08888573532402938,0.1400729075950834,0.20576601053057195,0.006256576537621816,0.009394213418368687
31,0.1269959115747734,0.03163267880360746,0.2589236825593227,0.29694832954989764,0.21297164611464853,0.012200041943566317,0.11851579661885742,0.04365249000010185,0.032467392175241305
32,0.116831324791002,0.22176912891198397,0.252799314642917,0.0,0.31016768086578705,0.1523289490005012,0.0474410610924714,0.0010911415147141935,0.0
33,0.012914658123076996,0.25030550075372815,0.08174845452487543,0.1295708695281545,0.18953535629769436,0.31946539527456697,0.12537160640269554,0.016459389749566917,0.0730911673026933
34,0.2281438542963888,0.045792099126141,0.2726390830282342,0.1703542865052501,0.08905705242735948,0.6337819751016627,0.28718970030861846,0.003571654645070563,0.24307175085631086
35,0.0,0.0614063098662473,0.35645028778520754,0.24236359981897806,0.08843629466031977,0.02229453564375218,0.025558074830507208,0.06795469306378463,0.23352566661142451
36,0.6054565998550048,0.17279840186909987,0.0,0.3330936615918665,0.4621995565948319,0.32999516571988835,0.11077689753995718,0.222022960835668,0.3414132533123809
37,0.49969149073054214,0.021285005228548502,0.10219509945573382,0.2031404098802014,0.675729307784097,0.3067678550581731,0.17947440039196663,0.04746995531265003,0.16685367045076424
38,0.34405930628771225,0.27651816251918493,0.16585241983739737,0.15521138797865686,0.6921571665710367,0.09700076860750502,0.14100393067854808,0.041241628870117716,0.00972118284228231
39,0.374935909409426,0.11812688253239079,0.10159218620534845,0.2652792960786551,0.5388884602451199,0.18980136954475843,0.02455909461980788,0.004598939249352498,0.0
40,0.05975345323546318,0.0040985211096622965,0.015353902408572744,0.35255679952455327,0.2462154044060425,0.10212354643300266,0.05929279981266819,0.033590386246623416,0.0
41,0.0697562923204621,0.0,0.06069635958647171,0.38358146718096986,0.3752305707520203,0.16607652961729483,0.0,0.0804878205731141,0.0
42,0.0,0.13184753568635935,0.060581921761498715,0.0988104044047311,0.0,0.35929120493183986,0.0,0.05645670827199196,0.0
43,0.09127515240103073,0.27668328370705225,0.06639939054479863,0.26565541966880923,0.22756130635366664,0.20849915003325262,0.004245099062984437,0.042168987170814305,0.10062063033091574
44,0.11567786488761483,0.058364900934460257,0.22423427937476884,0.20192853810648392,0.32578636007972467,0.39278968657221824,0.20065049302744078,0.1933475769063291,0.059253679454834264
45,0.13749546793387335,0.00029669024500418595,0.24871691307597388,0.21139664669350233,0.3829597880031802,0.2516579756190683,0.20874331706415963,0.04459300437496873,0.05780784181243559
46,0.21480955073062094,0.20975091795711706,0.01337097099637609,0.22389669134535609,0.24584730260337792,0.21068024075462358,0.02399727216728347,0.0,0.08770144193827718
