,rexp,entrophy,fix,age
0,0.0,2.270978183365275,0.5076125888503852,0.42220664124697266
1,0.055182654549450046,1.4985983825344684,0.3457745929508484,0.3144774096057397
2,0.012974520351470852,0.1659835223125034,0.012730988551370242,0.11641421221554273
3,0.3459270551744893,1.9394100917880002,0.9374898077440605,0.11655402005720739
4,0.34995566325440364,2.162565645369793,0.9931800522294761,0.08203530740353633
5,0.009536174612447261,0.04104766581711969,0.03164164931567278,0.18709658719861913
6,0.2534391774782747,0.2429620030154055,0.43328208908397065,0.5909939725558434
7,0.002604933035749251,0.003820224879753941,0.004770788234876264,0.04171815286467248
8,0.01005860532600162,0.018790688488395553,0.012277542918987805,0.1499532626989071
9,0.29793628801413174,0.582274783868881,0.587611106865952,0.6772305343260939
10,0.4021981749563061,0.4078212957875961,0.3969594811485711,0.6180411396920691
11,0.908975173731504,0.3864256126727673,0.3246695728013731,0.3010233368996519
12,0.7202753433306659,0.293893882600047,0.46889833502335926,0.3660973829370271
13,0.21124347800329948,0.31586219083859923,0.2502940223878186,0.3963473628267519
14,0.19614319031494548,0.4236149614485149,0.2912164876103748,0.42565247944357704
15,0.36248036080044044,0.42724043439462195,0.37945702367941303,0.7149132639725058
16,0.25160967440864446,0.46531687301401914,0.4117269687314573,0.6164747386064352
17,0.2664901832560856,0.7654576881032822,0.6382077854275905,0.44857371536731727
18,0.3017460464213549,0.7326377789777986,0.5233451885186686,0.5664640168740404
19,0.4843999912071881,0.9939990305836777,0.37649468722627716,0.48820747255447033
20,0.011890787715962421,0.02420894169462918,0.009531099653837244,0.15586344574149794
21,0.9037673152972824,0.9119653364392671,0.4285064894424418,0.1905514595841178
22,0.3206243464986505,0.7055170636450342,0.30513231909475325,0.37077535206874934
23,0.1659317292994958,0.9426313669713335,0.5193614450505366,0.598213614041066
24,0.04069970837233421,0.5773338847648907,0.20214404091850655,0.3829917100979119
25,0.11524486165907598,0.8058457876705086,0.23716833676058768,0.28251280071954166
26,0.21097324019465297,1.1060380053507004,0.35649767195865617,0.46538227077658484
27,0.14278058786749928,1.0096857699973614,0.23617225727517377,0.4000919952867504
28,0.18013197695300887,1.2252142214582826,0.3512773084465288,0.41076501687464273
29,0.18516681515949404,1.354136774384476,0.47857105752128176,0.24062349671047956
30,0.19086278593132885,0.9982302232871871,0.42527447197534946,0.1901286709534867
31,0.32706162869497574,0.9884651602618727,0.36246458625901173,0.2703704028434669
32,0.2714999642740101,0.9175457443279956,0.3426037775781424,0.36878191487865597
33,0.20763363226236153,1.125106337795518,0.24374185472319598,0.30326604684198644
34,0.177038819908241,1.053241693519245,0.025703044070025924,0.1604615902068553
35,0.19330228895772866,1.1369898763497464,0.0,0.11253186917210915
36,0.1947556947982887,1.0396965375274982,0.19052151395162,0.3059946603761283
37,0.16321603163571324,1.0183089359363964,0.19700098849917563,0.36789262497810526
38,0.22596011581956774,1.1221155861955217,0.18757349898161157,0.24525392908483615
39,0.2691213472716424,0.9434433563609355,0.3728297960836652,0.19795953322775606
40,0.3380801788557917,0.8262598014846143,0.361345705289368,0.2849273669211416
41,0.5139163481261939,0.8525672126936272,0.2804982812743385,0.17108425027676247
42,0.3165500311974046,0.9590368558769092,0.26099583617990174,0.3046348268947747
43,0.18590257192033235,0.7456625563490916,0.02557564576518183,0.2536654207631214
44,0.2888727826561778,1.0678890743355638,0.22066592784587047,0.19279751044887067
45,0.22095823834918077,0.9809169722723683,0.37506089501343853,0.19715477930790454
46,0.1731846214838076,0.8256026265879798,0.4506536289573955,0.31672072630494097
47,0.17250987366533263,0.6947528662921661,0.27364761982518465,0.42424831927845974
48,0.29675150512871723,0.6469328957803242,0.207843384480373,0.19697754911807625
49,0.4483218598411154,0.650086632533341,0.2044211481302801,0.1577134581262735
50,0.21461677783415253,0.7878597154559109,0.11725522091847389,0.30999354253950023
51,0.20339430449172258,1.052190094869657,0.27280109857270984,0.1311950869545849
52,0.12275373973260546,1.0243675851866392,0.4724405166454432,0.042292702461959306
53,0.024530972033269136,0.9452713336723246,0.252255836658446,0.13724018035798508
54,0.08485594133131862,0.9840182318046332,0.2800589442023273,0.11128355620191506
