,ndev,entrophy,age,ld,sexp,fix,rexp
0,0.4695955170385559,0.06509048384317402,0.05864939618588241,0.7571971908872175,0.20807361789230794,0.0,0.19702945008144165
1,0.6194346613961419,0.11904192877426203,0.21695264458380725,0.6028387534702614,0.17521004831088857,0.0,0.24238173240846173
2,0.0,0.0,0.0,0.35649942118581507,0.0,0.0,0.0
3,0.7157133146793433,0.3314077639793319,0.09868841437506612,0.6709164679178953,0.0,0.0,0.12499485491779212
4,0.43377183227293986,0.21473905439997773,0.08801348161432548,0.6248335307931083,0.2700304308917491,0.0,0.08405917795935432
5,0.5868037268494475,0.3044288586969237,0.0,0.5025505182929869,0.4396595297054192,0.0,0.03125666956552579
6,0.06702087031300508,0.07984091506788245,0.029823202233942362,0.5287137764491382,0.24677743461327972,0.0,0.06635376533883731
7,0.6229388705951676,0.1678471722033761,0.004434949372573779,0.6817089105784705,0.07734829369311848,0.0,0.024311600740049098
8,0.6879548725072795,0.1570955912866969,0.12305010380794114,0.5625845182504441,0.273253479196055,0.0,0.14103999332122252
9,0.41625427817937,0.12064248506587859,0.0,0.6396429347003464,0.06417141870695334,0.0,0.018023980530637973
10,0.3836375621639213,0.19995697340691287,0.15094770162512167,0.8557244023353793,0.11339079423308247,0.0,0.07839662988377465
11,0.7163423840946748,0.18436282202888007,0.07703569165698455,0.8729519253282175,0.07341513375680413,0.0,0.1264223881268101
12,0.7272477299544606,0.0,0.0,0.6535374379444664,0.0032025004768622923,0.0,0.18716050374997106
13,0.0,0.0,0.0,0.23808523475118754,0.0,0.0,0.0
14,0.0,0.0,0.0,0.18572708109287192,0.0,0.0,0.0
15,0.022346880460694735,0.06583245349630816,0.00685126499281923,0.5484777311244255,0.07623533554140759,0.0,0.016914081174366772
16,0.0012531602830096905,0.014613494179374792,0.014846467704963937,0.20539760328130802,0.09637751313131443,0.0,0.007172677550825405
17,0.6119781914159172,0.2176889754445042,0.02305295214549945,0.5152738193984371,0.41734913223422576,0.0,0.05828967693030474
18,0.37472208355298303,0.0,0.0,0.6995988564034286,0.08069782616354437,0.0,0.0
19,0.06839354317418445,0.04899836785027227,0.003806816048718393,0.4916219465368807,0.0677628475262538,0.0,0.018978639113778815
20,0.0884868452638228,0.0,0.0,0.6674899417053751,0.17909566636872754,0.0,0.0
21,0.21295582263706156,0.0,0.0,0.6485095515583253,0.1541746856255325,0.0,0.0
22,0.5608551559057299,0.09905722753817855,0.0,0.6207244191291387,0.0,0.0,0.06114770248986294
23,0.8677605972442226,0.1293775407295693,0.06486256425159927,0.6905796193779411,0.053313452387125954,0.0,0.02259992867844976
24,0.04400160176221453,0.04202842470605849,0.04661925009705883,0.6751116084093769,0.08517134112989412,0.0,0.01572173647370511
25,0.6362235070048904,0.1471926917062467,0.003432819585619181,0.8640525001906385,0.24671922813124483,0.0,0.14740316519089386
26,0.571815373267898,0.1331451203291831,0.00457648023985213,0.851324087280832,0.18725669942438114,0.0,0.1534578710834062
27,0.0,0.0,0.005226922892122629,0.7601360257081032,0.08696881920680305,0.0,0.0
28,0.2267735768791539,0.13741352793873993,0.12799422519221926,0.5515774719816093,0.28523447831172527,0.0,0.05216582765807858
29,0.0,0.07700606061516051,0.08395613831964491,0.6037805461669249,0.29380985890062894,0.0,0.044407111178641795
30,0.12476314133607419,0.0,0.02427902963083568,0.7235120812247735,0.32897478506418676,0.0,0.0
31,1.0583991598859013,0.07186967821856491,0.09390052614054356,0.6576817262195905,0.06338442851865234,0.0,0.10299260600108863
32,1.1410126862048564,0.11194326468861998,0.06707324241009636,0.8493758199280386,0.062328532023906785,0.0,0.1846002539328972
33,0.0,0.13421787509143682,0.061131804603392174,0.7723320093206935,0.5986690864744435,0.0,0.08474624194554445
34,0.016075403254645515,0.21894640584708913,0.29282518471295077,0.6016225722078169,0.5858600440215287,0.0,0.0009334105074965171
35,0.19236536232528215,0.0867794407408873,0.02396391914010585,0.5051609128971533,0.4425717833681616,0.0,0.010883205162556139
36,0.03765135346032301,0.019975556073825364,0.14036369601741433,0.415533653220959,0.44099759156529655,0.0,0.0
37,0.9129961341405196,0.302952843324906,0.20097316977686455,0.36425164511551317,0.09031710493214229,0.0,0.05596422209964546
38,0.08381371778226267,0.002815341462980624,0.04923999971666474,0.453977343027455,0.038904352597587066,0.0,0.07371948595681632
39,0.5477531958056185,0.28311072040135493,0.4196015640150842,0.17442100411959752,0.6164652390608094,0.0,0.2380397486166582
40,0.44984621911034184,0.24399124613402184,0.24645433891318394,0.44009569780453006,0.27171366381005246,0.0,0.029652118558840965
41,1.3667062738245364,0.23515446214922975,0.09337091619490237,0.9706062777279586,0.29198741134855777,0.0,0.09783605102674504
42,0.09461087870936809,0.04636102858731362,0.22520585592452294,0.5574124493048358,0.4522680538960447,0.0,0.05841788008404198
43,1.5068737408908308,0.4290619270510344,0.18553552915424498,0.6258271094449886,0.47255371094953863,0.0,0.0
44,0.6368528455600657,0.7610220894711625,0.0,0.6161867631340949,0.07867232969558292,0.0,0.03154613593730326
45,0.33218905925954717,0.6277530713979474,0.5148947497481461,0.5800122766972328,0.04218626475910367,0.0,0.16006054718855994
46,1.0460100624925892,0.44592219852361664,0.2361150574306466,0.4168447956936139,0.019370323516817212,0.0,0.03523587983575915
47,0.04811391149788247,0.00741184920399364,0.04403818371720909,0.1326292096223016,0.010346641271604158,0.0,0.016709692613160194
48,0.05690366279142784,0.00251770025740443,0.07578654841794265,0.03472690709173825,0.026079103711591983,0.0,0.017573814899892994
49,0.17281648820957435,0.05152238902018668,0.42658024614831197,0.25615592781974117,0.4470773876473509,0.0,0.11248271282590626
50,0.0,0.0,0.3901886362107063,0.35596569905775044,0.21519755122793177,0.0,0.07079125530333803
51,0.619295548044476,0.6999485965389803,0.37494083637231523,1.3192718589502217,1.7066275578773082,0.0,0.04003082931527768
52,0.22425370982600723,0.1867917851334182,0.11897013641553024,1.684209482780384,0.6024166275292547,0.0,0.0888012676557898
53,0.37117706022559954,0.052320152031977984,0.29487626953012774,1.3350310443772544,0.22291706192944655,0.0,0.18313363624507478
54,0.06798139023682719,0.011971328998909807,0.19297849868959038,0.5509789853702054,0.0828914200884519,0.0,0.08364839166743952
55,0.3282361348766358,0.09798372813570531,0.180302373406483,0.780561067050072,0.027263507885025986,0.0,0.002320673901537567
56,0.14222915065496208,0.15646621833970828,0.17819531100100627,0.8914005942315363,0.09294813133589608,0.0,0.00906327204160394
57,0.0,0.0,0.0,0.0,0.3100645438647848,0.0,0.0
58,0.24866546726850564,0.0,0.0,0.12096452968829292,0.22292415962422116,0.0,0.0
59,0.2862573601539793,0.0,0.0,0.08976040825022578,0.7399689219505556,0.0,0.0
60,1.3528830748543246,0.1961365925589953,0.09657626389496786,0.2426466329552697,0.8398612477671491,0.0,0.5105274253506291
61,1.127455121266794,0.0,0.0,0.0,0.04346319356187217,0.0,0.26591733809478313
