,ndev,entrophy,age,ld,sexp,fix,rexp
0,0.4450035412583285,0.061941027001478924,0.05439514311901914,0.7492988704912331,0.206904783526402,0.0,0.1921286854908529
1,0.919066649422198,0.16806618697009681,0.32025800615004874,0.6106551014807013,0.08457903447570152,0.0,0.295148219303258
2,0.44301715025940835,0.06478289086805226,0.03553511278067634,0.6093013898119485,0.19882121632983107,0.0,0.1557374170184977
3,0.7159889072312617,0.3315216003085491,0.09890956255642405,0.6708642567759276,0.0,0.0,0.12511657896349487
4,0.2739456429496048,0.14470551574808302,0.0556098034960182,0.6214333327295614,0.29245484189444104,0.0,0.09019629726734066
5,0.589041693625189,0.3053279914041344,0.0,0.50223570243669,0.43917718541156553,0.0,0.03128428818781044
6,0.46477517033050564,0.3274948939672403,0.0639449238466234,0.6661558064425334,0.238375510122957,0.0,0.047748326649976004
7,0.6334736425003974,0.17086214887480836,0.0034484527278375683,0.6812985632379205,0.07558864751709739,0.0,0.02449764254126648
8,0.7553255030349739,0.16430631878365823,0.11242889213871907,0.5590953258280119,0.2718830695756714,0.0,0.13104443608854055
9,0.840072080963445,0.2448110640434299,0.10638294339079832,0.6015557269319843,0.019479967170207176,0.0,0.08076337710261379
10,0.37884072528002083,0.19774490748671955,0.1506678175954352,0.8549460771819665,0.112089303740036,0.0,0.07775797519678669
11,0.17311354429622133,0.05160744144786346,0.07005549488069299,0.6556081396138553,0.017779037818066293,0.0,0.11956943327330997
12,0.0,0.0,0.0,0.32222863741699265,0.0,0.0,0.012033098282236877
13,0.09191037207479191,0.0236609004441511,5.8440395552262056e-05,0.3080658845121141,0.03994261552739788,0.0,0.03504957887245697
14,0.0,0.0,0.0,0.19065663842020864,0.0,0.0,0.0
15,0.0,0.0,0.0,0.4210116373981595,0.0,0.0,0.0
16,0.0,0.0,0.0,0.454071079378529,0.033943265147421076,0.0,0.0
17,0.005148846992486758,0.0011870280822778127,0.0026371121976611882,0.019034222609582534,0.019840170045058007,0.0,0.0033034095722757955
18,0.02431756440463553,0.023485344017654255,0.02358293096003274,0.2896816240648075,0.021324960552481356,0.0,0.01947620196518747
19,0.0,0.0,0.0,0.5131330569240511,0.0,0.0,0.0
20,0.1000125092584856,0.0,0.0,0.6704259022180427,0.17835227743383517,0.0,0.0
21,0.21159267616964092,0.0,0.0,0.648165536776436,0.1541636619301964,0.0,0.0
22,0.25602865244026046,0.07841100428769433,0.030496786917803966,0.5650516403828557,0.002967317173951493,0.0,0.11740334796259845
23,0.8643283809740484,0.12910694240871676,0.06486501116352907,0.6905689249688554,0.053161047302113906,0.0,0.022622921049472028
24,0.19025519396883828,0.0,0.0,0.7782762659197379,0.10181410075178349,0.0,0.02066231467189005
25,0.6303727037667098,0.14674211265244705,0.003376248676277824,0.863831749543895,0.24674738524420686,0.0,0.14737969087145417
26,0.5408518634865482,0.12347458845177588,0.0,0.8536675382881708,0.18984839224158068,0.0,0.14981914631856674
27,0.0,0.0,0.0012308604070076883,0.7537218630855407,0.08104802106500537,0.0,0.0
28,0.21681083507023907,0.13462623262911236,0.12707246707568948,0.5501352192886444,0.28366182551623875,0.0,0.05022972475361111
29,0.15344227915291977,0.07180306663930083,0.06632022202151928,0.5330177933700762,0.21434672492596132,0.0,0.020057963456126083
30,0.5507158477680565,0.09061585744655536,0.11269477934310101,0.6969775227517113,0.2968761065507076,0.0,0.06150930091031257
31,1.0890692612094686,0.06812976246070748,0.08809873492321933,0.660127306212611,0.06419191612619522,0.0,0.09983599117185138
32,1.1393261514576756,0.11182812723172324,0.0670045135959993,0.8491657183891824,0.06231027909016104,0.0,0.1846392096466151
33,0.09201901771268473,0.20676369799421998,0.11434272781372302,0.793493781207749,0.7111529542213617,0.0,0.07036108724591437
34,0.012623078830502335,0.22091746053918104,0.2935304033874991,0.6014552702404639,0.586374081900456,0.0,0.0013203045245286792
35,0.00011261303903031368,0.11430275528452394,0.036945424787673174,0.6086904612320077,0.539901507648471,0.0,0.0
36,0.060190605317496745,0.04037412485488749,0.14849839660811628,0.4117186813449017,0.4405642221337154,0.0,0.0
37,1.0580464269970422,0.3312867590849706,0.19350027944243997,0.3613919222203788,0.08466207177111998,0.0,0.06143481383871297
38,0.23542869932189595,0.01213130079497889,0.0170664904951557,0.501065593303486,0.04906253984331095,0.0,0.08781325279862884
39,0.5392951059348003,0.2791927851514776,0.4177693557496984,0.1749581250519399,0.6154133993582692,0.0,0.23711897454019223
40,0.43794260042045124,0.23664475520691197,0.2438513230326215,0.4402131013866008,0.2722859163653691,0.0,0.028055888387016205
41,1.252359838132184,0.24729831378073924,0.0991804580016435,0.9638863712727885,0.30138949326358244,0.0,0.09875990414915309
42,0.8126875860361933,0.25860276676241967,0.4688759580608284,1.0039570293247,0.718517290216445,0.0,0.06532788351038887
43,1.6202822704752353,0.43333146646964416,0.18873121105110863,0.6277326303294495,0.47655532827267827,0.0,0.0016418412470482248
44,0.6331893427013693,0.7599355732525171,0.0,0.6162566891266082,0.0784587619091298,0.0,0.031284458213059904
45,0.32119117367146677,0.6101087559941618,0.5089916421927977,0.5835978417497308,0.03905534788985351,0.0,0.16028898983644016
46,1.0565956272202914,0.4484618614124311,0.23659686976912075,0.4159976999089302,0.01924295168241808,0.0,0.03507484030053979
47,0.04989972624530555,0.007730639110889775,0.04553225359183701,0.13787743839839586,0.011273381275895248,0.0,0.01721004864948338
48,0.18456065473500036,0.009580271388407807,0.178102134610308,0.08684470271308269,0.0918836358194966,0.0,0.03778558202739226
49,0.0,0.0,0.4008057526341311,0.24438332118843412,0.44696940746861474,0.0,0.08877267630869472
50,0.0,0.0,0.3895568623740435,0.3929220375417945,0.2617096178276968,0.0,0.0895569672802988
51,0.6193902788520868,0.69862221984199,0.3746546815832083,1.3187391129381771,1.706442821046481,0.0,0.039846784972954144
52,0.19967100881621438,0.1552332945586027,0.0881025274532146,1.7107129885415921,0.6146466868547702,0.0,0.05482524029057683
53,0.3319244483969104,0.04630750718747117,0.29300980767050594,1.3139607107686968,0.21794682354542572,0.0,0.17642436004279097
54,0.0,0.0,0.14642829430481424,0.32016323230949795,0.0,0.0,0.0
55,0.32696793749628567,0.09672129464969999,0.1800941562375684,0.7794881098528577,0.027133825948821473,0.0,0.002214792646047847
56,0.14939446412831942,0.16778078274712774,0.17825785484562795,0.9027363039800873,0.09541331778828356,0.0,0.01054114988494898
57,0.0,0.0,0.0,0.0,0.25308713912954894,0.0,0.0
58,0.4635263426403,0.0,0.0,0.16304620165380215,0.2584797936489491,0.0,0.006283379886734639
59,0.39111828838823376,0.0,0.0,0.11361749079817707,0.7002677945826467,0.0,0.0
60,1.3562233876071232,0.197462740955529,0.09674046588825679,0.24335120537623192,0.8420017403414551,0.0,0.5110689755226142
61,1.1371241643048493,0.0,0.0,0.0,0.04541422310795381,0.0,0.2675587666903384
