,ndev,entrophy,lt,age,ns,nuc,ld,exp,fix,la
0,0.0,0.0,0.048685722443904796,0.0,0.0,0.1292499314529248,0.0,0.07987218971420408,0.03602174049966454,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017315827154504453,0.0,0.0
2,0.04123844681835948,0.010026347660939775,0.14661252005143371,0.013598608647560548,3.0612555583163694e-17,0.04116827611737132,0.004234050270373228,0.08680374470648608,0.387459132517362,0.0385119516528782
3,0.9656226600593931,0.3491050418538564,0.14303639893446554,0.19224692520977063,0.0,0.4859607042086454,0.0,0.7789651336417475,0.0,0.29196825982962854
4,0.29590739250369463,0.5217648271964237,0.06786364491422509,0.023564505039992967,4.4724937089774186e-17,0.23238327222521502,0.012259573122722736,0.11893573277426871,0.751275086740248,0.015636780635765277
5,0.0,0.4889493892460439,0.0,0.0,0.0,0.10825727254621058,0.0,0.9878541759039512,1.4572422401507652,0.0
6,0.07030061033545923,0.022170448199162845,0.06728385107654401,0.0010178081228030406,0.00024362638960057016,0.3469447883706025,0.0002238984570996411,0.09133081900236466,0.08601502144131642,1.0451855460605298e-05
7,0.04567395999892605,0.197194511563636,0.1313185446335024,0.025290105246612182,0.00929936461964375,0.4575558135304826,0.0008006811850212009,0.209047931514443,0.25861065466395805,0.005439636628117453
8,0.679844326712729,0.621708435223791,0.6537656974400321,0.0,0.0,0.21576502225475216,0.0,0.19515946903161033,0.7037869850455731,0.0
9,0.23754764332667158,0.3535363821970624,0.31202134262076586,0.03569860694563178,0.0,0.10926580758277098,0.0,0.1804779581075077,0.6855032780842905,0.08807380715394461
10,0.06961383376378343,0.245605745212525,0.2105642043449681,0.02132818860343524,0.004150425582967164,0.2569802575266851,0.0036541409083217275,0.3480022657058847,0.5302426105419156,0.09679839752234638
11,0.0,0.0417210050571716,0.0,0.0,0.0,0.0,0.0,0.2742788809056717,0.36953285720444673,0.0
12,0.0,0.2665269964376611,0.03210019624129196,0.0,0.0,0.15320460562102564,0.0,0.07175087621119171,0.0,0.0
13,0.0,0.12211918707149472,0.12437266532297003,0.0,0.0,0.21419058951928752,0.0,0.09109213796012328,0.0,0.0
14,0.8051123598917193,0.6033305774510058,0.044124664620450026,0.0,0.0,0.524014116874169,0.0,0.11548031335970152,0.5733054453599171,0.1639444695419485
15,0.04844881591931216,0.07562237351880474,0.09844383865731933,0.018274417643225155,0.0131200238535897,0.7235588388227376,0.0003458632708684689,0.06655624488506626,0.11976913811466068,0.0032289014015599643
16,0.0,0.3281856722843377,0.0,0.0,0.0,0.0,0.0,0.4106158155650177,0.38548809383791466,0.0023478169046808185
17,0.24875970364535102,0.0,0.15207995987210532,0.0,0.0,0.1454770206433155,0.0,0.41922729709415424,0.4160363782377967,0.02033215331060128
18,0.0,0.048886980755599004,0.026833076203079977,0.0,0.0,0.03622211014974839,0.0,0.6002470524042655,0.2419978824957456,0.25236392614222364
19,0.3286431959079871,0.0,0.1447105952268393,0.0,0.0,0.27516418657521696,0.0,0.585749486712847,0.0,0.0
20,0.3071662009290477,0.0,0.36126778295014994,0.0,0.0,0.21302595725366114,0.0,0.0,0.1085143123522361,0.0
21,0.3844103857984673,0.07853599199004879,0.2552264401738888,0.02581999623687272,0.0,0.04194819615668175,0.0,0.32531079644719935,0.05544597128760797,0.0
22,0.0,0.0,0.1327497603145491,0.0,0.0,0.0,0.0,0.13389734613371113,0.553861230686948,0.0
23,0.012698330550771427,0.0,0.029792584736644017,0.0,0.0,0.0,0.0,0.0014410809563080924,0.0,0.17537023872567276
24,0.1989322126275336,0.08322245095362704,0.07426398789720984,0.010406672928084547,0.00482426202311479,0.011207323798688431,0.019951810619908597,0.1689671702709161,0.06506606243310128,0.039015855430839776
25,0.37129858018132983,0.3839990889199287,0.15429782501643854,0.0032959227619360565,0.007844344324069387,0.259151114233696,0.0322970034943204,0.5557744780262286,0.20764822634694458,0.03830364468647498
26,0.0,0.0,0.011661004982812157,0.0,0.0,0.6498690410754677,0.0,0.2634080918553533,0.0,0.0
27,0.0,0.0,0.08803999148759523,0.0,0.0,0.3246681319746234,0.0,0.015537014868864513,0.0,0.0
28,0.06007343172276744,0.09099802919156888,0.13683126146218347,0.006640252721938423,0.05844279421831502,0.15726684103274033,0.022977738006588862,0.07876954502668475,0.3024852904742554,0.0663527386003422
29,0.06752693469234691,0.07058164208950049,0.02327847586606761,0.02669078731085513,0.039412264299062374,0.1734237934566629,0.07746307911536983,0.033538287055142585,0.12213257927817638,0.010669639211172182
30,0.13353351098634736,0.0,0.001147015012016532,0.0,0.0,0.163248902270477,0.0,0.2652567746024602,0.04896019239592614,0.0
31,0.19123769000089608,0.09595196288733054,0.09990734776832899,0.006212766388102879,0.021111688850906033,0.5197908437808537,0.0452782151349165,0.1861647441642913,0.05244251782157396,0.03212323313468306
32,0.10281644938014489,0.3005820294912729,0.06532052980608691,0.00034636168829433716,0.04910552223384614,0.7096337796598994,0.0912164456647866,0.12993397366863105,0.0937639017739441,0.13149107264386053
