,ndev,entrophy,lt,age,ns,nuc,ld,nd,fix,rexp,la
0,0.0,0.0,0.04255672612450044,0.09434665026291097,0.0,0.0,0.0,0.2905146235653488,0.0,0.841858409459066,0.0
1,0.03304250052705227,0.008267233286523314,0.15119381203216772,0.042174299492679916,0.0001242400308011638,0.2407624338706946,0.01370836633387529,0.1240918817189269,0.047069806888721734,0.612975749496387,0.009499606347313852
2,0.11433062512306155,0.06971849661319805,0.04181483930768655,0.08805986145353091,0.001424140081687746,0.27600571002163715,0.008576870900582585,0.1721654024554893,0.11069009585120622,0.9007834435984389,0.01273251839047005
3,0.22902050267210455,0.11204554162039067,0.20241604877726008,0.18483229874860338,0.03260017409190569,0.04051244278642562,0.012571841518257446,0.15868945875341792,0.13956956643043855,0.3018197715578679,0.031347948791236924
4,0.20801289392519395,0.148433076105851,0.247240847532193,0.26771180681076384,0.0,0.022045236622919767,0.0018828908389837613,0.06564904524593265,0.17792032582669035,0.21683192680200353,0.11681834169007387
5,0.10092233521012302,0.22961757855793358,0.3695028769371193,0.36723022785566134,0.0,0.07687130154626265,0.06071952955413033,0.13950059012599794,0.13578660451944516,0.4082061733528481,0.11527565151640533
6,0.03564496131573127,0.0660866468179647,0.2913040993982047,0.3129651467420293,0.0,0.15257100742026122,0.060309544740878664,0.2481426375063422,0.25610280377933864,0.32964904584424837,0.1337729770868956
7,0.08113714654358611,0.01825390418583126,0.049134321286917665,0.24193592380031562,0.016514716270592863,0.21525276995894763,0.0600348380474096,0.3327569280043922,0.4010508985864246,0.1319124136939533,0.053545771195699324
8,0.0,0.045588690871326366,0.05326798025582801,0.24360654084955777,0.0595098557083219,0.1993977171683253,0.018453298879951487,0.28130086488773987,0.5208611807146997,0.15305674667904068,0.09699674515121148
9,0.13913234751789724,0.0,0.14007268090701575,0.17946520235623298,0.0,0.01180148972066889,0.03991741233252412,0.15421838206522387,0.482571586119006,0.14878223434813168,0.15132375874446263
10,0.023831039484532385,0.0,0.0,0.18748283098390467,0.0,0.038590935544471086,0.0,0.10809266468489769,0.15295162910247337,0.07986868580217438,0.0
11,0.18996135088270663,0.1504277909538878,0.043344789930625176,0.20255096991735191,0.0,0.14745707523879972,0.04718942659261031,0.2774321815063018,0.3440321164579705,0.0,0.0842396664619982
12,0.2753600942025706,0.3234537436071664,0.11310275573473771,0.12378017646151396,0.002389488049288607,0.3419793844385561,0.17637380241835898,0.4255666703030626,0.44380568285340044,0.03547383786051967,0.19125386938006553
13,0.7887125352395589,0.0,0.1305321346387844,0.014417715408273668,0.0,0.238924106792007,0.0,0.5461344149284529,0.25728840389264385,0.1960660008357004,0.02209326181811743
14,0.19059422744160556,0.0,0.13566755776765602,0.15218169962341693,0.0,0.3133623910739369,0.02342435456426673,0.2905915119765411,0.20796718102625236,0.14895602169706973,0.14298740131837112
15,0.21676863812450733,0.07547509478446551,0.07338117698160816,0.13130181226153273,0.0,0.05031152493314723,0.03403394128798036,0.2769068143052124,0.32635696405917597,0.10464004801484396,0.10617912935430363
16,0.16259785056920403,0.15309045564495255,0.19952064096276512,0.08721486350431869,0.00031866646141260436,0.15193521707213525,0.00954821746432221,0.29573047094873645,0.20826263973527379,0.045996813087411825,0.09693727437696846
17,0.1118355355285418,0.1060722996593849,0.32868579102026096,0.10702893633366163,0.0030533553601253876,0.19443892102471824,0.06761106218538773,0.36603197805705373,0.10399448906108338,0.14809037378320883,0.10145523854543537
18,0.1690715708861613,0.07526935916126502,0.25226559430440393,0.11527813940212275,0.0,0.07502265792956613,0.0686402239218718,0.4021068925523484,0.16466676010550294,0.22741823020209584,0.11848602337073187
