,ndev,entrophy,lt,age,ns,nuc,ld,nd,exp,fix,la
0,0.4485630297945035,0.22172676499092808,0.1459114462399958,0.2201453971919436,0.01626780669382456,0.2442099631861873,0.00431587572220986,0.48374278486235994,0.1695767596359345,0.12350448562565908,0.07140545362166434
1,0.4098651029749992,0.04109887740404156,0.5348638609021997,0.03895583054586095,0.02713579660093044,0.46044756378331975,0.05421772402916809,0.38471728072582084,0.441419728186763,0.3504777819572047,0.1045324964463512
2,0.07572687620482285,0.15322068271504766,0.2158360251579778,0.12657824428033723,0.032378040045826964,0.04212123893936501,0.13045014768585692,0.17237919003553578,0.11015846669666077,0.005430886095356669,0.1087279367309756
3,0.036936856611721185,0.25146792353536124,0.06883242689084407,0.07518309775355307,0.029642954084079534,0.03796573043877072,0.0492164226740919,0.09917413733344413,0.09907932859648416,0.0940842795327777,0.08784126422722362
4,0.1955822791658742,0.3802443112163187,0.23802308231843156,0.039093399715446016,0.0484032158889172,0.029482998233456893,0.1231671394249253,0.009722093754643595,0.03182227909335312,0.179578670109227,0.08724981316357097
5,0.00435455856945352,0.18663326943211683,0.4662972883625881,0.16570075250071922,0.008600976566473286,0.07879872607124737,0.11974915287270546,0.027440644007820314,0.0218023802670036,0.19903199126651738,0.006855278027318746
6,0.013690128751178081,0.03451239317638739,0.5499382811910957,0.12767562855359454,0.08527329107757851,0.041448420971847345,0.18111797442545444,0.18481249867731936,0.18520656934327376,0.035749904861222814,0.08882945968092237
7,0.039862355119916155,0.10719719399193223,0.3162606870651147,0.0862075286533448,0.0762112027395081,0.09133956151851275,0.07837657424776166,0.21449690989631703,0.14182813329711386,0.3217517611416573,0.05294926117154039
8,0.0826916350575372,0.015741722886351693,0.296007429117545,0.033173186994047775,0.08554267939656506,0.012953044252444416,0.08088139861999365,0.23914798128569473,0.01650524835475954,0.5660505821063068,0.09578828296254611
9,0.09971293991038657,0.009934206964346881,0.45028329788972465,0.08244907195868653,0.03283638442999854,0.05011686227519961,0.07545178268015594,0.25562266893926067,0.028722424076531854,0.5433560147944041,0.10914455001839617
10,0.1620477996002729,0.048890644511505404,0.3911141916473031,0.15077630644988677,0.0005214963694533689,0.12355588465145138,0.013792784724763385,0.14070096202488042,0.08884884765887228,0.22666686398634697,0.04537930898175634
