,ndev,entrophy,lt,age,ns,nuc,fix,rexp,la
0,0.09528357415792629,0.21384150171223418,0.23819979844468125,0.13886141091092133,0.01912782361375255,0.15744709115521022,0.2881854931679844,0.03703602540692575,0.011239265879702693
1,0.0882324759523918,0.05771980962935176,0.07881914316227259,0.07157391798155237,0.005807321230567363,0.0013890007691026232,0.5328053314650135,0.05632131848609555,0.012958489448891143
2,0.0,0.005906108411259416,0.13941410984247235,0.1222554919584189,0.46308073140039463,0.05374079060943428,0.15718755980743945,0.05480070229562941,0.05536351168617335
3,0.32071076784673413,0.025944084201828754,0.3122617280515762,0.17059268713639322,0.3337814674907385,0.17273769177497103,0.09102960500010154,0.011579137637082978,0.12272662596235183
4,0.3653711865835822,0.1548623391829852,0.3584950220640272,0.01372914018215883,0.1098470468799956,0.27342075558136364,0.0,0.021298697762153797,0.22208598637534285
5,0.2744788387880703,0.29134468634200494,0.592977557891012,0.0,0.008837436670256578,0.17663880428213777,0.08349958828593979,0.22161353875989578,0.45617253140942765
6,0.40894859347850027,0.23175948418309683,0.6553054871028505,0.014210486067827058,0.022975298525004524,0.10259119650074391,0.10829123184276251,0.06287453707789058,0.20985058370295612
7,0.0,0.5969552466514105,0.3601163588516549,0.03510777739028191,0.1066300844500932,0.2417050936526157,0.07583465185361139,0.10085063645321253,0.1675368765516478
8,0.0,0.22723316262546303,0.3125400940257524,0.22206888706135186,0.2737828948986363,0.014915757374187584,0.003666105246164045,0.11101704696825297,0.20763909651709844
9,0.07183184602480909,0.0665162403137691,0.035318721001589816,0.08569549526741319,4.855276852122289e-05,0.0587906285987339,0.3380461214235638,0.012500221936409858,0.010610145999424668
10,0.0,0.0,0.3051023181462974,0.4087077594045828,0.0,0.10723116207712412,0.4982063227343854,0.05045973579621996,0.0
11,0.8446050624859137,0.058728161863046406,0.07391713979223946,0.0,0.14508434731239803,0.10902489603529836,0.28147118990977593,0.617080923240616,0.07727856978118848
12,0.2734661505480173,0.0,0.25988330469522003,0.0,0.39550746500122824,0.1474995608600165,0.01411248532583981,0.41742571648398935,0.0
13,0.1214580653765406,0.2283415210172254,0.1531115129119496,0.0,0.36465709409015323,0.0,0.0998760802928155,0.30838283860597054,0.15323581377698842
14,0.21069646723314067,0.5944699732759884,0.1534336708899227,0.0,0.33892338667445593,0.010059621575243212,0.0,0.12092469742995357,0.13989777307918283
15,0.08665674836565102,0.02867286989683265,0.12729451770542705,0.39770963141716054,0.2599455660101659,0.2422092634004312,0.06021256981894199,0.11014583951372486,0.034929687734302994
16,0.1316982540928603,0.0,0.34229588335491185,0.4918507797568107,0.2781477707610947,0.11627508191979363,0.0,0.16844415495878323,0.0
17,0.3528718408997833,0.22823304909200184,0.5134750839549667,0.48213576670932135,0.555693637974837,0.17297277213605344,0.0008135431027818273,0.005083703150706726,0.005347119019918379
18,0.008446976475670625,0.08679704700291424,0.11499861936002463,0.03485044403293807,0.026910178304007937,0.4337396092854835,0.046873317163343454,0.2836974189631288,0.004574355955523767
19,0.17923788963434614,0.30322222557579825,0.28664075210902,0.1734011062006959,0.0,0.35810382555586495,0.06208644880144158,0.18886807004269726,0.0
20,0.3470617360872619,0.0,0.1015755362306533,0.028607188940745685,0.0,0.4855965454296019,0.0,0.014681525573347218,0.0
21,0.3799128987377419,0.11824490044012145,0.10941484547866506,0.09562717220640658,0.29056788855427973,0.2799484644995443,0.35647610465794133,0.008688232469157434,0.04808920766656864
22,0.014707021923582787,0.09592040702771382,0.028662684382177468,0.07804249104439633,0.19119676966123514,0.25974276147865466,0.4677016564560143,0.2847685899673506,0.015753120918976325
23,0.08456940686608233,0.2906986631330726,0.4151553857714403,0.23966794573498337,0.1430551593735021,0.43391116266466423,0.18852771523638032,0.39114611675028566,0.11760787331727451
24,0.08394443283591566,0.40341440025791353,0.35868368455983546,0.45799662200633384,0.06857434561964791,0.49004211842695106,0.04334620255898889,0.12654341224640092,0.0342525162509755
25,0.03629560524786829,0.2876853217583582,0.22519785428821373,0.3383473476896477,0.17156642638165673,0.5483077449521296,0.0,0.06021167129630627,0.0
26,0.28131199526658834,0.026865720590203226,0.05532096220266043,0.3305344466677588,0.3686222470590822,0.34801948765639035,0.002381496660304324,0.08040448839062801,0.008567225566471518
27,0.09183172532503085,0.0,0.1114349204736042,0.5364346013704724,0.2223142787982367,0.1563664681762636,0.2567833953853504,0.1289252992134465,0.0
28,0.2877190372562442,0.24163457472657804,0.16017356980703765,0.4997471021309861,0.007947226333562582,0.1068771701944494,0.0024862919959651787,0.2640617864254472,0.017519048235548947
29,0.09490912319513259,0.12374469597128719,0.09106121253715906,0.2491413486191656,0.0964864850005542,0.07618500594786116,0.030773078763275685,0.05618323389206027,0.032654387603093894
30,0.05846813295792377,0.0,0.1481013500292598,0.3811321817302942,0.08760454168614634,0.14032275081839135,0.20523658797371142,0.006052180132914016,0.0077847439302098495
31,0.12694664987731635,0.03150420075159415,0.2588267255621666,0.29680325623576415,0.21285697175772983,0.012211709017926575,0.11847788855324558,0.04366474584608513,0.032429072382428696
32,0.111984606780822,0.22136521154295066,0.24549385527214773,0.0,0.29889878334006253,0.15218529612293386,0.04319782058719854,0.0012387823408281967,0.0
33,0.013805216488847008,0.2510431696158469,0.0849971191577727,0.12928119128597781,0.19052028723559603,0.31989824401409367,0.126051159433697,0.015343812468187406,0.07488876806360074
34,0.2405748482914355,0.05213334238281369,0.2843950695513984,0.16673694324248986,0.09052058982281205,0.6316381876596945,0.2936796449397338,0.011478834981244267,0.26040598999284464
35,0.0,0.062189996854391666,0.3588785704183138,0.2418445733577914,0.08914788636518799,0.02232239519669983,0.02634700177410307,0.06655604910021952,0.23616778913913064
36,0.6033104782926906,0.17197569275401833,0.0,0.33353971183967296,0.46168983680595155,0.3303685644485444,0.11016506058980864,0.2199767521395344,0.34039240862644976
37,0.5854427808902232,0.08552412053569215,0.1462039218569288,0.22243201383192793,0.7050730513052783,0.2795035582906584,0.19462444839821724,0.13160438564414473,0.2051137247133448
38,0.3425349608893276,0.27609599108875543,0.16398944736057652,0.1554560047195212,0.6900362469913429,0.09686894985761661,0.14004668650335797,0.04301334997361071,0.00929918583515507
39,0.36900154493136567,0.12081058735007207,0.09613007239253475,0.26411844488274977,0.5255311367142141,0.18856222023576139,0.02276124202692358,0.0,0.0
40,0.05846196580550444,0.0002720394019077324,0.014067912796126432,0.350362604791025,0.24371613541213744,0.10140047847536435,0.058052425238577246,0.03326956201727233,0.0
41,0.06322199708460838,0.0,0.05396416507756043,0.3813199899484191,0.3650234878394779,0.16530232695580074,0.0,0.08260525036201863,0.0
42,0.005881613939207411,0.16496491340095812,0.07293799969029395,0.07815213286540693,0.09386330986187168,0.35116060748859895,0.07942878966370834,0.06739387160536799,0.004084602419103347
43,0.02010234187127198,0.21697431163323233,0.05920222731826921,0.31865846057449426,0.15478921561834513,0.2134080423884942,0.0,0.0069173254537422645,0.09066976746199228
44,0.11476451909513051,0.06290292115206585,0.22871944235017821,0.1935544381243611,0.3128673666265523,0.39808594949082277,0.1999697647060879,0.1851085426505811,0.05387313857113365
45,0.1375121953342428,8.285443724656005e-05,0.2488032443509696,0.21124776963231384,0.38269335211964833,0.2517082076497314,0.20868843506279114,0.0444692208555668,0.057729026517338196
46,0.25133945771845245,0.25337811363768126,0.010052773951592148,0.19065178056992832,0.24032529452981344,0.23912465086543888,0.0533883020847203,0.02395367328520146,0.10979283493841485
47,0.29255812919215446,0.0022937583197487257,0.22812359147429181,0.44081751275715314,0.3521262077040249,0.3987353089087158,0.0038522724816440674,0.05121495887244968,0.11725118172878066
48,0.18999002978478577,0.24741461048072177,0.18562326662268117,0.30816162939277003,0.27457413933739483,0.23445537219058404,0.13571525545416624,0.030395188029066496,0.0654254088254352
49,0.04003116924659971,0.6145222512600412,0.07891966927515023,0.25533328423679696,0.10198836860316036,0.31289770460700717,0.07027214145407683,0.011004449300120688,0.03061576653813756
50,0.025349988330311206,0.3322587159554459,0.06606621033060747,0.24104062696823944,0.15485437027651688,0.13496229184222402,0.06473365995197229,0.10640432867802287,0.007221024904658762
