,ndev,entrophy,lt,age,ns,nuc,ld,exp,fix,la
0,0.0,0.0,0.04383052952616593,0.0,0.0,0.12244300657068058,0.0,0.07765348218537996,0.0314468786187182,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026684005202714762,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04978155011934484,0.0,0.0
3,0.9846945836707339,0.36904509146954684,0.14361677345044385,0.1947317856267017,0.0,0.48528421427370405,0.0,0.7983176125475137,0.0,0.29834072050726856
4,0.39501695767376976,0.7785106231774773,0.0,0.0,0.0,0.3419888944622214,0.0,0.0,0.7871223886034258,0.0
5,0.0,0.4889051343228584,0.0,0.0,0.0,0.10729976121748741,0.0,0.9935997573073029,1.4590917864395132,0.0
6,0.0,0.0,0.10553024875275552,0.0,0.0,0.44420182681683207,0.0,0.10462358489520114,0.0,0.0
7,0.03268968682677439,0.15444183460327707,0.11024445541989412,0.01974280465111909,0.007248415728202739,0.4436291075446682,0.0005722623813943177,0.19862078468695976,0.22739706982853541,0.0039769187546741915
8,0.6052369823766668,0.5268020705713332,0.5772630748408286,0.0,0.0,0.2047134486260742,0.0,0.17662916045654883,0.6841611764649571,0.0
9,0.24599186265535505,0.3713317315870412,0.3242140990056596,0.04246872193644851,0.0,0.11943954086260498,0.0,0.17935370374368353,0.6867773401073052,0.10348852635467877
10,0.06976655954577438,0.24692955455334364,0.21145689951547922,0.02145847130453891,0.004182887411302549,0.25768040026852473,0.0036858390975420354,0.3477435778202714,0.5313474222642992,0.09772161651343718
11,0.03629970068919418,0.0972787913640218,0.05181180553675686,0.007763832023797988,0.0017348522950559702,0.026487778909521035,0.0001210133750764884,0.34762366890763574,0.3103008668204866,0.0005374971982255241
12,0.0,0.07425923225719137,0.0,0.0,0.0,0.20631785152480533,0.0,0.036102034345779854,0.0,0.0
13,0.04562229017962956,0.15302718016909436,0.36611055217670996,0.014585944754705748,0.0039967982731171975,0.4037356597397452,0.006496474239288288,0.1728362498049413,0.10623022626641022,0.03261531555494408
14,0.8041300977392457,0.6027355593412032,0.04398661458064952,0.0,0.0,0.5240078075003304,0.0,0.11525766415720148,0.5728812544726982,0.16358358724491273
15,0.02306921162290031,0.037973138523196066,0.08149453456923647,0.009188638916667423,0.0071487721170697925,0.5615198004970302,0.00015473100613249826,0.030907768758573945,0.061471982321549254,0.0017142320314902553
16,0.0,0.32954138318433496,0.0,0.0,0.0,0.0,0.0,0.41057743850204453,0.3859333675043566,0.0023832651980905716
17,0.24061921498698954,0.0,0.14861752287627594,0.0,0.0,0.13706174587584344,0.0,0.41745080864958456,0.41252889047380426,0.01810042404677206
18,0.0,0.04143182967670756,0.02323832277980546,0.0,0.0,0.03034350978760157,0.0,0.5978202412497764,0.23788283704575539,0.2343387632547831
19,0.3361343276074075,0.0,0.14841616322679674,0.0,0.0,0.2778509823985702,0.0,0.5906663146398792,0.0,0.0
20,0.2678762770725692,0.04984383221091451,0.36098114671497217,7.323984320463525e-17,7.631964959673911e-17,0.19811026508640164,0.00036591106752436865,0.051460948287198945,0.14503243769324042,0.0031951069604863993
21,0.39029812437755523,0.031624885687255314,0.21268423756081026,0.008988153393686459,0.0,0.07746498977457003,0.0,0.2894537233277477,0.04900881171193571,0.0
22,0.0,0.0,0.1714124328059454,0.0,0.0,0.0,0.0,0.1494030758718699,0.5709158028754793,0.0
23,0.016189743647796517,0.0,0.037771986856970585,0.0,0.0,0.0015670351719087082,0.0,0.004572955989413249,0.0003848574999536911,0.19406448064479856
24,0.23901519003888536,0.11961063197779928,0.093609760279332,0.01763189726252352,0.00900065942508227,0.01607987587668341,0.029723188092567045,0.1663251359820512,0.0817874463490552,0.059418187983195876
25,0.25157665402130264,0.24017149664246584,0.09924301707402981,0.004391521845477056,0.004294878751335503,0.3008526296170813,0.015920743354934597,0.49754423460084146,0.15999150508649912,0.019309611018862062
26,0.0,0.0,0.020752057422237312,0.0,0.0,0.6550086801045936,0.0,0.27543465479061063,0.0,0.0
