,rexp,entrophy,fix,age
0,0.17902319904447908,2.7119499191434264,0.7149133616405308,0.3515030797198991
1,0.04858555822370753,1.3741606497347256,0.29744540710170764,0.2998971312221584
2,0.01270519177819396,0.1625125044646928,0.012513907912403604,0.11500294516933533
3,0.03877527614496808,0.10370274407605552,0.074725990333782,0.1578131833144135
4,0.33517638769971764,2.0336426561578174,0.9413237988741981,0.1162365183863186
5,0.01266370506811608,0.0670375821411403,0.05083304516998048,0.2565615360094972
6,0.24283475167114288,0.23534429260876757,0.4191048158567096,0.5904732491613882
7,0.0,0.0,0.0,0.2056164797070196
8,0.028681646857152094,0.05943336800079711,0.037453641166565556,0.31858660093857827
9,0.2383374320779662,0.508615517181607,0.49767469351499194,0.6729376640941426
10,0.401101901416733,0.40749067163602387,0.39650444304728066,0.6180639519410857
11,0.8927730816881909,0.384480935874382,0.3213346237686552,0.3027704156818901
12,0.7121607404363373,0.29405207929522437,0.4668213441317297,0.3670654884722597
13,0.011765423835812121,0.0181457288489558,0.011419705653028085,0.16123170912649865
14,0.00858087083612309,0.01721785652346556,0.008598226187766168,0.13851137839529137
15,0.589077809070685,0.5134808448866769,0.5186954020226222,0.7400604012261023
16,0.24835173678060682,0.4593910918575095,0.4050772039467749,0.6148805105215003
17,0.19206633990378882,0.5177592117692402,0.40117469844212905,0.40370251755509884
18,0.29983004143186226,0.7297511473014809,0.5206147710433947,0.5657041286387761
19,0.48776047678331397,0.9954477938869872,0.378218777399865,0.4877773296811015
20,0.3169097474131792,0.7795040439977725,0.29663897147645196,0.3228907468403207
21,0.8465715144767584,0.8990851923312903,0.42181274753050996,0.20624826497298235
22,0.32143004199687153,0.7072243207860986,0.30585153316375674,0.3706075981177541
23,0.16618209749444166,0.9436332174092259,0.5201817104336101,0.5983928993418343
24,0.01768082101598961,0.5386754383061477,0.16142994982555486,0.39025762078580756
25,0.11704689725895781,0.8319512841758794,0.24675115112697635,0.2817444048573656
26,0.2088331722397905,1.1031553580373512,0.35408937994586753,0.46495877535205704
27,0.10935477523398529,0.964334692834226,0.20221563717585475,0.40014715206730467
28,0.17689246398791483,1.2174073277390354,0.34567066709262184,0.4085366527447799
29,0.1855344049415169,1.3596881038701139,0.48099820734325965,0.2407410752908117
30,0.20296301134705275,1.248606336867398,0.5533486915029938,0.16248451704197683
31,0.32971054660535976,0.9986442094975431,0.36686956913578067,0.2697780583172371
32,0.27074944763584485,0.914600226269687,0.3414493899974034,0.36843663510900404
33,0.20703226274366368,1.1211043256372029,0.24282679127178988,0.30310273238329777
34,0.20326120674877765,1.0946573444743164,0.05948568426543675,0.1547263348883647
35,0.2728602556005546,1.2215351494363795,0.0760009219955935,0.10009973596238331
36,0.16418241271173434,0.7634734749426176,0.15589353003487497,0.286743841209115
37,0.0933861967817413,0.8235769906757089,0.04940627407802747,0.33171556632172877
38,0.22438912893817983,1.0961870533726008,0.18824539263522144,0.24150884381097734
39,0.26266663839096915,0.9337746585527917,0.36585958930484963,0.1976635085995954
40,0.33802972884446075,0.8262597965185632,0.361345638715825,0.2849282481924638
41,0.5530079589497208,0.8812728555206591,0.2871924757214072,0.16994657948649125
42,0.23598152815716755,0.8921230146456333,0.1969109016554924,0.3072679561279445
43,0.1923832750058744,0.7557871810331539,0.03283681309455792,0.2540896784633383
44,0.2885183655706774,1.0673242228424964,0.22031378627163606,0.1926971242613912
45,0.23603817004141156,1.0606833739753554,0.40278423446755557,0.20572095879974148
46,0.18738438610799427,0.8464484103055958,0.4730403516597177,0.3184336071726047
47,0.17830137067425403,0.6877787190093532,0.27899840978637397,0.42146769091192265
48,0.3100698944891235,0.6593915721987224,0.2189931399078516,0.1980567357830044
49,0.4792031496684954,0.6876328359384833,0.20245062617614437,0.1562825060204167
50,0.2137535555377386,0.7858313497396894,0.11589097859654704,0.3099878639145333
51,0.20385981887852,1.053984321715372,0.27395138330471663,0.13096504214298701
52,0.12330661670349849,1.027347853674114,0.474452928532494,0.043621038059889844
53,0.024546804480132446,0.9453776561461321,0.25230979374642304,0.13721631395944198
54,0.08493236181401004,0.9841955950094444,0.28018833420823475,0.11126028112330662
