,ndev,entrophy,lt,age,ns,nuc,ld,sexp,nd,exp,fix,la
0,0.0018967445798183395,0.3447884272220244,0.002680000505261857,0.3560355467252309,0.046183619394390446,0.19646368999525535,0.02076221571559931,0.14945397487514414,0.30175245136966206,0.19316378109991592,0.032094898950150885,0.023996559542959477
1,0.050029939418621695,0.4410398521836025,0.05768998555681229,0.35311453974566925,0.11033870020171752,0.3207054590567179,0.019154862888779302,0.136164835480948,0.3126252427025292,0.0578088395424885,0.1310385761895272,0.07868653810855604
2,0.025858961190695,0.34175198651973443,0.060591692286150016,0.4059776199375189,0.1530750876273529,0.4393263741973341,0.0267234676750224,0.16777765757026414,0.1866780156044387,0.12468892237010244,0.1305253381726678,0.08913330515911577
3,0.0,0.0,0.24537488860154974,0.0,0.0,0.11076428481493693,0.0,0.0,0.0,0.2888540511620562,0.0,0.0
4,0.007209452393460814,0.2718510832541758,0.03414311407191598,0.20582568808904622,0.06481478477893725,0.30657892394060987,0.009199861964558576,0.11736614475845483,0.30480382137662193,0.06633816003065046,0.020322228625743562,0.07560836966602164
5,0.13706914296651546,0.01936103439901989,0.17512554379599776,0.0047356457764045875,0.08104202444282743,0.576490859311971,0.0,0.08305020588439818,0.1300361596286421,0.09929147340586325,0.2167449591704205,0.22038839583205908
6,0.24412046099519746,0.0032085575880961563,0.3038733248463021,0.06670230446674344,0.02186643450969932,0.2829869354682931,0.007009350527218247,0.1733441055562269,0.12399985013627365,0.5888536192762217,0.08224411131224416,0.034099232318200695
7,0.003939398944295372,0.2452482191740751,0.01718803770331211,0.23186220826665466,0.005624410146327133,0.23968277533766008,0.026292619691054286,0.0006877613339465005,0.35604008935273296,0.31313530131976886,0.05413240381703903,0.076803508048832
8,0.056231438029493576,0.03618728498414474,0.22399178995173566,0.13732155789874514,0.0015429551447144207,0.3211536391053581,0.018005682936383948,0.13874348616705512,0.15080333471960353,0.4757109819694252,0.08409619420470278,0.003714608308007069
9,0.26780595120106,0.17861926540494052,0.14259479301427072,0.19912538648854403,0.21151134380527742,0.4277935627575812,0.01024316415390272,0.06680407357952417,0.38866261731058654,0.20285382731151383,0.36974433429943737,0.018221105981564855
10,0.149765246017858,0.26184576332046644,0.36125277388662513,0.28356680697968656,0.19597217915235043,0.2667553616808863,0.005501530436633139,0.0344830928483287,0.3566830283868711,0.10806140105919303,0.08421445933193576,0.017507386053323512
11,0.13183109438267707,0.2927878451898203,0.2441237604089431,0.3492974241598409,0.05253209220052341,0.35782250179793607,0.023805642182966692,0.05075088015335685,0.2298939611772557,0.30212477389907827,0.012252495666319349,0.19898555606962987
12,0.09962575433672535,0.2317849157418193,0.020398277569703114,0.3662311840157942,0.0,0.3067790981820856,0.0,0.05360818285072146,0.24481650615700662,0.4277939125899909,0.10942960648487243,0.08821318949814379
13,0.12287952523482105,0.2057836667592694,0.05585061762591281,0.3646286144287439,0.0050130169675072864,0.2649845738695737,0.036687667036463235,0.11962588460049241,0.22260620239640372,0.3477707069869942,0.2156928564963843,0.08963142169199627
14,0.0307588637766615,0.0,0.06338901485794403,0.2269678702492328,0.0,0.21689649235472114,0.0,0.14087266909620008,0.11052589475082503,0.3957262899787403,0.21882600371953176,0.006762035977817724
15,0.04704596166997855,0.2503075330983387,0.26855148169383736,0.28922528209332843,0.0,0.32258968734618554,0.005252255991507324,0.14873904633547821,0.20259097324143244,0.37224099734544475,0.4117884432954554,0.04392937268829805
16,0.055319198984173625,0.09648069789423125,0.05365979648746611,0.21890547611956668,0.014618567888476463,0.25149077939210396,0.021390081243321948,0.1790273338140985,0.2335748680805586,0.28458626937886067,0.38360104846302334,0.03872817685431574
17,0.059446926348932706,0.14522494414451378,0.0653154105883631,0.3605568410570148,0.006715766168830262,0.26129425965451253,0.006642761199031693,0.10848431281917151,0.2001172040441609,0.05136382260561477,0.19649233105378122,0.031001028273200778
18,0.08453387296287179,0.027071791641700853,0.10322154859985494,0.3878227413194549,0.0,0.22617659176989427,0.0,0.1310426736371056,0.1354397398827812,0.06356971713562728,0.2333971771258252,0.010160703429704192
19,0.10475699023117911,0.10488454794770334,0.04130025326118858,0.19929743899629562,0.028825659350411457,0.0966999575112352,0.0017642044109543308,0.018557884519659455,0.13530667855129147,0.2081448333956057,0.0906624195975068,0.006005791995161134
20,0.1150549138745962,0.0966243563826769,0.0640552766964409,0.3462987492473475,0.012253523943737714,0.10347959250382092,0.014146593354267871,0.0036917723568929872,0.10138383182936733,0.050424970486523966,0.14423784121948846,0.06751668071233749
21,0.0256369213186642,0.22131001767633787,0.021250649119113642,0.3079785541846827,0.0,0.12110603312645588,0.006438927074179313,0.07126178297605505,0.275008355659167,0.09495823419966819,0.21078846950533198,0.043594694379667905
22,0.07517941464878905,0.10175869984926646,0.050758090279923916,0.19512426002782285,0.0008196449410302154,0.19224315860768496,0.006941325122858067,0.08300037247368587,0.2692912131182065,0.08080187367052728,0.2295354783716728,0.016144067673215967
23,0.005364485559446855,0.0,0.006699626405233011,0.2306911234837499,0.0,0.34664433258136157,0.004546833174918792,0.11066483588447901,0.1928319515532652,0.19987048814119343,0.16520164232123763,0.018718341048773592
24,0.005866603168714421,0.0,0.0,0.21125752382908708,0.0,0.24665473321543532,0.0010823549654346296,0.07786922941658796,0.19269871427434632,0.16865299513433787,0.15050424396619375,0.035729329898586196
25,0.07331331755460263,0.0,0.004733561607380688,0.2501502448765702,0.028252803607486665,0.0816028109876126,0.008096692378670013,0.02422940368330269,0.26036865873659615,0.21868767199334657,0.17344795864623103,0.02781333057320145
26,0.022001302825725072,0.23716637386868517,0.0023454552090905424,0.15017463998789654,0.03057224861153688,0.016990245700461083,0.015325770293226102,0.09709167724028471,0.2239687513080909,0.32875835811718734,0.6223395874301079,0.15578324040584587
27,0.014535181252331657,0.00491425848510785,0.13378249605228085,0.0030588918222280337,0.0005092602136108592,0.20827080010737636,1.1560419083738886e-05,0.11703842916547715,0.00401521769924967,0.2730787747106164,0.011711778890112002,9.829948995322366e-05
28,0.0,0.0,0.0722987985058513,0.0,0.0,0.0,0.0,0.0,0.0,0.36116603744130094,0.0,0.0
29,0.04579200250861203,0.06381995612500177,0.012984998329456078,0.19526586075728958,0.0019402940377503408,0.07321215122539086,0.0,0.1843538649229418,0.19428912463700648,0.47988115642640095,0.18732951755195212,0.011648053086976057
