,ndev,entrophy,lt,age,ns,nuc,ld,nd,exp,fix,la
0,0.44434412559840847,0.23653043920700167,0.12439332446308257,0.2260605039178022,0.01709701675462908,0.2483815544675117,0.0048888192806662645,0.4874270952379391,0.16447156773047877,0.12642216037647339,0.07991741599316574
1,0.37728186553986803,0.07104589126177008,0.6297330702738925,0.00014072785593325428,0.03261899116630739,0.4773378536502253,0.06316171946078049,0.4104644388295988,0.42171588520759473,0.4007501972332681,0.1356930599039535
2,0.10215263094672279,0.1431488826753275,0.18152765052795236,0.13125978341455127,0.028341452096826893,0.054933042974320584,0.11316412196035727,0.15465200712305285,0.12983692808924147,0.003542808064899969,0.09764797667839209
3,0.10922615420071595,0.31332879300102867,0.12211388296097071,0.013984064286536693,0.04070490615620323,0.00421228100203733,0.06921579226563564,0.1524705905706759,0.03525936949085627,0.1221233794200104,0.11267532968015102
4,0.18918947708501146,0.3762180436170932,0.23338364064556108,0.02419325122960684,0.027791633226675796,0.03138790544651491,0.12061260059607257,0.003041542427444034,0.03435024606829166,0.1741735435747804,0.08250289775087018
5,0.0,0.18879984908018932,0.5059792621635606,0.12924279165444244,0.012943585698068633,0.07862863200075963,0.12944138620435688,0.0,0.05018434861841263,0.17640636629357315,0.0
6,0.013950962555805585,0.032297236499338675,0.545736887473564,0.12615843948885777,0.08226857665026503,0.04142568781209534,0.1806020614963575,0.18524610895789453,0.18330198216553859,0.035141710944871694,0.0871969267130659
7,0.013814084672529748,0.005276629983288724,0.2911631643010151,0.0,0.06364970946725511,0.06938613024459413,0.060739809429066434,0.23456755199998344,0.15797870222293794,0.2953487611908774,0.04580634959057615
8,0.08071497234558148,0.015943390940998906,0.30111618565331266,0.03112254636853816,0.08772918779558288,0.012318093599885298,0.08149014724573435,0.24049706717581557,0.022196014355161955,0.5678656335068077,0.09678315383029484
9,0.09938182513106382,0.008391759505870271,0.45020346419207974,0.08120447131992148,0.032699142629767856,0.04992807640107202,0.07528842078038182,0.25590762871293593,0.029295033849150564,0.5426591088987138,0.10916272437787497
10,0.1541261417843207,0.040898829943307194,0.416384169382941,0.16180273505086332,0.0011954117437791207,0.12201926117259637,0.014451374130800826,0.1431791779556645,0.07249275754054836,0.23195577089053912,0.05113794155303215
11,0.1313912984672382,0.04957767422995223,0.5137535378485693,0.22280741436082346,0.007015822373015391,0.09715103354456914,0.02336185160757169,0.11580269060476964,0.023916029639367394,0.2089316657163854,0.1092848281375036
12,0.19897746867253288,0.06118815191135092,0.4839393668573556,0.18815370608416457,0.0014953898266914466,0.018171353015748123,0.04685524301301109,0.11878927964349385,0.04036780834003158,0.21783437297373637,0.11912422807725032
13,0.11146112286624256,0.09369123489325866,0.5215562288024043,0.013752697350207548,0.0,0.0325769188573894,0.009457307773583865,0.026902798191052717,0.08515995774529664,0.19961275977621296,0.13339340648978149
14,0.09475508467718342,0.27286160339394666,0.26917900392954686,0.07665524469952521,0.005899069275645133,0.2182678255706877,0.026284099792019153,0.06233351110517625,0.30459391422027626,0.2044706555573905,0.06728562127399552
15,0.14749426712199076,0.17206704870192646,0.2531901647274651,0.2462129286325069,0.03457145845147987,0.21146640397714805,0.12643765880267496,0.2196540641375635,0.11221829159467037,0.42684708456622666,0.0
16,0.25734316492274123,0.01660756358709819,0.24504387223666543,0.09455454707050465,0.004760368738589805,0.20160801212394944,0.04258974854704451,0.15069262517399803,0.1802183837618663,0.4397456092682892,0.04121868777765428
17,0.23246104739621645,0.20545437633653385,0.1838995746176274,0.09155289630344958,0.016344610047583683,0.04431844437092627,0.025063943996367948,0.1953264433981554,0.09377089942147503,0.6398300564761754,0.04416538910684452
18,0.21284689909336305,0.11401093830955447,0.15332427513591804,0.12991848330901282,0.00827687314751788,0.02880418827507402,0.02856390130757886,0.4490466546046966,0.06309297619176771,0.5926982714795616,0.045976959203907125
19,0.115465887845296,0.019816363506014973,0.336825360170983,0.1125363496813407,0.007774922860655978,0.010954152706981224,0.04957274859376975,0.40277556439794115,0.04365915289073457,0.41663334946056907,0.12350268834178287
20,0.1335952518853003,0.0951502274835117,0.37246692146076665,0.024415957625246565,0.0050811250213981755,0.05935849135481744,0.05020557385219315,0.35843676655418993,0.0521649438246633,0.3554279022704893,0.11761635212670536
21,0.20656509842910334,0.18274900156489055,0.3107105622835554,0.05501138594929173,0.033847238148725554,0.0700247583611567,0.0986289645485609,0.2571843599058416,0.06326583748287642,0.29278433931648973,0.11751304356417339
22,0.17941838901430512,0.09935954621828592,0.1554283311264907,0.048935505978051706,0.04142826409011858,0.04281501621644855,0.049701359033745944,0.1605172264275334,0.07672084575141472,0.2190585008657227,0.12304849775989274
23,0.175328690737922,0.11979204868403359,0.22947938430109813,0.1285440331253003,0.05101408327757599,0.14223003644862042,0.06941270477493935,0.11094147942551069,0.0833565935598629,0.4015378797221396,0.034944750135836734
24,0.3132095297202295,0.08796032251717609,0.42461178063801286,0.04505488105791634,0.014628455694060086,0.05462184388487202,0.08541665568309834,0.4046029962073692,0.039632368565926786,0.39231589105084047,0.023997727622929066
25,0.06183517364382252,0.07280057019577123,0.46119149570737866,0.0003710590451234025,0.05570375621081781,0.08534681368316023,0.04442998606253378,0.33409144632454946,0.19437670639237914,0.28395904443563913,0.04059458363257184
26,0.1690753359307935,0.12258594767331057,0.428307215179618,0.0836385796601925,0.0,0.03180136529088366,0.024099305822934684,0.2632482562060386,0.2990006637307216,0.3264244819416553,0.09812848248601694
27,0.16306254116522467,0.006307943446609298,0.4048307180151891,0.1288997362776552,0.022765054316954456,0.14092604340730933,0.05220129352408927,0.33692587170897814,0.04214089666354531,0.4713046076159012,0.1220416622891632
28,0.43271871740558493,0.02774846314452049,0.6141117174466685,0.11899388183854347,0.03657945103177464,0.0035699051197565553,0.10873471907781483,0.30296614144376505,0.11821464219104633,0.5531831774649871,0.03330446008713206
29,0.40050901784372234,0.09180362202298777,0.441493169065301,0.10992382386514815,0.009039801589854771,0.023118429050148367,0.11548938567015453,0.23230808084414137,0.04896887956829346,0.5676818234183655,0.04598783651286404
30,0.057510579529441753,0.08417254142728231,0.30363273614780656,0.12552512174533373,0.014154854353958876,0.05598771696371608,0.12384804165566339,0.18670033798533378,0.03214611533211258,0.48383244091224575,0.023593567356487592
31,0.02486944276095796,0.0,0.3418817436857779,0.1445593410484592,0.022044340913250183,0.006225544749261331,0.18057323228934755,0.14074792885059634,0.05339586646958709,0.6230141353378583,0.012270758037775331
32,0.059975022167182666,0.07771149423354805,0.3026016807457968,0.06006376482051657,0.04122259793014504,0.06309410042639443,0.15249421830596338,0.19749699991505207,0.11294304585355384,0.6164830478699227,0.0058558958353797375
33,0.04652638001158641,0.13843017416671793,0.18929304977319386,0.07979484706652107,0.03084283734176828,0.040587541117437544,0.06943251933687901,0.20248244989013892,0.02441219814808777,0.4520947227198585,0.05492862958374496
34,0.04700087859577926,0.09784875950011805,0.21940566294556252,0.13740833982355585,0.01989029392337248,0.004098846600968873,0.054186276665363006,0.21131280471636124,0.062066924225055255,0.4210846456862097,0.09057680486853509
35,0.14624808645922485,0.12257279788032263,0.3820149363665201,0.09962377154488655,0.009867284393165318,0.019768223389180096,0.08317697598416803,0.23549234602474642,0.09058517191645993,0.3786231184887824,0.10048875763407078
36,0.19945703945299675,0.14889774675623138,0.3864427802394848,0.008977400600494546,0.00430976489288468,0.06671333396465233,0.09146264892845088,0.17148412220240924,0.06088282299967796,0.3015746577316938,0.1308113542212292
37,0.14249026831361045,0.09603034466105484,0.4138552055526883,0.03670657066055558,0.0,0.2013985067097862,0.0478499263889935,0.07219400308154351,0.0446607359986855,0.2130185974223195,0.1700142082605379
38,0.20289319021569271,0.10735113774338133,0.03951043238899446,0.21650045327954628,0.04432578825835072,0.23647278110568548,0.15632254242028776,0.34095772165372373,0.04112573003786338,0.4940245053402032,0.0
39,0.07083643313667042,0.08996419728375735,0.11094846617758732,0.18746759391579706,0.0,0.07139957141783747,0.16673527956703355,0.3624066081980464,0.02928971722273406,0.6253844197538722,0.0
40,0.08054060281986036,0.020724970343904484,0.346197478334959,0.23379240196054416,0.0,0.04830942341152294,0.19027765652410192,0.45785377462020344,0.06210979489307117,0.7735125602792361,0.0
41,0.16960894446756386,0.02683832196741927,0.3223131210792618,0.13040996545760852,0.009051818110475913,0.02778888436606357,0.0939916313705013,0.5161385985782622,0.07783816815324776,0.7779035760431199,0.060164234530120465
42,0.06418150674055263,0.11905143430493279,0.2105735223092968,0.18641057849996917,0.03501695959202176,0.03416253459843281,0.04533918868642921,0.217155232635246,0.03470558852124414,0.7351505259829768,0.024595266429946444
43,0.005255266918530206,0.0,0.12711613469176863,0.21915814130519032,0.007939885569615326,0.06853589252374397,0.07780249835242413,0.3175744877760096,0.12084823361951683,0.6770437367121731,0.016447389695562708
44,0.04723442675269655,0.028294125282043267,0.17646050098217322,0.1519043529717769,0.006963217673490717,0.030069090413709164,0.0045445418615236675,0.16309006697237785,0.028429278776962837,0.5765465118727935,0.09573155215386796
45,0.03702475536050523,0.006774337693071827,0.2506278597486876,0.19700311891491928,0.0038336587572599824,0.0017130189156186705,0.024790248000014958,0.1361995972139509,0.008372643916964819,0.5490667000309812,0.15147544431264054
46,0.10804282224220396,0.07159375855384191,0.2521436318433476,0.19535996661755375,0.00046154582609277486,0.0034475241302888674,0.0,0.20019572477574793,0.013060077161573175,0.5639012904151405,0.1861920247850528
47,0.17009850789011918,0.11025394159152295,0.3174694688804007,0.15339982519317713,0.007283206194425417,0.05670100196801432,0.02763370407806829,0.2485898296046677,0.08807286377272312,0.5520711169963006,0.1945491954149229
48,0.18889772172278238,0.07704031082151004,0.18250199037620715,0.059181044482196896,0.03174646210980029,0.033452880617633865,0.0,0.1640043990659712,0.12657101579312285,0.42152643140644147,0.09970705372417875
49,0.2609733835881401,0.2266436557292996,0.4173841452498533,0.14550857443357357,0.021756917288464375,0.11862087356441281,0.030215278362750203,0.037238563594883575,0.1305172534276739,0.421179532896018,0.0817381700098933
