,ndev,nuc,lt,age,ns,ld,sexp,nd,fix,rexp,la
0,0.010494179759526481,0.9287173557222593,0.4830912204988149,0.039754745018490203,0.11292068855945325,0.022462732176649083,0.2460332356970428,0.16703786607915033,0.008332425590805591,0.05487974674910018,0.8145803101410173
1,0.22016783897002712,0.5432101493967992,0.029455483456929422,0.15985301118330209,0.0,0.12898465683421445,0.2973266266792826,0.17341612627692926,0.21427713696791126,0.11536527573330826,0.9314638356550485
2,0.13657483744986784,0.9997158716385453,0.14540146903334167,0.21736473441001944,0.09531610632683006,0.06643332582784066,0.34430915740097034,0.4831611218842385,0.3676643278271843,0.0,1.4354401735368778
3,0.16060909632211776,0.2582498941662134,0.30146457118894954,0.12736881272876396,0.15721080530059078,0.14879479260757608,0.08680705437829707,0.4063160792841296,0.009720827531619123,0.08682295159523244,0.8816118176351044
4,0.05663598937903507,0.0,0.14853802796166313,0.002517788887513461,0.0,0.06298206721107073,0.06634407405746752,0.0,0.0,0.12444348501216602,0.736567434643238
5,0.06476240553077403,0.15119912399019028,0.0,0.22296142121697568,0.19955438115792082,0.036553000361647534,0.013559353432514026,0.4194994866550043,0.24979499630930682,0.027833054405605084,1.1394434098122452
6,0.16535344158930204,0.4664379821262469,0.3687990956327703,0.20915075760754417,0.12674773322894325,0.1181890564579314,0.015939520933439744,0.2958444026505655,0.3225043905709817,0.10309905664229622,1.330517911569598
7,0.08778984590492037,0.13572956434727285,0.11282384783611862,0.16155458562000816,0.1487478145216796,0.09066837079778657,0.058281973150746264,0.17684954963526628,0.3202816611146651,0.08009704575822792,1.0686393245753034
8,0.12210985116958369,0.22795956264581363,0.07734431037608702,0.42057798031415405,0.14070916827765245,0.03863211457466763,0.08890663897799982,0.42824385443026347,0.2716506726367394,0.028033380933072127,0.9511054655983106
9,0.11860828816523737,0.028874050173350974,0.006098083812964455,0.4995734089706328,0.0,0.026172297181418794,0.18528854034171394,0.13914330070916983,0.2167001106674766,0.06520382418899265,0.7866288177561099
10,0.0,0.26132985172278056,0.12312196081156225,0.10089381408456066,0.0,0.0,0.17633619707105042,0.0,0.3325057496012661,0.03182936651389138,0.7325821579972981
11,0.0,0.04126514747100176,0.04804992757697017,0.0,0.0,0.0,0.05227665639911793,0.0,0.0,0.0844338403535221,0.6047587442242355
12,0.036972054204134165,0.1575121984832385,0.19194236572284157,0.18956227674242676,0.19159432901094886,0.08944215066394892,0.3889155344905671,0.0019720071465764806,0.10786027498225845,0.027921095596808693,1.2324697964471671
13,0.09619010375224096,0.27799107920620864,0.24166560854127897,0.1308040818581424,0.08563313619508196,0.3002795851720252,0.28225214765105655,0.0817098947115815,0.19982034499084214,0.00526075005886464,1.2983067726810391
14,0.07671592903503234,0.08190296784664781,0.005959634920380893,0.03251786775189378,0.10834133770502619,0.433646378310582,0.13771421746439913,0.1374808970320423,0.26121768004292223,0.020219355882832697,1.2246308984392102
15,0.04888413926502977,0.008132180314514419,0.0892885931129642,0.0,0.0,0.29536031371726124,0.0030735958860123496,0.0,0.25452212627473103,0.052906190476854034,0.8726772845164837
16,0.28851129155010813,0.14732463702770324,0.19415121633939417,0.17274965527230893,0.045822517920489365,0.2972851780618865,0.24631439725639287,0.16377440108615596,0.2849777734097655,0.1681028951803122,0.9784817449439215
17,0.205478314943268,0.22248473997621604,0.12464293493719576,0.23317011715416397,0.12465764004967256,0.2506561388537381,0.045635326432377415,0.006926508170119581,0.1512111054777778,0.022494069047955194,0.7668027503450331
18,0.011566019044242645,0.3502347227175677,0.11028705065234445,0.2385510593016774,0.1963192169568307,0.22337346862683186,0.31663870493383406,0.16999141310025034,0.0,0.05650264900591031,1.3223114791506672
19,0.033253787144771674,0.032225234916607566,0.06864797612977268,0.02789678596972758,0.07725068883349476,0.2434300909608468,0.15054795789861583,0.05622733349649619,0.05570514129012532,0.046753068621473985,1.338033921358056
20,0.1102602854371659,0.1518229058985072,0.08783499272835553,0.005675895339004031,0.0631273010445233,0.210439380311109,0.0375122907579619,0.1281920318621974,0.148879068907014,0.050819340177997156,1.1959733396658931
21,0.1974804088813875,0.5760612853285505,0.5555351580918576,0.0059199490857625445,0.18385403013340973,0.14729751270931155,0.17115381960046844,0.39186472996698,0.1180334539221021,0.3197719597460633,1.2629273373890657
22,0.044245101103562855,0.14437152016847135,0.10739044509758731,0.27420161387408126,0.0,0.024100641325828225,0.13102225044090735,0.0,0.29875411876474994,0.41284409945397643,0.9964798413926935
23,0.1044291006030016,0.20620903783121367,0.0,0.30882180871737963,0.0,0.0,0.20303568403111377,0.0707954818770006,0.02502232810123558,0.044229996193003884,0.9839308216890644
24,0.30341230434127414,0.29151029131920697,0.3440493575762443,0.31394861302076343,0.1430442827292475,0.09843845254978137,0.31207120142691225,0.1197919020871218,0.06724505693248595,0.044887439470496136,1.3635469202987012
25,0.18762111206423535,0.42618242584809324,0.4494262638509476,0.22185371531475379,0.25440243126936146,0.08986962019697221,0.1790961293755544,0.21174305354234496,0.10430727970765379,0.013674535355819872,1.238987491927107
26,0.33203032903346175,0.49079271614787845,0.4838036454268131,0.20534340678902796,0.16928793966989955,0.0737607286680572,0.008612924649547197,0.19809199585662904,0.1686380202095676,0.0528003746149189,1.1674032291514056
27,0.4928209719299591,0.22982408027938567,0.4990982141631283,0.1306674369909696,0.08083004581139291,0.04088545260644879,0.02787765018358637,0.2982937221126009,0.2229524006933412,0.017014928740019367,1.100394698472348
28,0.279446208713264,0.005081610193445881,0.31544275831611523,0.041514715856403414,0.14516759936273077,0.08311358695519834,0.1274696231102957,0.05115153221125716,0.12031749736265258,0.20702335292794302,0.946059963409657
29,0.11547296794212791,0.0,0.06740798091482988,0.006674785800768119,0.17630242275202684,0.49903355207418454,0.08150476685019356,0.20164260522966707,0.0,0.17944959022913146,0.9938811387198969
30,0.13996802952704238,0.4696584135871939,0.2496537057318645,0.3506532907741946,0.07650365866470057,0.25571088435649203,0.05338773431421042,0.04847253186544107,0.1873228512179995,0.0897804620352482,1.2108605210688312
31,0.20452544570052497,0.3828898427427372,0.2954719960629416,0.2109602036643879,0.037860179934231956,0.030942702851235366,0.007211911501391738,0.07779836258343813,0.22196475771731802,0.033640808747929164,1.0334881677095198
32,0.1764177511318044,0.2454142300735853,0.38604786277851605,0.1730979488240431,0.0,0.105200351249013,0.04005883182548122,0.2608459813912117,0.2270264775809351,0.13791222554633928,0.9479271065902926
33,0.13179642125009863,0.15181745989627446,0.22118475285603187,0.15672874613898374,0.07763470823788644,0.11807684010458593,0.13199174646031486,0.3217676294466813,0.0,0.1336350911509851,1.025147622334447
34,0.036880347022623695,0.32501798079294986,0.11584037249378441,0.2470896315974502,0.08711881317127222,0.08204902417497636,0.19647781281921528,0.48178646270096664,0.0017897819948462183,0.42528370269914556,1.102585852661425
35,0.2195685686367675,0.704114601823065,0.43513798014618565,0.09999045677647052,0.07881684902739997,0.011521564966549743,0.1759196878975771,0.4829143128670479,0.06814174947330874,0.03263954797628092,1.2877041553216566
