,entrophy,lt,age,ld,fix,rexp
0,0.0,0.0,0.0,0.44405325572294374,0.0,0.0
1,0.3366993928388219,0.7499872212081224,0.13108178340107554,0.4409321790066738,0.011890964083342007,0.1669886283034605
2,0.11109199196652195,0.05644566106997681,0.01924831442283873,0.5564927152129784,0.03268122174049373,0.001983680051063586
3,0.051857609506050804,0.16841803368816233,0.024494565185764997,0.2476478395558585,0.04607972205589569,0.14705406750910419
4,0.1891986865724583,0.48244227283805297,0.019247418525570843,0.36438811233481394,0.07121721743541456,0.1200898505570012
5,0.31908186814953104,0.4633261475608717,0.022553122204393056,0.4243519471482578,0.10586755757394825,0.14536484487724444
6,0.6497936218013171,0.5765688263096687,0.04614695477628722,0.19193047959063195,0.12842992997923083,0.1592947643631597
7,0.7564599509686746,0.5367270605915719,0.05451856911679557,0.2828845318269955,0.04375656029350842,0.08330912631306814
8,0.48380720504310887,0.5088976123067099,0.013323996909700521,0.442375703271505,0.07129648485734165,0.09046464563679422
9,0.5976188861448423,0.6540963449169668,0.028317496012048488,0.28472476385644807,0.07398865196176238,0.05944446334873067
10,0.453960148439161,0.5056159310711782,0.019111669391365424,0.2050586179857783,0.009886533525479637,0.05145224626822786
11,0.2620659333524863,0.9159012279516254,0.14375817119698506,0.37326891206226276,0.035537954296009,0.03679466402760184
12,0.18025987475335342,1.140763878430784,0.0,0.1758189761889276,0.0,0.0
13,1.0022222386822057,1.575060274034533,0.16707621093048786,0.14500775987727033,0.33690005629899406,0.2187548922131603
14,0.11538144182377169,0.7763136677416721,0.07612648456836395,0.07228242957083704,0.017464018337944903,0.05710741809561821
15,0.2987942577378238,0.7698380165557344,0.0008830709772169304,0.059478385857676425,0.0828519315535892,0.004015712236790843
16,0.2906386190139608,0.8761948423653366,0.06680870822390926,0.2903250576352726,0.07962931653473926,0.018984219304251263
17,0.29251218991133127,0.9783730547004251,0.018060440634503166,0.22975641827591758,0.06485967804504673,0.0027503103253450354
18,0.17806691295730717,0.7570222611551205,0.007252669289042346,0.05761205245611291,0.04015554122197062,0.012976522981276968
19,0.11081695171441562,1.2046424906488813,0.0,0.0,0.0,0.0
20,0.15512745279157772,1.025746848746516,0.032617244543245806,0.13204177735725547,0.09203243977200905,0.04861873935718048
21,0.49029443732925504,1.1203488223526925,0.005890998216473555,0.12411736321345651,0.0,0.009928992297529686
22,1.147729562762722,1.0915101081487508,0.004380240620978627,0.39896623726597497,0.1202677086059244,0.13275683417977527
23,0.8804792092698737,0.8227055835204464,0.03345068383460904,0.04463425074300589,0.046049840609118715,0.04478385607189123
24,1.01189620990619,0.7666801358387593,0.019236219237539515,0.01879544230587204,0.03713329843221708,0.08737344523906017
25,0.12403568381883932,0.5311490257219983,0.04211068382141915,0.07009184976608054,0.019618581923046323,0.0019270335795323024
26,0.017354055082971043,0.28373150201683567,0.01926887168251009,0.034345193629623565,0.006332423068170345,0.00103074389521606
27,0.036278508187517815,0.34624863748609314,0.06505256958379012,0.10508566713592114,0.010677386535062507,0.011319267859376257
28,0.04320311473619219,0.25481948448902886,0.12142840796686633,0.14073977249272823,0.007669402613782697,0.02228600683359223
