,ndev,lt,age,ns,nuc,ld,sexp,exp,fix,rexp,la
0,0.035926009051098225,0.7640746107906183,0.4105767571377418,0.018257685838220888,0.45064541513577006,0.09864547679006988,0.47489596743751344,0.632319826460112,0.0,0.39947676706046736,0.013032577569315517
1,0.010880551633250664,0.02399177405609676,0.03886393402995605,0.24059750985844952,0.10356977838229141,0.1496756517836196,0.03154731968401661,0.1284769950402213,0.02296077925987367,0.33165695934615114,1.0744904068643832
2,0.0,0.10541039351234811,0.2053493124596892,0.16953023572735743,0.29773529059676473,0.2375411214172323,0.6742376916332181,0.13102666008902453,0.1958600690194319,0.43075139768614434,1.2515589871011008
3,0.0,0.028299389809260396,0.0,0.0,0.0,0.0,0.4139762833733699,1.0394405768840194,0.0,0.14015471057327483,0.9955010592316667
4,0.06526805015303742,0.15794202478459762,0.27122016749014044,0.1836002278753749,0.19712672486357194,0.005291218229229217,0.7111746310462522,1.2528580514038545,0.04252234765773536,0.014959112886814225,1.9717733370598713
5,0.42485424397855703,0.13823971225620402,0.011443384862348343,0.07131000346772971,0.09497807946240176,0.5344628782612918,0.481659268929178,0.3244346811616002,0.031055220494565727,0.033827305721722226,1.5526381313898112
6,0.042779841390386306,0.3890996367236659,0.3876140370268065,0.508817166205647,0.22595318938706271,0.24923339086640717,0.0641007296537596,0.3972509916790918,0.10410387803537986,0.09379148593624406,1.933092376819701
7,0.0,0.3313014971400617,0.5161726043019362,0.06875151831760229,0.13753713225088146,0.32608413653292456,0.9200460699542702,0.2794408027231752,0.1858950154645711,0.16035343445341171,2.4562719225371623
8,0.16224854273140032,0.44022205758477356,0.33594764840773184,0.032616483109258014,0.9494765939561963,0.4738261546709797,6.377255729484215e-05,0.23124303964045886,0.0,0.0,0.9800159001455387
9,0.15920306424982245,0.27264238163820825,0.13621985396691613,0.06127502029535932,0.22268744842053695,0.24374891076459282,0.13355272652962769,0.1794051334734115,0.0,0.13332983526974748,0.9067261865741632
10,0.0,0.14275408262169773,0.15947583725971887,0.0,0.03946331754085605,0.0,0.004568775215517438,0.4479146135991496,0.0,0.0,0.719876596205156
11,0.0,0.0,0.0,0.0,0.08916967726162117,0.0020078083145151065,0.16961823616720476,0.635152514496545,0.0,0.0,0.7217353656572215
12,0.183750936762437,0.008423153108376972,0.07910627426174063,0.0,0.05706992786671656,0.07172176491080566,0.09893180206292233,0.4894503748089853,0.021802141167903567,0.15949691421328102,1.1025074264593107
13,0.16344657894170567,0.3686113089024068,0.013352529361342323,0.14008994451566958,0.06325849134043622,0.5463894004435138,0.44560420231904463,0.42751866602428334,0.0,0.005450724200340512,0.654783787632297
14,0.0,0.17821656269055533,0.3111730563078501,0.12959448176069696,0.13804629909911537,0.5814097627931796,1.1879782210306844,1.732748010687583,0.0,0.05767315051976959,2.0229837994964264
15,0.0,0.6564442041470062,0.41626590080423176,0.17371060188519036,0.0,0.1299177731062064,0.7648403318611248,0.9568635777743242,0.0,0.0,0.8145738537757587
16,0.42330383712190817,1.2284896917070929,0.39968479774669396,0.39267922551582995,0.20841459818463198,0.0,0.49256302421026277,0.19297321300628534,0.0,0.0,0.44517376410557324
17,0.0,0.7274579037069698,0.2135280449426758,0.2710239688693465,0.031098488794602593,0.1812545925194652,0.10197152317693223,0.17394857766906388,0.0,0.0,0.3968658782819515
18,0.11118212849756183,0.22207937424417434,0.17662955556551546,0.21079903310834583,0.34761004499038944,0.046651560058488445,0.5234278531637707,0.2270130029654828,0.012857938674797786,0.09694759358540916,1.0759435079890094
19,0.0,0.0,0.014801163977376654,0.0,0.0,0.0,0.38127735664913265,0.5356325917909295,0.0,0.0,0.5181835834185742
20,0.2488327149839693,0.29317546378448356,0.12297118851231043,0.0,0.08054004052534275,0.06070430220662795,1.0245090533695105,0.9635305583640177,0.0,0.3240447220518219,0.8688404992924619
21,0.0,0.24032197812568032,0.3751345147155784,0.0,0.1837634352429994,0.28295939285192107,0.8128062516808577,1.097780897988358,0.0,2.1720220557857393,1.5966039257827243
22,0.352479540827684,0.21051359195100003,0.10420790266215735,0.033188985778696646,0.30840158499952935,0.08634414203657033,1.2252409943551863,1.0725096025962415,0.04082843918090658,0.2068944904385571,0.4630227711482319
23,0.927732010499408,0.566150589908386,0.17023348090472729,0.09239768581174604,0.3399647990015022,0.06375287091157207,1.2672890072332705,1.1463244060973345,0.18098662081834269,0.1188707181718547,0.8337626765431955
24,0.8614519344478984,0.6031856207329056,0.0,0.12090322785730513,0.10539847661071952,0.0,0.95242785473972,0.8574581810356641,0.2747963834489094,0.15289347110661922,1.748655819953538
25,0.2137986747155018,0.1145197035575306,0.0729366732192899,0.11817813343001679,0.01955857297317524,0.4799148060569796,0.019518221403984307,0.20638938225090256,0.008100007938114637,0.10403290293563923,0.6918588441545258
26,0.051216210058892854,0.10810284089535646,0.028435520528443534,0.0,0.0,0.12500171301095056,0.11159592089075804,0.20104134154099776,0.0,0.0,0.5417001353841485
27,0.0018593498914458828,0.06545658730627989,0.016684281990985383,0.0,0.0,0.20597371704323778,0.09773646833686593,0.3252454924327617,0.0,0.0,0.5598098069236642
28,0.0,0.10967803503373633,0.1318676280173452,0.0491320454344828,0.11400680237816832,0.2833352404519643,0.3623691300948104,0.36737365552118195,0.0,0.38300916659074313,0.7210048534107606
29,0.2476675860608527,0.1589261414526121,0.3088370134168862,0.12292546223897106,0.0,0.23439785229561927,0.37547434344466446,0.23322701118075329,0.11404668192148595,0.2713634055324529,1.013430661513207
30,0.22325891323723385,0.02787119842398285,0.14511904176402277,0.03847731276317603,0.15167251082024605,0.06720491178225264,0.18999300375123557,0.1897273127128678,0.1280530620920692,0.11757147677918638,1.2318246423410082
31,0.1413812000570867,0.023032470544933098,0.12254207409471621,0.0511936482333613,0.27779468039750654,0.16697342441508536,0.11279179888428482,0.14150670788840747,0.09294250280123813,0.022177090073417453,1.1185127639359045
32,0.05649718249417561,0.004732701065098738,0.052279367780390947,0.10199676900210809,0.3643522468736114,0.06691534018048584,0.15556499278678446,0.12297421236156864,0.07233036711999286,0.007982063679498585,0.7105387693094937
33,0.03256902041361646,0.2056000777108984,0.1460770560233043,0.07736448933833213,0.2776045311711763,0.025574314940162605,0.23604325450737346,0.2533570421738973,0.09806353572239827,0.162850968789883,0.7880901099175786
34,0.09710619583004515,0.051850941620233286,0.2435373916409462,0.0,0.3463383747848173,0.010309508346848907,0.22021830441616055,0.2390218621179243,0.01731841060510414,0.04318186891740383,0.966647407729119
35,0.6075898817584012,0.09280491342896598,0.20045860602972546,0.05324701002589091,0.466161268063253,0.10437485606777512,0.2613999576381823,0.09410118398644537,0.11059037545064372,0.12375422073233201,1.067640431121924
36,0.09718398123383788,0.08385261972502249,0.30173240150167235,0.07726704058461317,0.013799868047717503,0.11258834414313035,0.19028225264421447,0.233390303655328,0.0,0.04859862131473272,1.0272475879834484
37,0.0,0.04837704058951301,0.039658929985519814,0.0026886902567376087,0.17111042156703438,0.01253316827712603,0.255614411639101,0.2638693647319607,0.0,0.10400555685277557,0.8575020156095912
38,0.0256572446163324,0.0019587729585867253,0.020028453423825136,0.23881622128430366,0.07972770355831914,0.4317599644971313,0.5703999872059222,0.4090641004350951,0.07976874599444109,0.0695835262082879,0.9404596725204326
39,0.9192036894035812,0.21931244529425137,0.41514923357944705,0.6012692922415261,0.31859494404805777,0.9265093071505509,1.0353782298386747,0.7811198731965439,0.04003072529107741,0.14809534424249904,1.0585927860198063
40,0.0,0.0,0.0,0.0,0.0,0.031082926773034904,0.0,0.36152414366024305,0.0,0.0,0.5676277905999726
41,0.21061511572833197,0.15231198625787212,0.2652595026068811,0.2011225348039295,0.30178616867640734,0.12461425456107958,0.45294955932025666,0.6123887511254517,0.03414550540769881,0.04079663834073675,1.623915879776046
42,0.44702858430299963,0.3281108024163498,0.05352623331661226,0.40252641428330427,0.3284193371427663,0.45144235232402374,0.5729102518123501,0.31950894234803895,0.007971887404092201,0.14450673702825556,1.8572550716686664
43,0.1393379229229273,0.299319899186304,0.13581725740317582,0.27180297881089044,0.0,0.10198035918046269,0.641130285664106,0.1722751030574106,0.0,0.10522238600147989,1.416015454285394
44,0.8618059463395792,0.287620450801112,0.14605499662438368,0.3100493146234491,0.06822343425176115,0.17897122526086423,0.9991118769029362,0.039585703977731715,0.17916138584664443,0.03080051962498479,2.0373864418181196
45,0.0,0.024457886411985454,0.020287244768639162,0.0,0.0,0.10669944574843038,0.47561368547633015,0.24466120367864563,0.0,0.0,1.1040823018254735
46,0.1408249383534452,0.21186416486456852,0.33913309127417895,0.26545475326640117,0.06078976025939111,0.0272893166833678,0.49349002710059,0.10098119376576724,0.023009751943557255,0.037451193928156344,1.29688351121154
47,0.0,0.1055645234449121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20814821921561444
48,1.0224971497998279,1.411105530638013,0.07769467089818063,0.013960737549767078,0.45526154242756117,0.005501362243375016,1.7068396490817708,0.6700099845775593,0.07856426425303627,0.1060542636693739,1.2255507727211026
49,0.8325666650811845,0.2143835792286638,0.20950320121307364,0.20592026974825256,0.05706786816239699,0.01796660369101031,0.7005454581198819,0.30747161324738675,0.0334179211959549,0.022560049323351337,1.451753656539862
50,0.5810202031485651,0.5128092391687695,0.09535489385548329,0.023276244583406335,0.5387421549175659,0.09074259551310962,0.21545112742630895,0.6023570281422204,0.015814665803949923,0.037229769040811524,1.1947773792603176
51,0.3058475666173631,0.6415422340239868,0.37194757295199943,0.0,0.0,0.005187029874208615,0.0,1.580912930919059,0.0,0.0,1.402252315352434
52,0.1264563192567095,0.12993991175416064,0.4287815979868054,0.0,0.04912129177604089,0.2964840351508649,0.3074251221363905,0.34062882312510034,0.0,0.0,1.398808073796698
53,0.2757919406537421,0.04096588811174823,0.4906681428178337,0.006775960633852577,0.016685744727936495,0.6783350120323238,0.36993712786016486,0.33738279547652633,0.026419492249326607,0.01292166677756991,1.0011226006411489
54,0.6993354374277562,0.21772482811875,0.6412293632949208,0.011380799093231368,0.12815678678092282,0.5941176077379281,0.8243825807457322,0.07725415055141202,0.0626289120245488,0.047745711792819556,1.515892091078559
55,0.0,0.0,0.09683975412689642,0.0,0.0,0.0,0.0,0.1635828422256998,0.0,0.0,0.989689315349857
56,0.16150790434008272,0.143904912283974,0.2146533219423725,0.002830515268437878,0.14830158246832412,0.23461425460394106,0.3480139582485712,0.09765391162929507,0.015158325799114155,0.031831765988684244,0.5997873648374833
57,0.02049104978373721,0.09680745539082751,0.10126467748929885,0.00675669391563917,0.02702399794028002,0.1092005740526837,0.13993796470735373,0.012615887357482574,0.0008109402248879617,0.010591236349450844,0.32750617658041736
58,0.024278503292650265,0.2987781555010359,0.006856864249201491,0.08011586696521093,0.11004410811207203,0.017763076603288446,0.9227647250633956,0.18321241320977832,0.1021548581719859,0.13372049631059676,1.039001143281053
59,0.0893943058174106,0.0,0.0,0.0,0.0,0.32573736265835507,0.0,0.03670128103382559,0.0,0.0,0.08689608118362398
60,0.18440678869418167,0.0,0.28916228308906106,0.0,0.0,0.15153858943644982,0.0,0.0,0.0,0.0,0.7692543983904787
61,0.11680569725644968,1.1725888227088965,0.0,0.5946177462026959,0.4030357581584262,0.5495133056661692,0.011159195561922956,0.17469041760706963,0.184033299332466,0.1873560178828574,1.2335127732593505
62,0.3623378235263462,0.10918696495865512,0.4653510097259895,0.0,0.45037658011116305,0.27940266173283557,0.5003458071277097,0.0,0.0,0.0,0.7365631952599548
63,0.048129475848107506,0.0,0.49357696607699847,0.0,0.0,0.0,0.0,0.12799744464285145,0.0,0.007084815049429995,0.20315031916400214
64,0.03117619830866818,0.0,0.6375889408076879,0.0,0.14997547445852727,0.19392180639444667,0.10866514998261152,0.3267004705571539,0.09088358727234006,0.0,0.6248557970759208
65,0.0,0.0,0.0,0.0,0.09003536476287939,0.0,0.0,0.13903937126628454,0.0,0.04693367444871913,0.3811718757451484
66,0.041190387881260664,0.07502354199110976,0.023040070374534632,0.0,0.0,0.47114039535396446,0.0,0.07520924520279118,0.0,0.0,1.017516587980794
