,ndev,entrophy,lt,age,ns,nuc,ld,exp,fix,la
0,0.005015543368546837,0.13851132523191206,0.221928349655109,0.023936385131621964,7.053341683559636e-18,0.40588409952143434,0.011869703492271674,0.1393069079425619,0.16508549555159766,0.02613145820812838
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027861150573881506,0.0,0.0
2,0.0,0.0,4.977384193421241e-06,0.0,0.0,0.0,0.0,0.06534624120759795,0.1281601644690999,0.0
3,1.0445830805468537,0.42293272674019206,0.14636713679396196,0.20369969078333008,0.0,0.4854500920340423,0.0,0.8501041455280525,0.0,0.31740133694323586
4,0.8847049432449338,1.0255391512492849,0.03803298166080888,0.0,0.0,0.28917689462870305,0.0,0.26097785199052154,1.1630263608587137,0.0
5,0.0,0.49190786080131427,0.0,0.0,0.0,0.12488722051985891,0.0,0.8875831724233916,1.4346302308435503,0.0
6,0.06888007618447273,0.021803777978765773,0.06574897126964203,0.001005313119223133,0.00024165998383539827,0.34350433799676877,0.00021919766738851982,0.08987197032410539,0.08438745029015018,1.0435483316441528e-05
7,0.03355900000464554,0.1572899200387246,0.11171562929243041,0.02011317473756214,0.00738538199857364,0.44475092847335335,0.0005864838479460212,0.19947829513746598,0.22974410101896828,0.004068280156201076
8,0.6757927678462061,0.6165913199078146,0.6496228874350506,0.0,0.0,0.21522683564402625,0.0,0.19416876520707654,0.702718994677325,0.0
9,0.2351801113191071,0.34858575512315226,0.30857914582369805,0.03373700963441302,0.0,0.10648471630173345,0.0,0.18084126674462014,0.6851954387869885,0.08378886842749023
10,0.06965858694904639,0.2459941852182513,0.21082625473599095,0.021366387980979153,0.004159928203124055,0.25718559328317797,0.003663419272257927,0.34792808434429806,0.5305675718871561,0.09706843781482084
11,0.03675141138005128,0.09813002084457281,0.052463755555579084,0.00782471043544139,0.0017498931711073876,0.02583552619750087,0.000122135484761952,0.3492677050742785,0.3125040197586493,0.0005338512323296331
12,0.0,0.26587719292462686,0.031687932051856826,0.0,0.0,0.15326699615185052,0.0,0.07147405648187598,0.0,0.0
13,0.02245941654516617,0.5099822681645928,0.49105311849536626,0.07540798922567513,0.0,0.2665344338965621,0.0,0.19588804415030947,0.06574291012874632,0.671054122209289
14,0.8051957075185028,0.6033993951672753,0.04420847435468028,0.0,0.0,0.5240266846794047,0.0,0.11551654052815209,0.5733750437309921,0.16398876144071872
15,0.020724951977767,0.03464964171126164,0.0786317749815644,0.008369400918054019,0.006565610544813531,0.5374280715167109,0.00013926627978040685,0.026874669524628227,0.0560353736300869,0.0015791045510634074
16,0.0,0.3284992365482669,0.0,0.0,0.0,0.0,0.0,0.4116561754133233,0.3850405002529184,0.0023842248475135146
17,0.23574038262821892,0.0,0.1465392101414236,0.0,0.0,0.1320149729516826,0.0,0.41636841257632107,0.41039522878089885,0.01678214068266285
