,ndev,entrophy,lt,age,ns,nuc,sexp,fix,la
0,0.0,0.0,0.5893164787015166,0.8548055188315278,0.0,0.6429193831193664,0.02422331222855685,0.006904178155684107,0.0
1,0.19620842993418383,0.3519565096659462,0.3264893422677706,0.5891764339322917,0.0,0.09640878502164961,0.01894522038041532,0.30698712922098387,0.16885530842579852
2,0.0,0.0,0.052292614455046994,0.24168708188783075,0.0,0.031385575546101725,0.11850417767882405,0.016278724808435494,0.0
3,0.0,0.0,0.2719660715620105,0.29869636531470406,0.0,0.010474243679838633,0.10845219628843324,0.19391188275584564,0.0
4,0.15691181235207638,0.08535616251163376,0.3378560550169904,0.38808105328627646,0.000506637902075479,0.20160900941361723,0.0588978985899518,0.06415038454497547,0.023982738114231242
5,0.0,0.5091380708881372,0.11615527855401969,0.0,0.0,0.034378732961748135,0.14659303701278192,0.026575790659112194,0.25833837358515993
6,0.041280459380004186,0.23390147284700988,0.09245218185197794,0.1004200911615361,0.0019268255988532646,0.2472218454363531,0.023603023701729862,0.14439167079521817,0.061606430426731536
7,0.2181618818999854,0.09455730134570257,0.20002241193874556,0.3272362079783982,0.0215651079405341,0.15926050040940876,0.021304241766377865,0.027117789731538104,0.04378091993705403
8,0.17361424606341452,0.0738174213918904,0.33449591739331663,0.6707905749351007,0.0,0.05452250711832881,0.15184846711771108,0.005269479784150947,0.1837743004520854
9,0.0,0.4242230157258045,0.5567599875090146,0.4848651344101515,0.0,0.004182762219502009,0.12979313732548564,0.0,0.3081831629168503
10,0.05704564086755592,0.3970126385360581,0.4615111659002534,0.521538253239736,0.0,0.09762500106624375,0.02956123131011724,0.03468283052828189,0.21872591317799822
11,0.20210646216905057,0.21310126396184678,0.27185608186740334,0.543256487680152,0.0031943811173640543,0.039526526093865574,0.09999673247498442,0.023266285133833543,0.27840194610719987
12,0.052983352711661345,0.004540287324021159,0.1351359100191974,0.5258941543993269,0.0021724731914216596,0.1394058722821065,0.1963820257423933,0.0,0.40871908541522184
13,0.11358675881381802,0.0,0.33491719271212855,0.2786061729087465,0.0,0.05535139972881927,0.04413134449688548,0.22851649813336547,0.3141852268794866
14,0.10325187291664657,0.0,0.3684722649201294,0.46501323061551497,0.0,0.0,0.039206962122797964,0.3434442177512244,0.3988563443046628
15,0.17595567536371165,0.1408929420285941,0.2922328364831773,0.180516502675531,0.006894144349278146,0.22475335162667612,0.1011925603934326,0.05798544709014349,0.3143054802461337
16,0.1265595343238249,0.25486327503907374,0.45706629799538356,0.4988331270422024,0.0,0.13087461221682167,0.06789054249348797,0.09352955401648433,0.10623114159002367
17,0.11524541912997391,0.11462010487781862,0.41310664149749476,0.6677453691983639,0.0,0.2418860328883239,0.0760595793980381,0.027056929655911294,0.1337716076873099
18,0.0,0.0,0.023602931283917317,0.0,0.0,0.41761383393284623,0.12036648613101439,0.0,0.0
19,0.18435551192818284,0.03381732593471534,0.21553317377136422,0.04415625907690069,6.893691386025482e-17,0.301589058054431,0.04337974996417581,0.07957284278383672,0.018757730745215345
20,0.0,0.0,0.07547870234090592,0.0,0.0,0.3541360090091325,0.18834329825185564,0.0,0.0
21,0.11101801222147116,0.2139137053546673,0.8026718587126895,0.07617277935231483,0.018057738116280277,0.49369465998252743,0.0,0.21837165273367282,0.01037033377847632
22,0.06998888169321849,0.08317504220921973,0.46454099884552,0.08557281389332475,0.004451361133506082,0.26095242281893427,0.21145377567081577,0.17135691960511246,0.030750618135195827
23,0.10981444820317379,0.3031712023754388,0.8347951932461655,0.1988756491546546,0.011894222703266039,0.0025480448107097165,0.14690576403839334,0.09075682715377267,0.014341870419902697
24,0.5165012689513653,0.07263718026289198,0.17833543593938186,0.1244783827772562,0.006147079087405622,0.5014914158953909,0.08545737507674155,0.37777508261557446,0.20211030331919042
25,1.0449349491181024,0.0,0.22379227550762462,0.0,0.0,0.2019835583081657,0.4138373162132454,0.4931750961419946,0.5231679823894373
26,0.1457305580355936,0.08239780768896643,0.2014568917691999,0.2447127560720795,0.05547449367104986,0.0803541036940892,0.5392960494186568,0.5060251406182437,0.10004449534495607
27,0.0020604041895776488,0.12541747295963848,0.48057754030605154,0.45813746270927225,0.0,0.010266652790604307,0.5920087566418412,0.27898669900306367,0.0
28,0.38563797846018977,0.03370955410409543,0.28397091742304986,0.4980828114561871,0.0,0.09100605739790658,0.00020828377036787813,0.29978071044006094,0.03590563525926377
29,0.4605328342956617,0.401406145952209,0.3861586800127008,0.532155824955983,0.0,0.2382554740544536,0.05361062382414144,0.462907178780408,0.2348185779054865
30,0.028236555572961387,0.11424736884130395,0.3026493886361524,0.2946831608954273,0.014664587283115885,0.008453233651922873,0.3391585330106558,0.4601611041684384,0.254943156397851
31,0.3023817963915983,0.0670025185095113,0.3391850421310906,0.5071688532760541,0.04739903807691081,0.26167851787103297,0.6632177657398873,0.10669612804196638,0.16695587074289128
32,0.0,0.0,0.15099301001651566,0.0,0.0,0.27130092698686087,0.0,0.0,0.0
33,0.13456141069090322,0.01816555628079598,0.0,0.17729649268910594,0.0,0.4412358727885659,0.046408704945689494,0.0,0.08145067343597738
