,la,nuc,fix,lt,age,ld,ns,sexp,rexp,ndev,entrophy
0,0.0,0.004494382022471965,0.0,-0.0005617977528089346,0.006179775280898902,0.026404494382022504,-0.006179775280898791,0.0016853932584270036,0.008988764044943864,-0.005056179775280811,0.013483146067415786
1,0.0,-0.012500000000000022,0.0,-0.0033333333333333214,0.0,0.006666666666666643,0.0,-0.0033333333333333214,0.0,0.0,0.0
2,0.022471910112359515,0.026966292134831416,-0.003370786516853941,0.0,0.004494382022471921,-0.012359550561797782,0.0,-0.0011235955056179802,-0.005617977528089901,-0.0213483146067416,-0.003370786516853941
3,0.016666666666666653,0.0,-0.005303030303030298,0.0,0.0,0.010606060606060596,0.0,0.005303030303030298,0.0,-0.023484848484848463,0.015151515151515138
4,0.05523255813953483,0.011627906976744096,-0.005232558139534893,0.0005813953488371659,-0.003488372093023262,0.04069767441860461,0.0,-2.2204460492503132e-17,0.0,0.0,0.0
5,0.04230769230769227,0.004807692307692291,-0.006730769230769251,0.0,0.0,0.0028846153846153744,0.0,-0.004807692307692291,0.0,0.0019230769230769162,0.007692307692307665
6,0.1477777777777778,2.2204460492503132e-17,-0.013333333333333286,-0.003333333333333277,0.0,0.0,0.004444444444444496,0.026666666666666707,0.0022222222222222586,0.026666666666666682,-0.05888888888888886
7,0.11448598130841123,0.05233644859813082,0.0,0.023831775700934577,0.0018691588785046732,-0.0046728971962616715,0.0014018691588784994,-0.014018691588785059,0.00747663551401867,-0.0037383177570093685,0.0495327102803738
8,0.05733333333333329,0.008888888888888835,0.0022222222222221923,0.010666666666666602,-0.0008888888888888946,-0.0017777777777777891,-0.0031111111111111756,0.004888888888888854,0.003999999999999959,-0.007555555555555604,0.003555555555555512
9,-0.0024390243902438604,0.0,-0.006097560975609673,4.4408920985006264e-17,-0.006097560975609717,0.10731707317073173,2.2204460492503132e-17,0.0,0.008536585365853689,-0.0012195121951219302,0.0012195121951219744
10,0.013793103448275867,-0.010344827586206895,0.0,-0.0034482758620689724,0.010344827586206917,0.17931034482758618,-0.006896551724137922,0.010344827586206917,-0.02068965517241379,-0.0034482758620689724,0.0
11,0.05555555555555551,0.01388888888888884,-6.661338147750939e-17,0.011111111111111072,0.005555555555555536,0.04166666666666663,0.0,0.03611111111111105,0.005555555555555513,0.030555555555555492,0.0
12,0.033333333333333326,0.09841269841269844,0.008333333333333304,0.00992063492063493,0.0,0.10992063492063493,0.005952380952380931,0.030555555555555558,-0.0035714285714285587,0.007936507936507953,0.021031746031746047
13,0.099604743083004,-0.0015810276679841806,0.0,0.0,-0.0015810276679841806,-0.0035573122529643842,0.0,-0.005138339920948587,0.0,-0.0015810276679841585,0.0
14,0.08040540540540538,-0.005405405405405461,0.0,0.0,0.0033783783783783326,0.0,-0.02972972972972976,-0.020270270270270306,-0.002027027027027062,-0.02567567567567568,0.00878378378378375
15,0.11297071129707112,0.07364016736401673,-0.0020920502092050207,0.0012552301255230214,0.0,0.0,0.0,0.0029288702928870203,-0.0029288702928870424,-0.006694560669456085,0.017573221757322188
16,0.06171875,0.00234375,0.0,0.008203125,0.0015625,0.00703125,0.0078125,0.0078125,0.007421875,0.000390625,0.00390625
17,0.023557692307692335,-0.0028846153846153744,0.0,-0.016346153846153788,-0.007692307692307665,-0.007211538461538436,0.0,-0.009134615384615352,0.0014423076923077093,0.0,0.0
18,0.02185430463576159,0.0,0.0,0.007947019867549665,0.0052980132450331395,0.0066225165562914245,0.0,0.00596026490066226,-0.0006622516556291424,0.0006622516556291424,0.01655629139072847
19,-0.001449275362318847,-0.0036231884057971175,2.2204460492503132e-17,-0.001449275362318847,-0.005797101449275366,0.025362318840579733,-0.0021739130434782704,-0.010869565217391287,-0.0021739130434782704,-0.0021739130434782704,0.01086956521739133
20,0.033742331288343586,-0.0012269938650306233,-0.021472392638036797,0.004907975460122738,-0.0036809815950920033,0.028220858895705535,0.0,-0.021472392638036776,-0.0030674846625766694,0.007975460122699406,0.0
