,fix,lt,age,ld,rexp,entrophy
0,0.0024390243902439046,-0.004146341463414638,-0.0024390243902439046,0.1658536585365853,0.018780487804877954,0.008292682926829253
1,0.0,0.046511627906976716,0.0008944543828264484,0.040429338103756665,0.01216457960644004,0.0037567084078711675
2,0.0070320579110651595,-0.00020682523267838703,0.0031023784901758056,0.19017580144777665,-0.00031023784901758057,0.023681489141675317
3,-7.328691828505374e-05,0.026163429827775798,-0.000806156101135902,0.11550018321729576,-0.0005130084279955538,0.01473067057530233
4,-0.0004956629491946086,0.036926889714993784,-0.0006608839322594484,0.09211069805865339,-0.0029739776951673404,0.027426683188764935
5,0.0020481927710843005,0.035662650602409605,0.0022891566265059726,0.052409638554216834,0.009156626506024067,0.03481927710843369
6,-0.0024574669187145794,0.034215500945179535,0.0014177693761814325,0.011814744801512234,0.00406427221172021,0.0929111531190926
7,-0.0013049151805132996,0.02775119617224875,0.00191387559808609,0.019138755980861254,0.0020878642888211953,0.10943888647237927
8,-0.002946593001841591,0.026740331491712753,0.0013996316758748018,0.0317495395948435,-0.003020257826887618,0.05340699815837942
9,0.0011811023622047667,0.043228346456692955,-0.0013385826771653343,0.00480314960629924,-0.001732283464566886,0.027559055118110277
10,-0.00014265335235379427,0.09728958630527815,-0.00014265335235377207,0.0029957203994293692,-0.004564907275320973,0.009700427960057078
11,-0.002193283070596341,0.2742974640164496,-0.0006854009595613553,0.012063056888279643,-0.001233721727210435,0.014393420150788172
12,-0.0002764340013821531,0.28914996544574983,0.0041465100207325415,0.03344851416724257,0.00013821700069107656,0.0013821700069108322
13,0.0,0.35410999408633936,0.0,0.0003548196333530429,0.0,0.007924305144884625
14,0.00030045067601400797,0.3602403605408112,0.0028042063094641857,0.0005007511266900133,0.0005007511266899911,0.0032048072108162183
15,-0.0006745362563238544,0.31568296795952777,0.0,-0.0001686340640809858,0.0,0.0070826306913996055
16,0.0019819819819819617,0.28234234234234223,0.0014414414414414267,0.011531531531531502,0.0019819819819819617,0.006486486486486443
17,0.0015843997562461798,0.2842169408897014,0.0003656307129798808,0.005850091407678226,0.0,0.008653260207190728
18,0.0001025115325474113,0.31553049718093285,0.0001025115325474113,0.001025115325474113,0.0005125576627370565,0.0028703229113275163
19,-0.0030090270812437093,0.30160481444333004,0.00030090270812439536,-0.000902708124373075,0.0010030090270812587,0.01103309929789371
20,-0.0022598870056496968,0.2954802259887005,0.001016949152542379,0.0,0.0,0.005310734463276856
21,0.0006365372374284251,0.20916613621896887,0.005728835136855559,0.009293443666454525,0.0006365372374284694,0.1283259070655634
22,0.001990811638591117,0.16370597243491578,-0.0004594180704440731,0.00719754977029099,-0.0003062787136293821,0.14992343032159264
23,-0.00041279669762639415,0.04045407636738909,0.0033023735810113752,0.00020639834881321927,0.0016511867905056876,0.1777089783281734
24,0.0,0.29081272084805654,0.0,0.0,0.0,0.0
25,0.0,0.2939058171745153,0.0,0.0,0.0,0.0
26,-0.0005567153792623402,0.3235908141962422,0.005984690327070319,0.0013917884481559062,-0.00013917884481557953,0.0036186499652053118
27,0.0,0.2355231143552312,0.16009732360097328,0.21654501216545013,0.013625304136253114,0.030170316301703214
28,0.006509357200976363,0.05728234336859232,-0.003091944670463831,0.005695687550854344,0.017737998372660678,0.1500406834825061
29,0.005722891566265043,0.07680722891566263,-0.0031626506024096555,-0.0019578313253012514,0.015963855421686747,0.12635542168674696
30,0.0,0.24079320113314448,0.12053824362606236,0.18937677053824362,0.013456090651558061,0.0019830028328611917
31,-0.00238244514106587,0.28551724137931034,0.002006269592476495,-0.00025078369905955354,-0.002257053291536093,0.002633228840125379
32,0.0,0.3025733093955715,0.0067025733093955655,0.0,0.0,0.0
33,0.005475880052151272,0.1307692307692308,-0.0015645371577574618,0.0018252933507171276,-0.0007822685788787309,0.02972620599739244
34,0.001483924154987637,0.08755152514427038,0.00016488046166527326,0.025556471558120332,0.0006595218466611819,0.008903544929925756
35,0.00016891891891896994,0.03327702702702704,0.005236486486486514,0.002027027027027084,-0.001351351351351293,0.08040540540540546
36,0.0,0.09061032863849765,0.0,0.010798122065727677,0.0,0.02206572769953048
37,-0.0036879432624113972,0.11489361702127658,0.0,0.02723404255319146,0.0008510638297872131,0.010354609929077996
38,0.0009096077316657292,0.1600909607731666,0.0019329164297896106,0.11347356452529848,0.0038658328595793322,0.0052302444570778706
39,-0.002734107997265922,0.05413533834586461,-2.2204460492503132e-17,0.019412166780587835,-0.0006835269993165083,0.10991114149008888
40,-0.01413911060433295,0.03215507411630556,-0.0015963511972634458,0.02713797035347776,0.0009122006841504992,0.07274800456100339
41,-0.00020703933747414637,0.03975155279503102,-0.0008281573498965411,0.009316770186335366,-0.0031055900621118405,0.04658385093167696
42,0.0001718213058419238,0.030584192439862545,-0.0018900343642611617,0.0020618556701030855,0.003092783505154628,0.06357388316151202
43,0.0,0.052764976958525375,0.005299539170506962,-0.0018433179723502003,0.002880184331797264,0.14101382488479267
44,0.009195402298850542,0.05372050816696912,0.012704174228675091,0.017422867513611596,0.003508771929824528,0.09558378705384145
45,-0.004791929382093274,0.019419924337957185,0.002774274905422458,0.006557377049180335,0.0,0.019167717528373297
46,-0.0046511627906976605,0.04076607387140903,0.010123119015047899,0.013953488372093027,0.0005471956224350372,0.027633378932968578
47,-0.0012279355333845166,0.05694551036070603,-4.4408920985006264e-17,0.013507290867229394,0.010283960092095135,0.05111281657712965
48,-0.0006756756756757021,0.03665540540540542,-0.001858108108108114,0.0060810810810810745,-0.0015202702702702853,0.024493243243243267
49,-0.0032414910858995284,0.07601296596434357,0.02058346839546188,0.0064829821717990125,0.004700162074554259,0.017828200972447285
50,-0.00014275517487514212,0.07309064953604563,0.009421841541755804,0.002426837972876461,0.007566024268379668,0.02798001427551744
51,0.0007058823529411118,0.12188235294117641,0.037411764705882276,-0.004352941176470648,0.014705882352941124,0.01658823529411759
