,fix,age,ld,sexp,rexp,ndev,entrophy
0,0.0,0.0005847953216373992,0.15891812865497074,-0.004532163742690098,0.023684210526315773,0.008625730994152026,0.0051169590643274756
1,0.0,0.009162995594713652,0.06607929515418502,-0.0007048458149780057,0.011982378854625542,0.21920704845814978,0.008634361233480159
2,0.0,0.011030176899063448,0.08969823100936525,0.006243496357960465,0.021644120707596227,0.10176899063475546,0.012486992715920908
3,0.0,-0.00026109660574418213,0.08955613577023495,0.0,0.02402088772845947,0.0190600522193211,0.0263707571801566
4,0.0,0.007661822985469002,0.07265521796565395,0.015852047556142734,0.020871862615587933,0.044385733157199514,0.02483487450462356
5,0.0,0.0,0.06796116504854366,0.006102635228848819,0.006934812760055475,0.0036061026352288473,0.041054091539528416
6,0.0,0.0,0.08801843317972355,-0.011751152073732696,0.00023041474654381667,-0.0011520737327188391,0.0288018433179724
7,0.0,-0.002029520295202958,0.09483394833948336,-0.005166051660516624,-0.000738007380073813,0.020848708487084866,0.01568265682656824
8,0.0,0.006035379812695085,0.08595213319458894,0.0010405827263266997,0.019354838709677403,0.03246618106139436,0.013111342351716914
9,0.0,0.00039564787339267936,0.09416419386745792,0.0013847675568743778,-0.0029673590504450953,0.03006923837784372,0.029277942631058318
10,0.0,0.0010000000000000009,0.1516,-0.004600000000000004,-0.003400000000000003,0.003400000000000003,0.01180000000000001
11,0.0,0.0,0.2460829493087558,0.0,0.0,0.0,0.0
12,0.0,0.0,0.16252342286071203,0.0,0.009119300437226686,0.006121174266083651,0.0
13,0.0,0.00041407867494820395,0.2017943409247757,-0.0005521048999310496,0.004002760524499616,0.00013802622498269024,0.0028985507246376274
14,0.0,-0.00032813781788352257,0.22198523379819526,0.0009844134536505234,0.016735028712059053,-0.0016406890894175685,0.009680065627563562
15,0.0,0.0017928286852589626,0.21454183266932275,-0.002191235059760954,-0.001394422310756971,0.0017928286852589626,0.011553784860557758
16,0.0,0.0,0.24546197874080136,0.0022894521668029633,0.0,0.0,0.0
17,0.0,0.0020408163265306367,0.05102040816326536,-0.008600583090378967,0.0027696793002915943,0.0023323615160350418,-0.005539358600583033
18,0.0,0.00408472012102874,0.19016641452344932,-0.000302571860816947,0.004689863842662634,0.0009077155824508409,0.0013615733736762393
19,0.0,0.0,0.20626959247648902,0.0,0.0,0.0,0.0
20,0.0,0.0,0.15325842696629216,-0.00629213483146065,0.0,-0.004269662921348316,0.0
21,0.0,0.0,0.14402654867256642,0.0013274336283186417,0.0,0.005088495575221263,0.0
22,0.0,0.0,0.11739130434782614,0.0,0.004347826086956585,0.014426877470355782,-0.0007905138339920458
23,0.0,0.004965243296921518,0.16405163853028795,0.0015888778550148474,0.0013902681231380055,0.024031777557100287,0.007745779543197595
24,0.0,-0.001150527325024031,0.1075743048897411,-0.005369127516778582,-0.002492809204218638,0.006136145733461107,0.007286673058485071
25,0.0,0.00045454545454544083,0.10204545454545451,0.0031818181818181303,0.011136363636363611,0.0038636363636363356,0.0027272727272726893
26,0.0,0.006459627329192563,0.10211180124223604,0.000993788819875796,0.002236024844720519,0.0032298136645962927,-0.005714285714285672
27,0.0,-0.0034188034188034067,0.17338217338217338,-0.0004884004884004867,0.0,0.0,0.0
28,0.0,-0.0013793103448276113,0.0926436781609195,-0.003218390804597737,0.0011494252873562871,0.001609195402298802,0.0011494252873563092
29,0.0,2.2204460492503132e-17,0.09552511415525118,0.016073059360730602,-0.0020091324200912863,0.0,-0.003470319634703167
30,0.0,-0.008075117370892082,0.10253521126760559,0.028732394366197143,-4.4408920985006264e-17,0.024037558685445947,0.013145539906103232
31,0.0,0.011897106109324818,0.0781350482315113,0.016077170418006492,0.0035369774919614904,0.021864951768488794,0.013183279742765296
32,0.0,0.0004329004329004293,0.04372294372294372,-0.0017316017316017396,0.0017316017316017173,0.011688311688311682,-0.007792207792207795
33,0.0,0.0011461318051575464,0.03667621776504295,-0.003438395415472817,0.0011461318051575685,0.0045845272206303635,-0.008022922636103203
34,0.0,0.03516483516483519,0.11648351648351654,0.02197802197802201,0.0,0.0,-0.009890109890109855
