,la,nuc,fix,lt,age,ld,ns,sexp,nd,rexp,ndev
0,0.17650273224043725,0.07704918032786892,0.0,0.015300546448087449,-0.008196721311475308,-0.007650273224043635,-0.007103825136611963,0.008743169398907135,-0.012568306010928865,-0.002732240437158451,-0.003278688524590101
1,0.17630662020905924,0.06550522648083626,-0.005574912891986061,0.0,0.0020905923344947787,-0.0006968641114982299,0.0,0.019512195121951237,0.011846689895470396,0.007665505226480862,-0.006271777003484314
2,0.22528735632183902,0.08505747126436776,0.006130268199233679,0.003831417624520994,0.0038314176245210162,0.0053639846743294365,0.0022988505747126185,0.015325670498084244,0.02222222222222219,0.0,-0.0022988505747126853
3,0.19886148007590126,-0.002656546489563616,-0.0015180265654649362,0.04895635673624284,-0.003795066413662318,0.00910815939278935,-0.014421252371916538,0.002656546489563527,0.015559772296015151,-0.0007590132827324902,-0.004174573055028508
4,0.18898305084745765,0.0,0.0,0.032627118644067823,0.0,0.0,0.0,0.003389830508474567,0.0,0.0016949152542372835,0.0
5,0.1161987041036717,-0.0030237580993520696,0.009071274298056164,-0.009503239740820702,0.0,-0.002591792656587466,0.000863930885529185,-0.0004319654427645814,0.0004319654427645814,0.0,-0.004751619870410395
6,0.166607460035524,-0.008880994671403176,0.012788632326820593,0.0035523978685612747,-0.0014209591474245054,-0.002841918294849033,-0.004618117229129637,-0.0014209591474245054,0.012788632326820615,-0.006039076376554165,-0.001776198934280626
7,0.1623445825932504,-0.002486678507992934,0.0010657193605683624,-0.002841918294849077,0.001776198934280626,0.0021314387211367027,-0.0003552397868561652,-0.004973357015985824,0.0003552397868560986,0.001776198934280604,-0.004262877442273561
8,0.1369606003752345,-0.007129455909943761,-0.0033771106941838935,0.009756097560975573,0.015009380863039379,0.007879924953095663,-0.002251407129455929,0.0011257035647279424,0.01688555347091929,-0.0003752345215760178,-0.010881801125703583
9,0.12623211446740862,0.0,0.0038155802861685297,-0.0009538950715421324,0.03275039745627981,0.0006359300476947549,0.0,-0.006677265500794926,0.020667726550079535,0.0,0.0009538950715421324
10,0.12867132867132866,0.02692307692307694,0.009440559440559482,0.0038461538461538546,0.002097902097902127,0.0,0.0,-0.0020979020979020823,0.0,0.00314685314685319,0.0
11,0.15387931034482755,-0.003017241379310387,0.004310344827586165,0.0,-0.005172413793103492,0.0,-0.006896551724137989,-0.0004310344827586299,0.0,0.0008620689655171709,0.0
12,0.15524475524475528,0.01072261072261078,0.003263403263403286,0.007459207459207496,-0.0023310023310022963,0.007459207459207496,0.02051282051282053,0.0018648018648018904,0.0,-0.0009324009324009008,0.0037296037296037587
13,0.12162162162162167,0.026486486486486528,0.008108108108108159,-0.002162162162162118,0.009189189189189229,0.0005405405405405795,0.017297297297297322,0.004324324324324369,0.015135135135135157,0.002162162162162229,0.0010810810810811145
14,0.21530612244897962,0.0020408163265306146,0.003061224489795955,0.010204081632653073,0.0015306122448979665,0.04285714285714286,0.0010204081632652962,0.0010204081632653184,0.006122448979591843,0.005612244897959218,0.006632653061224514
15,0.21082910321489004,-0.0016920473773265332,-0.010490693739424706,0.0016920473773265777,0.0,0.015566835871404417,0.0,-0.0013536379018612265,0.0,-0.008798646362098128,0.003722504230118462
16,0.17480063795853265,-0.011164274322169088,-0.002870813397129224,-0.01690590111642747,-0.0130781499202552,0.024880382775119614,-0.0022328548644338308,-0.003827751196172269,-0.02169059011164278,-0.013716108452950593,0.023285486443381152
17,0.12649164677804292,-0.0014319809069212707,0.005250596658711193,0.00525059665871117,0.01384248210023864,0.05155131264916466,-0.01002386634844874,0.0,-0.006205250596658729,-0.0004773269689737791,0.007159904534606154
18,0.14958904109589038,0.05260273972602734,0.0,0.0038356164383561266,0.010410958904109546,0.004931506849315048,0.024109589041095857,0.015890410958904068,0.004383561643835576,0.0021917808219177994,0.0010958904109588997
19,0.21383928571428576,0.003571428571428603,-0.002678571428571375,0.0017857142857143238,0.003571428571428581,0.004910714285714324,0.0008928571428571841,0.0058035714285714635,0.0031250000000000223,0.003571428571428581,0.0026785714285714633
20,0.18890814558058927,-0.012824956672443677,-0.004159445407278995,-0.0031195840554592456,-0.0006932409012131657,-0.0065857885615251185,-0.0017331022530329143,0.0006932409012131657,-0.00519930675909881,-0.0003466204506065829,0.0031195840554592456
21,0.15890850722311392,0.026645264847512017,-0.0035313001605137063,0.03081861958266452,0.0,0.012841091492776836,0.015730337078651634,0.006099518459068998,0.0436597110754414,-4.4408920985006264e-17,0.0009630818619582371
22,0.14303405572755418,-0.0015479876160990446,0.00247678018575852,0.011145510835913308,0.03281733746130029,0.0012383900928792714,0.0,0.007120743034055721,0.0,0.016099071207430326,-0.00030959752321981784
23,0.16168067226890756,-0.014453781512605013,-0.0006722689075630228,0.0,-0.004369747899159626,0.0,0.0,-0.0010084033613445343,0.0026890756302520914,0.0013445378151260457,-0.008739495798319296
24,0.16756756756756755,0.00675675675675671,0.0,-0.002702702702702742,0.00675675675675671,0.0022522522522522292,0.01396396396396391,0.007657657657657602,0.0,0.0,0.0036036036036035447
25,0.16363636363636364,-0.01277641277641275,2.2204460492503132e-17,0.017690417690417702,-0.002457002457002444,0.003931203931203919,0.011302211302211318,-0.003931203931203919,0.0039312039312039415,-0.002457002457002444,-0.0004914004914004843
26,0.16788008565310492,0.03426124197002141,0.01841541755888647,0.02483940042826549,0.008565310492505352,0.009421841541755871,0.030835117773019238,0.0012847965738758127,0.008137044967880059,0.005139186295503184,0.01798715203426122
27,0.13029197080291974,0.0,-0.0018248175182481673,-0.005109489051094873,-0.005109489051094896,0.009489051094890556,-0.0007299270072992581,-0.0036496350364963346,0.00328467153284675,-0.002554744525547448,0.0021897810218978408
28,0.16143667296786388,-0.0022684310018903807,0.0030245746691871522,0.03931947069943287,0.0007561436672967492,0.012098298676748564,0.002646502835538733,0.004536862003780717,0.0022684310018903807,0.008695652173913038,0.038941398865784495
29,0.13125000000000003,0.0,0.0,-0.005803571428571397,-0.002232142857142816,0.023214285714285743,4.4408920985006264e-17,0.0031250000000000223,-0.005803571428571397,0.0031250000000000223,0.010267857142857184
30,0.14022988505747128,0.0018390804597701038,-0.0009195402298850519,0.006436781609195386,0.0013793103448275668,0.0096551724137931,-0.006896551724137922,0.0027586206896551557,-0.0027586206896551557,-0.002298850574712641,0.011034482758620689
31,0.14989473684210525,0.028210526315789464,0.00631578947368423,0.018947368421052647,0.005894736842105263,0.008842105263157918,-0.0012631578947368328,0.0008421052631578885,0.0046315789473684085,-0.001684210526315777,0.016421052631578937
32,0.033257403189066025,0.0,0.0,0.0,0.007744874715261951,-0.0009111617312072884,0.0,-0.00546697038724373,0.008656036446469239,0.0009111617312072884,-0.008200455580865596
33,0.08700906344410879,-0.021148036253776415,-0.0012084592145015006,0.01631419939577041,-0.010876132930513593,0.008459214501510593,-0.009667673716012026,-0.0012084592145014783,-0.0042296072507552514,-0.00483383685800598,-0.0030211480362537513
34,0.07411764705882355,-0.005294117647058827,0.0,-0.000588235294117645,-0.01470588235294119,0.004117647058823515,0.00117647058823529,0.000588235294117645,0.009999999999999964,-0.00117647058823529,-0.005294117647058805
35,0.15395948434622467,0.03646408839779005,0.0007366482504604033,0.015469613259668469,0.004788213627992621,0.0036832412523020164,0.009576427255985242,0.009576427255985242,0.057090239410681386,0.00441988950276242,0.0169429097605893
36,0.16117850953206242,0.04263431542461009,0.0013864818024264202,0.027729636048526896,-0.0006932409012131213,4.4408920985006264e-17,-0.002772963604852641,-0.002426343154246058,0.04159445407279032,0.00589254766031202,0.016291161178509574
37,0.2152450090744101,0.033030852994555306,0.0032667876588021285,0.04573502722323046,0.002540834845734996,0.011615245009074359,0.00435571687840286,0.010526315789473672,0.0,0.002540834845735018,0.0043557168784028825
38,0.1445628997867804,-0.02004264392324089,-0.0025586353944562655,0.03582089552238812,0.0004264392324094146,0.0055437100213219905,0.0004264392324094146,-0.005543710021321924,0.006396588486140753,0.0046908315565032275,0.0029850746268657025
39,0.11567164179104476,-0.005223880597014929,-0.0041044776119403045,-0.0007462686567164089,0.0041044776119403045,0.002238805970149271,0.0014925373134328402,-0.002238805970149249,0.014179104477611925,0.005970149253731338,0.003731343283582089
40,0.1335907335907336,0.002702702702702697,0.008108108108108091,0.006563706563706551,0.007722007722007707,0.003474903474903468,0.0019305019305019266,0.004633204633204624,0.002316602316602312,0.0015444015444015414,0.008108108108108091
41,0.1644230769230769,0.01057692307692304,0.026442307692307664,0.03509615384615381,0.005769230769230749,0.005769230769230749,0.009615384615384581,0.02019230769230764,0.004326923076923039,0.0038461538461538325,0.007211538461538436
42,0.14895397489539747,0.007949790794979062,0.0,0.00836820083682006,-0.005857740585774085,0.00418410041841002,0.0,0.010460251046025104,0.0,0.0004184100418409997,0.00794979079497904
43,0.08179871520342614,-0.004710920770877957,-0.0017130620985010836,0.015417558886509641,-0.010278372591006413,-0.0025695931477516033,-0.003854389721627416,0.004710920770877957,-0.006423982869378997,0.0021413276231263545,-0.002997858672376874
44,0.1257861635220126,-0.005870020964360556,-0.012578616352201233,0.010482180293501097,0.005031446540880525,0.008805031446540924,0.0004192872117400492,-0.00670859538784061,0.02348008385744238,2.2204460492503132e-17,-0.005450733752620507
45,0.1377870563674321,-0.01837160751565763,0.009185803757828803,-0.009603340292275608,-0.011273486430062651,-0.002087682672233826,-0.00041753653444676075,-0.007933194154488565,-0.005010438413361196,-0.020459290187891454,-0.0012526096033403044
46,0.21711229946524066,-0.001426024955436711,0.004634581105169367,0.011764705882352944,0.007486631016042767,0.0021390374331550664,-0.006417112299465244,0.011764705882352988,-0.006060606060606055,0.0042780748663101996,0.004278074866310178
47,0.1628352490421456,-0.013026819923371647,0.012643678160919557,0.033333333333333326,-0.0003831417624521105,-0.025287356321839073,0.000766283524904221,-0.0011494252873563316,-0.003065134099616884,0.010727969348658984,-0.002298850574712641
48,0.03527054108216425,-0.0056112224448897855,-0.0008016032064128264,0.0016032064128256528,-0.005210420841683372,0.0016032064128256528,0.008016032064128265,0.004008016032064132,0.0008016032064128264,-0.004809619238476959,0.013226452905811637
49,-2.2204460492503132e-17,-0.014041745730550281,-0.004933586337760931,0.003795066413662229,-0.0018975332068311257,-0.007210626185958269,-0.004554079696394697,-0.01783681214421253,-0.0060721062618595886,-0.0037950664136622513,0.0003795066413662118
50,0.09642004773269688,0.0,0.006682577565632486,0.0019093078758949833,0.00715990453460622,0.03245823389021481,-0.004773269689737458,0.014797136038186175,0.0019093078758950278,-0.0019093078758949833,0.0009546539379475139
51,0.04950495049504955,0.013861386138613896,0.0026402640264026724,-0.01254125412541247,-0.003960396039603897,0.03036303630363042,-0.008580858085808506,-0.021122112211221112,0.0013201320132013362,-0.01122112211221118,0.007260726072607304
52,0.08404255319148937,0.012765957446808552,0.011702127659574523,0.021276595744680882,0.021808510638297873,0.0021276595744681437,0.0015957446808510856,0.005319148936170226,0.013297872340425588,0.019680851063829795,0.0010638297872340718
53,0.11028037383177572,0.017757009345794363,0.0009345794392523254,0.012616822429906516,-0.002336448598130825,-0.0018691588785046509,-0.002336448598130825,-0.005140186915887824,-0.00420560747663552,-0.0032710280373831726,0.02149532710280373
54,0.13901098901098902,0.020879120879120916,-0.009890109890109855,0.03351648351648355,-0.00219780219780219,-0.003296703296703285,0.0016483516483516425,-0.0060439560439560225,0.001648351648351687,-0.0010989010989010729,0.013736263736263776
55,0.1169811320754717,0.05876010781671159,-0.004312668463611846,0.0048517520215633604,-0.0010781671159029616,0.021024258760107828,-0.0010781671159029837,0.012938005390835606,0.011859838274932644,0.007008086253369283,0.024797843665768204
56,0.11818181818181814,0.0,-2.2204460492503132e-17,0.0020661157024792986,-4.4408920985006264e-17,0.02561983471074376,0.0,-0.004958677685950441,0.0,0.0,0.0008264462809916884
