,la,nuc,fix,lt,age,ld,ns,sexp,rexp,ndev,entrophy
0,0.0,0.003932584269662964,0.0,0.011235955056179825,0.019662921348314644,0.030898876404494447,-0.0044943820224718324,0.005617977528089924,0.005617977528089946,-0.005617977528089813,0.011797752808988805
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.006741573033707859,0.020224719101123577,-0.006741573033707882,0.0011235955056179802,-0.008988764044943842,-0.015730337078651725,0.0,0.0,-0.0011235955056179802,-0.023595505617977585,-0.005617977528089901
3,0.036363636363636334,-0.009090909090909084,-0.009848484848484839,0.0037878787878787845,-0.0015151515151515138,0.028030303030303006,-0.006060606060606055,0.017424242424242408,-0.0007575757575757569,-0.018181818181818167,0.03409090909090906
4,0.05058139534883719,0.012790697674418516,-0.0029069767441860517,0.0005813953488371882,-0.004069767441860472,0.04883720930232556,0.0,-0.0029069767441860517,0.0,0.0,0.0
5,0.04903846153846152,-0.0019230769230769607,-0.005769230769230793,0.0,0.0,0.004807692307692291,0.0,-0.004807692307692291,0.0,0.004807692307692291,0.008653846153846123
6,0.14666666666666672,0.0022222222222222808,-0.019999999999999952,0.005555555555555603,0.0,0.0,0.007777777777777817,0.014444444444444482,0.0,0.0255555555555556,-0.0533333333333333
7,0.12056074766355145,0.055140186915887915,0.0,0.01775700934579443,0.0014018691588785436,-0.009813084112149494,0.0004672897196262182,-0.02476635514018688,0.0018691588785047398,-0.007009345794392496,0.050000000000000065
8,0.05066666666666662,0.012444444444444402,0.0004444444444444029,0.005777777777777748,0.0013333333333333196,-0.0022222222222222365,-0.0031111111111111313,0.016888888888888842,-0.0008888888888889168,-0.012000000000000056,0.0022222222222222144
9,-0.007317073170731625,0.0,-0.0060975609756096505,-0.00365853658536579,-0.00731707317073167,0.12195121951219516,0.003658536585365879,0.0,0.0012195121951219968,-0.0024390243902438604,-0.0012195121951219302
10,0.0034482758620689724,2.2204460492503132e-17,0.0034482758620689724,0.0,-0.010344827586206895,0.1793103448275862,0.0,0.006896551724137922,-0.02068965517241379,0.0,0.0
11,0.05555555555555554,0.005555555555555536,0.0,0.004166666666666629,0.001388888888888884,0.0458333333333333,0.0,0.01944444444444444,0.0,0.024999999999999956,0.0
12,0.030158730158730163,0.09960317460317461,0.009523809523809513,0.011111111111111094,-0.0011904761904761862,0.11190476190476192,0.0087301587301587,0.02777777777777779,-0.006746031746031722,0.00992063492063493,0.030555555555555558
13,0.061660079051383355,-0.001581027667984225,0.0007905138339920458,-0.018577075098814278,-0.001581027667984225,-0.005138339920948654,-0.00474308300395263,-0.005928853754940788,-0.007905138339920991,-0.019762845849802434,-0.00909090909090915
14,0.0682432432432432,-0.0033783783783784436,0.0,0.0,0.002027027027026973,0.0,-0.031081081081081118,-0.024324324324324364,-0.005405405405405417,-0.0283783783783784,0.0074324324324323895
