,la,fix,nuc,lt,age,ld,ns,nd,rexp,ndev,entrophy
0,0.0,0.0,-0.0006276150627614995,-0.00020920502092049986,-0.0006276150627614995,0.0,0.0,0.00020920502092052206,4.4408920985006264e-17,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001710863986313038,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018433179723500447,0.00018433179723500447,0.0
3,0.0,0.0,0.0,0.0,0.00019361084220717028,0.0,0.0,0.0,-0.00019361084220717028,0.0,0.0
4,0.00016597510373443923,0.0008298755186721962,0.0,0.0006639004149377569,0.0013278008298755139,0.0,0.0,0.0,0.0009958506224066355,-0.00016597510373443923,-0.00033195020746887847
5,-0.00012919896640823937,-0.0005167958656330463,4.4408920985006264e-17,-0.0006459948320413078,-0.004263565891472853,-0.0015503875968992053,0.0,-0.001679586563307467,-0.0036175710594314793,-0.002325581395348819,-0.0077519379844960936
6,-0.00018306636155607237,-0.000640732265446231,-0.0021967963386728016,-0.0009153318077803174,0.0016475972540045624,-0.0011899313501144483,0.0,0.002654462242562916,-0.0002745995423340863,-0.0009153318077803618,-0.001922196796338671
7,0.0008702531645570222,0.0018987341772151779,0.0035601265822784666,0.0006329113924051111,-0.0003164556962025111,0.0005537974683544444,0.00039556962025319995,0.00981012658227851,0.0022151898734177333,-0.00015822784810124447,0.001661392405063311
8,0.0010184595798854224,0.004328453214513006,0.004837683004455751,0.0003819223424570417,0.0012730744748567391,0.0005092297899427,-0.002036919159770889,0.006747294716740871,0.0005092297899427,0.0,-0.0011457670273711251
9,0.002614379084967289,0.0008714596949890962,0.0,0.0017429193899782369,0.0034858387799564074,0.0004357298474945592,0.0,0.00958605664488017,0.00043572984749453705,-0.0004357298474945592,0.0
10,0.0012820512820512775,0.004700854700854684,0.0012820512820512775,0.00042735042735042583,0.009829059829059794,0.0,0.0017094017094017033,0.019230769230769162,0.0,0.00042735042735042583,0.0
