,la,nuc,fix,lt,age,ld,ns,ndev,entrophy,exp
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.1102230246251566e-17,0.03157894736842106,0.0,0.010526315789473694,0.0,0.0,0.0,-0.07368421052631581,0.05263157894736843,1.1102230246251566e-17
4,0.0,0.0,-0.015384615384615385,-0.0076923076923076875,0.0,0.0,0.0,-0.023076923076923096,0.023076923076923085,-0.0038461538461538438
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.02702702702702704,0.021621621621621668,0.0,0.0,0.0,0.0,0.043243243243243266,0.027027027027027063,0.021621621621621644
7,0.0,0.053333333333333365,4.4408920985006264e-17,0.0,0.0,0.0,0.0,0.0,0.12000000000000008,-0.013333333333333308
8,0.0,0.0020618556701030855,0.0,0.0,0.0,0.0,0.0,-0.035051546391752564,0.02061855670103092,0.012371134020618535
9,0.03934426229508201,-0.026229508196721252,0.03770491803278693,0.02131147540983609,0.008196721311475419,0.0,0.0,-0.00983606557377048,0.0770491803278689,0.019672131147541006
10,-0.007142857142857184,-0.07142857142857144,0.011904761904761895,-0.011904761904761928,-0.004761904761904789,0.004761904761904745,0.0,-0.01904761904761909,-0.019047619047619046,0.0023809523809523612
11,0.0,0.011111111111111094,0.05833333333333333,-0.00277777777777779,-0.005555555555555536,0.0,0.0,0.011111111111111094,0.036111111111111115,-0.036111111111111094
12,0.0,0.01025641025641023,0.0,-0.015384615384615418,0.0,0.0,0.0,0.0,0.11025641025641023,-0.05897435897435899
13,-0.05714285714285716,-0.044897959183673466,0.014285714285714301,-0.004081632653061218,0.004081632653061229,0.0,0.0,0.008163265306122458,0.024489795918367353,0.016326530612244892
14,-0.010256410256410253,-0.015384615384615385,0.0051282051282051325,-0.01282051282051282,0.0,0.0,0.0,-0.015384615384615385,-0.010256410256410243,-0.010256410256410253
15,0.0,0.03888888888888886,0.002777777777777746,0.016666666666666618,0.005555555555555536,0.0,0.0,-0.002777777777777812,0.013888888888888885,-0.005555555555555603
16,0.0,0.0,0.006896551724137945,0.0,0.0,0.0,0.0,0.0,-0.02068965517241379,0.0034482758620689724
17,0.0,0.0125,-0.0125,0.00625,0.0,0.0,0.0,-0.0375,0.0,-0.0125
18,1.1102230246251566e-17,0.0,-0.033333333333333326,-0.033333333333333326,0.0,0.0,0.0,0.0,-0.016666666666666663,0.0
19,0.0,-0.1166666666666667,0.0,-0.10000000000000005,0.0,0.0,0.0,-1.1102230246251566e-17,0.0,-0.16666666666666669
20,0.0,0.014814814814814814,0.029629629629629627,-0.037037037037037035,0.0,0.0,0.0,0.007407407407407407,0.0,0.0
21,0.0,0.03404255319148937,0.0,0.0553191489361702,0.0,0.0,0.0,-0.03404255319148934,0.0,0.00851063829787233
22,0.0,0.0,0.06530612244897961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.16333333333333339,0.0,0.0,0.013333333333333374,0.0,0.0,0.0,0.010000000000000054,0.0,0.0
24,0.00645161290322579,-0.012903225806451646,0.0032258064516129,0.00967741935483869,-1.1102230246251566e-17,-1.1102230246251566e-17,-0.0032258064516129115,-0.09032258064516133,-0.03548387096774196,0.016129032258064512
25,-0.002739726027397227,0.03287671232876717,0.019178082191780865,-0.01917808219178081,0.0,-0.00821917808219177,0.0,-0.046575342465753386,-0.0273972602739726,-0.032876712328767085
26,0.0,0.0734375,0.0,0.0,0.0,0.0,0.0,0.0015625,0.0,0.0390625
27,0.0,-0.04088397790055248,0.0,0.006629834254143674,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,-0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2.2204460492503132e-17,-0.008695652173913016,0.05217391304347827,0.004347826086956541,0.004347826086956541,0.05434782608695656,0.010869565217391353,-0.006521739130434745,0.032608695652173926,0.006521739130434833
30,0.0,0.008988764044943842,0.0022471910112359605,0.0,0.0,0.0,0.0,0.024719101123595523,0.0,0.01797752808988764
31,0.009090909090909094,-0.020000000000000007,-0.0018181818181817965,0.01636363636363637,-0.0018181818181818078,0.020000000000000007,0.0018181818181818188,0.0181818181818182,0.007272727272727297,0.03090909090909092
32,0.006849315068493178,0.03013698630136985,0.002739726027397271,-0.010958904109589041,0.0,0.019178082191780833,-0.012328767123287631,0.002739726027397271,0.03013698630136987,-0.0013698630136986135
33,-0.013432835820895517,0.032835820895522394,0.007462686567164201,-0.004477611940298498,0.0,-0.011940298507462721,0.0,-0.008955223880597019,0.023880597014925398,0.0014925373134328178
34,0.0,0.018292682926829194,0.04999999999999993,0.04878048780487798,-0.0012195121951219744,0.0012195121951219079,0.0,0.006097560975609695,-0.006097560975609806,0.02682926829268284
35,0.0026548672566371724,0.031858407079646,-0.0017699115044247816,0.013274336283185839,0.0,0.0008849557522123908,0.0026548672566371724,0.013274336283185861,0.019469026548672552,-0.006194690265486735
