,la,nuc,fix,lt,ld,ns,rexp,ndev,entrophy,exp
0,0.018518518518518535,0.005555555555555558,0.007407407407407418,0.0018518518518518602,0.007407407407407441,0.014814814814814836,0.014814814814814814,-0.011111111111111117,0.012962962962962954,-0.0037037037037036978
1,0.08815789473684213,0.0,0.0,-0.01842105263157894,0.02105263157894739,0.0,0.0,0.0,0.024999999999999977,0.010526315789473694
2,0.10755555555555554,0.0008888888888888946,-0.0071111111111111566,-0.0275555555555556,0.004444444444444429,0.0,0.0,0.0,0.0,-0.005333333333333324
3,0.1390134529147982,-0.006278026905829614,0.012556053811659163,0.0,0.0008968609865470878,0.02780269058295961,0.0008968609865470878,0.033183856502242134,0.0,0.008071748878923767
4,0.11278195488721802,0.03759398496240596,-0.003007518796992503,0.021052631578947344,0.006015037593984918,-0.0015037593984962739,0.015037593984962383,0.05112781954887213,-0.0165413533834587,0.009022556390977422
5,0.10973451327433623,0.023008849557522047,0.0106194690265486,0.07787610619469018,-0.01061946902654869,-0.008849557522123908,0.017699115044247704,0.014159292035398164,0.0,0.0
6,0.16923076923076924,0.07272727272727272,0.002797202797202791,0.023776223776223772,-0.009790209790209791,0.030769230769230792,0.047552447552447565,0.023776223776223793,0.011188811188811165,-0.020979020979021
7,0.15481171548117162,0.0,0.0,0.05941422594142263,0.0343096234309624,0.0,0.018410041841004234,0.0,-0.0008368200836819551,0.020083682008368277
8,0.15241635687732347,0.0007434944237918462,-0.0007434944237918239,0.09368029739776955,0.0014869888475836479,0.01561338289962828,-0.0007434944237918239,0.0,0.004460966542750966,0.003717472118959142
9,0.04816753926701571,0.004188481675392652,0.00418848167539263,0.08167539267015707,0.0010471204188481353,0.0,0.037696335078534024,0.0,0.012565445026178002,0.037696335078534024
10,0.08499999999999994,0.0,-0.0016666666666667052,0.053333333333333274,0.04333333333333329,0.0016666666666666386,0.008333333333333281,0.05499999999999996,-0.010000000000000054,-0.00833333333333337
11,0.06111111111111114,0.006666666666666687,0.0033333333333333435,0.023333333333333362,0.00555555555555558,0.008888888888888946,0.008888888888888924,0.02444444444444447,-0.011111111111111094,-0.00777777777777775
12,0.09880952380952379,0.0,0.0,0.12023809523809521,0.0,0.004761904761904745,0.0,0.04166666666666663,0.036904761904761864,0.0297619047619047
13,0.0328125,-0.0078125,-0.009375,0.053125,0.00625,-0.009375,-0.0015625,-0.0015625,0.0203125,-0.0015625
14,0.05692307692307692,-0.018461538461538463,-0.013846153846153819,0.04461538461538463,-0.027692307692307683,-0.021538461538461527,-0.001538461538461533,0.006153846153846176,0.0,-0.004615384615384621
15,0.05499999999999999,-0.05500000000000003,-0.005000000000000027,0.024999999999999967,-0.0025000000000000135,0.0,-2.2204460492503132e-17,-0.015000000000000036,0.00499999999999996,0.007499999999999974
16,0.01836734693877553,0.006122448979591843,0.01836734693877553,0.024489795918367373,0.0020408163265306146,0.042857142857142906,0.0020408163265306146,-0.008163265306122458,0.04489795918367352,0.04489795918367352
17,0.07931034482758618,-0.017241379310344862,-0.0017241379310345417,0.027586206896551668,-0.0034482758620689945,0.006896551724137901,0.0,0.0,0.08448275862068963,0.0017241379310344751
18,0.167741935483871,0.027956989247311805,0.004301075268817201,0.0494623655913979,-0.004301075268817201,0.0,0.0021505376344086004,0.004301075268817201,0.09892473118279572,0.0
19,0.09814814814814818,-0.025925925925925908,0.00555555555555558,0.007407407407407441,-0.02037037037037035,0.0,-0.011111111111111072,0.0018518518518519044,0.0,-0.031481481481481444
20,0.21804511278195493,0.024060150375939872,0.05563909774436091,0.07067669172932334,0.0060150375939849845,-0.003007518796992459,0.015037593984962428,0.04661654135338349,-0.00601503759398494,-0.01203007518796988
21,0.12527472527472527,-0.01758241758241754,-0.03076923076923077,0.002197802197802212,-0.09230769230769229,0.0,-0.04395604395604395,0.00659340659340657,0.04835164835164833,-0.02637362637362639
22,0.17027027027027022,-0.005405405405405439,-0.018918918918918993,-2.2204460492503132e-17,0.0,0.0,0.0,-0.013513513513513552,-0.002702702702702764,0.0
23,0.15396226415094336,0.03471698113207546,-0.01811320754716981,0.02867924528301886,0.0030188679245283013,0.0,0.0015094339622641507,0.006037735849056603,0.0,-0.006037735849056603
24,0.21279069767441858,0.06627906976744187,0.003488372093023262,0.004069767441860472,0.018604651162790687,0.0,0.0,0.02209302325581397,0.008720930232558155,0.007558139534883735
