,fix,age,ld,sexp,rexp,ndev,entrophy
0,0.0,-6.661338147750939e-17,0.16491228070175437,-0.003216374269005895,0.0201754385964912,0.002631578947368385,0.006140350877192935
1,0.0,0.0026431718061674216,0.11207048458149779,0.005638766519823801,0.016916299559471402,0.02766519823788547,0.00792951541850222
2,0.0,0.015608740894901208,0.077003121748179,0.004994797086368385,0.019354838709677448,0.03329864724245581,0.008532778355879334
3,0.0,0.0028720626631853373,0.07754569190600517,0.0,0.0295039164490861,0.04020887728459523,0.022193211488250597
4,0.0,0.0031704095112285112,0.12602377807133416,0.026684280052840136,0.016644649933949783,0.00660501981505941,0.015323645970937893
5,0.0,0.0,0.07628294036061023,0.01442441054091539,0.0022191400832177522,-0.00027739251040221903,0.031622746185852965
6,0.0,0.0,0.08341013824884798,-0.014976958525345575,0.0018433179723502668,-0.004147465437787989,0.03156682027649773
7,0.0,0.0009225092250922939,0.09649446494464946,-0.004612546125461203,0.0005535055350553986,0.021955719557195597,0.017527675276752808
8,0.0,0.011446409989594165,0.1721123829344433,-0.0020811654526535104,0.027887617065556713,0.0012486992715920575,0.0049947970863683635
9,0.0,0.00019782393669633968,0.09020771513353112,0.0007912957467853587,0.00039564787339267936,0.03165182987141442,0.02967359050445102
10,0.0,-0.00020000000000000017,0.135,-0.0030000000000000027,-0.003400000000000003,-0.0010000000000000009,0.013200000000000012
11,0.0,0.0,0.2436251920122888,0.0,0.0,0.0,0.0
12,0.0,0.0,0.16864459712679575,0.0,0.00699562773266702,0.002998126171143012,0.0
13,0.0,0.0,0.24375431331953065,0.0,0.0,0.0,0.0
14,0.0,0.0,0.21640689089417559,0.010336341263330606,0.008531583264971321,0.0004922067268252839,-0.0034454470877768317
15,0.0,0.0,0.25338645418326694,0.0,0.0,0.0,0.0
16,0.0,0.0,0.2300899427636959,-0.002780049059689227,0.0,0.0,0.0
17,0.0,-0.0001457725947521471,0.11501457725947525,-0.002915451895043697,0.0042274052478134426,-0.004810495626822097,0.0010204081632653405
18,0.0,0.0034795763993948903,0.11664145234493195,-0.003933434190620288,0.0,0.01633888048411496,-0.0024205748865355537
19,0.0,0.0015673981191222097,0.1684952978056426,-0.0025078369905956466,-0.00031347962382450857,-0.004858934169279028,0.0031347962382444862
20,0.0,-0.0006741573033708148,0.12337078651685388,-0.015730337078651725,0.0024719101123594988,-0.018426966292134896,-6.661338147750939e-17
21,0.0,0.0,0.1548672566371682,0.0033185840707965044,0.0,0.0015486725663717226,0.0
22,0.0,0.0,0.11521739130434785,0.0,0.0053359683794467205,0.023517786561264863,0.0013833992094862025
23,0.0,0.0017874875868917118,0.1594836146971201,0.0007944389275073904,0.001390268123137961,0.020258192651439865,0.004369414101290925
24,0.0,0.0,0.1817833173537871,0.0,0.0,0.0,0.0
25,0.0,0.0,0.09590909090909087,0.0013636363636363225,0.008181818181818156,0.005454545454545401,0.0036363636363636155
26,0.0,0.000248447204968949,0.1063354037267081,0.0004968944099379202,-0.003478260869565197,0.005465838509316789,0.0009937888198758404
27,0.0,0.0,0.17826617826617827,0.0,0.0,0.0,0.0
28,0.0,0.0009195402298850741,0.1103448275862069,0.004827586206896583,0.0027586206896551557,0.008735632183908071,0.003218390804597715
29,0.0,-0.00036529680365295916,0.10118721461187216,0.014794520547945212,-0.0009132420091324089,-0.012602739726027368,0.005479452054794521
30,0.0,-0.004694835680751219,0.10384976525821592,0.019718309859154882,0.0011267605633802358,0.025727699530516412,0.016713615023474127
31,0.0,0.013826366559485593,0.0781350482315113,0.014147909967845696,0.0041800643086817415,0.01607717041800647,0.011254019292604523
32,0.0,0.0008658008658008586,0.03549783549783549,-0.0030303030303030056,-0.006060606060606055,0.003463203463203457,-0.0017316017316017173
33,0.0,0.009169054441260727,0.07736389684813758,0.008022922636103158,0.004011461318051568,0.0,-0.005730659025787954
34,0.0,0.013186813186813228,0.09450549450549454,0.047252747252747286,0.0,0.0,-0.0054945054945054524
35,0.0,0.01005025125628134,0.05728643216080396,0.02211055276381908,0.0,0.009045226130653217,0.008040201005025071
36,0.0,0.01016042780748665,0.03208556149732624,0.0010695187165775445,-0.0005347593582887722,-0.005347593582887678,-0.0016042780748662944
37,0.0,0.01146496815286624,0.030573248407643305,-0.001273885350318471,-0.006369426751592355,0.010191082802547768,0.013375796178343946
38,0.0,-0.013756613756613722,0.059259259259259275,-0.0052910052910052794,2.2204460492503132e-17,-0.004232804232804188,0.0
39,0.0,-0.0006006006006006315,0.010210210210210225,-0.03483483483483483,0.0018018018018018055,-0.01261261261261264,0.024624624624624603
40,0.0,0.007457627118644061,0.0677966101694915,0.010169491525423725,0.002033898305084736,0.010169491525423702,0.04406779661016946
41,0.0,-0.010256410256410331,0.0961538461538461,-0.010256410256410331,-0.010256410256410331,-0.0038461538461538993,0.029487179487179428
42,0.0,-0.018320610687022863,0.051908396946564905,-0.02748091603053433,-0.015267175572519064,-0.021374045801526666,0.006106870229007644
43,0.0,-0.0021978021978022342,0.05274725274725271,0.03736263736263734,0.0,0.03516483516483513,0.06813186813186811
44,0.0,0.009900990099009887,0.09306930693069304,0.03366336633663358,0.01584158415841581,0.025742574257425654,0.08316831683168313
45,0.0,0.039999999999999966,0.004285714285714249,0.009999999999999964,0.0028571428571428246,-0.008571428571428608,0.06285714285714279
46,0.0,0.03305785123966942,0.04132231404958682,0.0,-0.0033057851239669312,0.004958677685950419,0.018181818181818188
47,0.0,0.040000000000000036,0.06333333333333332,0.0,-0.036666666666666646,-0.026666666666666616,0.0
48,0.0,0.11063829787234043,0.14042553191489365,-0.03404255319148934,0.05531914893617022,0.14893617021276598,0.017021276595744705
49,0.0,0.03311258278145699,0.038410596026490086,0.07947019867549673,-0.026490066225165497,0.0,0.0
50,0.0,-0.02015503875968989,0.04031007751937989,0.017054263565891504,0.009302325581395366,0.0,0.0
51,0.0,-0.012745098039215707,0.07843137254901958,0.04901960784313723,-0.003921568627450989,0.013725490196078405,0.0009803921568626972
52,0.0,0.0050000000000000044,0.22700000000000004,0.013000000000000012,0.0040000000000000036,-0.008000000000000007,-0.009000000000000008
53,0.0,0.0,0.21686746987951802,0.0,0.0,0.0,0.0
54,0.0,0.017647058823529394,0.17941176470588233,0.02647058823529409,0.08529411764705881,-0.0029411764705882916,-0.002941176470588269
55,0.0,-0.004651162790697683,-0.032558139534883755,-0.004651162790697683,0.0,0.009302325581395276,-0.004651162790697683
56,0.0,0.012500000000000022,0.08333333333333333,0.054166666666666655,0.0,0.06666666666666668,0.008333333333333349
57,0.0,0.0,0.0,0.22898550724637676,0.0,0.0,0.0
58,0.0,0.0,0.010416666666666675,0.07291666666666663,0.0,0.17569444444444443,0.0
59,0.0,0.0,0.0,0.16397515527950313,0.0,0.0,0.0
60,0.0,0.020779220779220765,-0.009090909090909127,0.06883116883116883,0.05714285714285714,0.225974025974026,0.007792207792207751
61,0.0,0.0,0.0,0.0,0.02068965517241377,0.23793103448275854,0.0
