,la,nuc,fix,lt,age,ld,ns,ndev,entrophy,exp
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.010526315789473694,0.05263157894736843,0.0,0.0,-0.010526315789473672,0.0,0.0,-0.042105263157894736,0.05789473684210528,0.0368421052631579
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023076923076923085,0.015384615384615396,-0.01153846153846153
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.021621621621621668,0.021621621621621644,-0.010810810810810789,0.0,0.0,0.0,0.037837837837837875,0.021621621621621668,0.037837837837837875
7,0.0,0.06666666666666672,0.026666666666666682,0.0,0.0,0.0,0.0,0.0,0.14666666666666675,0.013333333333333353
8,0.0,-4.4408920985006264e-17,0.006185567010309234,-0.008247422680412408,0.0,0.0,0.0,-0.01855670103092786,0.0474226804123711,0.020618556701030875
9,0.04426229508196726,-0.01967213114754094,0.01803278688524592,0.027868852459016425,0.016393442622950838,0.0,0.0,0.001639344262295106,0.04754098360655741,2.2204460492503132e-17
10,-0.014285714285714323,-0.08809523809523812,0.01666666666666663,-0.021428571428571443,0.0,-0.007142857142857184,0.0,-0.01904761904761909,-0.023809523809523815,-0.019047619047619046
11,0.0,0.0527777777777777,0.07499999999999996,0.005555555555555536,0.005555555555555536,0.0,0.0,0.01388888888888884,0.06111111111111105,-0.022222222222222275
12,-0.007692307692307665,0.03846153846153849,-0.002564102564102555,-0.012820512820512775,0.0,0.0,0.0,-0.01025641025641022,0.002564102564102577,0.03333333333333336
13,0.0,-0.014285714285714258,0.0,-0.008163265306122425,0.0,0.0,0.0,0.0,0.03877551020408167,-0.012244897959183664
14,-0.012820512820512808,-0.015384615384615396,0.035897435897435895,-0.015384615384615396,0.0,0.0,0.0,-0.046153846153846136,-0.02051282051282053,-0.020512820512820506
15,0.0,0.027777777777777745,0.0,0.005555555555555513,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010344827586206895,-0.01379310344827589
17,-0.00625,-0.0125,-0.0125,-0.00625,0.0,0.0,0.0,-0.0125,0.0,-0.01875
18,0.03333333333333334,-0.016666666666666663,-0.033333333333333326,-0.016666666666666663,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,-0.05,-0.016666666666666653,-0.21666666666666665,0.0,0.0,0.0,-0.06666666666666664,0.0,-0.15
20,0.0,0.08888888888888888,-0.007407407407407429,0.03703703703703702,0.0,0.0,0.0,0.07407407407407407,0.05185185185185185,0.07407407407407407
21,0.0,0.02978723404255318,1.1102230246251566e-17,0.04680851063829787,0.0,0.0,0.0,-0.03404255319148939,0.0,0.09787234042553192
22,0.0,0.0,0.06530612244897961,0.0,0.0,0.0,0.0,0.0,0.0,0.004081632653061229
23,0.13,-0.009999999999999964,0.0033333333333333435,0.013333333333333374,0.0,0.0,0.0,0.020000000000000018,0.0,0.0033333333333333435
24,0.0032258064516128893,0.0,0.0,0.0129032258064516,-0.0032258064516129115,-0.0032258064516129115,0.0,-0.06129032258064521,0.0064516129032258,0.019354838709677403
25,0.0,0.03287671232876711,0.02739726027397258,-0.005479452054794542,0.002739726027397249,0.002739726027397249,0.0,-0.013698630136986334,0.01643835616438354,-0.027397260273972646
26,0.0,0.09375,0.0,0.003125,0.0,0.0,0.0,0.0,0.0,0.0375
27,0.001104972375690605,0.032044198895027555,0.001104972375690605,0.04640883977900545,0.0033149171270718146,0.00441988950276242,0.0,0.01767955801104968,0.0055248618784530246,0.03535911602209937
28,0.012903225806451623,-0.06451612903225806,-0.009677419354838701,-0.016129032258064502,0.0,-0.0258064516129032,-0.009677419354838701,-0.04193548387096774,0.019354838709677424,-0.009677419354838701
29,0.0,-0.017391304347826052,0.030434782608695678,0.0,0.0,0.04347826086956526,0.0,-0.015217391304347783,0.0,2.2204460492503132e-17
30,0.0,-0.0022471910112359383,0.0,0.0,0.0,0.0,0.0,0.020224719101123622,0.0,0.01797752808988764
31,0.010909090909090924,-0.014545454545454518,1.1102230246251566e-17,0.0181818181818182,1.1102230246251566e-17,0.0036363636363636485,0.0,0.010909090909090924,0.01636363636363637,0.020000000000000007
32,-0.0013698630136986135,0.019178082191780854,0.0041095890410959065,-0.005479452054794521,0.0,0.024657534246575373,-0.01506849315068488,0.0013698630136986356,0.013698630136986311,0.0013698630136986356
33,-0.0014925373134328402,0.06119402985074622,-0.0029850746268656803,0.016417910447761197,0.007462686567164156,-0.004477611940298521,0.0,0.016417910447761152,0.04179104477611941,0.007462686567164156
34,-2.2204460492503132e-17,0.017073170731707242,0.07317073170731703,0.045121951219512124,-0.007317073170731714,0.0036585365853658127,0.0012195121951219302,0.013414634146341387,0.008536585365853578,0.04146341463414627
