,la,nuc,fix,lt,ld,ns,rexp,ndev,entrophy,exp
0,0.044444444444444495,0.0092592592592593,0.025925925925925953,0.01296296296296302,0.01111111111111116,0.01111111111111116,0.018518518518518556,-0.020370370370370306,0.01666666666666672,0.027777777777777835
1,0.03684210526315791,-0.003947368421052611,0.0013157894736842146,-0.009210526315789447,0.010526315789473717,0.003947368421052644,0.0,3.3306690738754695e-17,-0.003947368421052621,-0.011842105263157876
2,0.10844444444444443,0.0,-0.007111111111111135,-0.03200000000000001,-2.2204460492503132e-17,0.0,0.0,0.0,0.0,-0.003555555555555556
3,0.14439461883408072,-0.016143497757847534,0.0035874439461883066,0.0,0.002690582959641219,0.030493273542600875,0.0,0.03139013452914796,0.0,-0.005381165919282549
4,0.08270676691729321,0.03909774436090223,-0.007518796992481214,0.01503759398496236,0.004511278195488688,-0.009022556390977465,0.015037593984962383,0.05714285714285709,-0.010526315789473694,0.00601503759398494
5,0.13097345132743357,0.02123893805309727,0.0106194690265486,0.07433628318584067,-0.01238938053097347,-0.014159292035398275,0.015929203539822946,0.012389380530973382,0.0,0.0017699115044247592
6,0.13006993006993006,0.009790209790209791,-0.005594405594405582,0.036363636363636376,-0.01958041958041954,0.015384615384615353,0.030769230769230792,-0.002797202797202791,0.0,-0.002797202797202791
7,0.15230125523012558,0.0,0.0,0.03765690376569042,0.00920502092050215,0.0,-0.0025104602510460207,0.0,-0.013389121338912102,0.0008368200836820217
8,0.1442379182156134,0.009665427509293712,0.0014869888475836479,0.07509293680297399,0.0022304832713754717,0.015613382899628303,0.0,0.0029739776951672957,0.012639405204461007,0.003717472118959142
9,0.018848167539267012,0.004188481675392719,0.010471204188481686,0.039790575916230385,-0.0010471204188481575,0.0,0.025130890052356025,0.0,0.006282722513089034,-0.005235602094240832
10,0.15499999999999997,0.006666666666666643,0.018333333333333313,0.07166666666666663,0.05499999999999998,0.009999999999999986,0.023333333333333317,0.08499999999999999,0.011666666666666626,0.018333333333333333
11,0.0822222222222222,0.016666666666666653,0.0033333333333332993,0.02999999999999998,0.0122222222222222,0.004444444444444429,0.013333333333333308,0.03111111111111107,-0.0011111111111111072,0.0
12,0.08928571428571422,0.0,0.0,0.10357142857142856,0.0,0.0,0.0,0.046428571428571375,0.03571428571428568,0.03452380952380947
13,0.0125,-0.0078125,-0.00625,0.0515625,0.0,-0.0109375,-0.0015625,0.015625,0.01875,-0.0046875
14,0.0523076923076923,-0.003076923076923066,-0.003076923076923088,0.06153846153846152,-0.012307692307692308,-0.018461538461538484,0.0,0.009230769230769199,0.007692307692307665,-0.001538461538461533
