,fix,entrophy,rexp,age
0,-0.0024096385542168976,0.28433734939759037,0.007228915662650559,0.004819277108433706
1,-0.003007518796992503,0.3458646616541353,-0.003007518796992503,-4.4408920985006264e-17
2,0.0,0.33333333333333337,0.0,0.0
3,0.0379254457050243,0.29108589951377634,0.012317666126418114,-0.0025931928687196624
4,0.016247582205029087,0.15048355899419735,0.004642166344294041,-0.0058027079303674565
5,0.13441295546558701,0.17705802968960857,0.1956815114709851,0.1827260458839406
6,0.040000000000000015,0.014328358208955217,0.013731343283582099,0.05671641791044777
7,0.0093418259023355,0.012314225053078642,0.010615711252654014,0.20891719745222934
8,0.011320754716981195,0.06630727762803239,0.008625336927223759,0.20000000000000004
9,0.01142857142857141,0.04628571428571426,0.00914285714285712,-0.0034285714285714475
10,0.033852140077821,0.04007782101167314,0.025680933852140077,0.02879377431906611
11,0.029095074455899206,0.059106529209621984,0.10492554410080179,0.03413516609392897
12,0.03172561629153272,0.02658092175777067,0.0619506966773848,0.031082529474812447
13,0.09176470588235294,0.1747058823529412,0.21676470588235297,0.1997058823529412
14,0.013437500000000036,0.06968750000000004,0.008437500000000053,0.009375000000000045
15,0.011748251748251736,0.054265734265734264,0.03776223776223775,0.029930069930069924
16,0.009756097560975553,0.06620209059233446,0.01835075493612075,0.03484320557491283
17,0.036944127708095784,0.08232611174458382,0.018472063854047916,0.022120866590649955
18,0.02894356005788712,0.06917510853835022,0.026917510853835026,0.01765557163531113
19,0.013128491620111715,0.07877094972067038,0.013407821229050265,0.01731843575418992
20,0.012028542303771594,0.14352701325178388,0.017533129459734953,0.010601427115188545
21,0.014880952380952417,0.10694444444444443,0.05734126984126986,-0.001388888888888884
22,0.02318229715489988,0.14899894625922022,0.02318229715489988,0.017702845100105356
23,0.00961182994454719,0.16931608133086878,0.005175600739371555,0.019963031423290235
24,-0.0024623803009575784,0.16087551299589603,-0.0002735978112175186,0.04213406292749657
25,0.008240534521158183,0.19510022271714927,0.010244988864142601,0.001113585746102519
26,0.002586206896551713,0.15224137931034484,0.007068965517241388,-0.007931034482758604
27,0.008653061224489767,0.14840816326530612,0.0065306122448979265,0.005387755102040814
28,0.01312872975277064,0.15089514066496162,0.010741687979539626,0.019437340153452665
29,0.007571560480147776,0.20867959372114497,0.011265004616805218,0.009602954755309345
30,0.010789210789210824,0.2105894105894106,0.01818181818181821,0.009590409590409642
31,0.0010738255033557076,0.15838926174496643,0.013959731543624176,-0.005369127516778538
32,0.009879839786381827,0.12096128170894524,0.013351134846461953,0.0056074766355139975
33,0.006451612903225779,0.1407407407407407,0.004062126642771768,-0.007407407407407441
34,0.0038668098818474437,0.1643394199785177,0.009881847475832383,0.0038668098818474437
35,0.004241781548250234,0.12470837751855776,-0.005938494167550412,-0.008271474019088055
36,-0.004132231404958708,0.10330578512396696,-0.0013774104683195842,-0.004407713498622612
37,0.009162303664921479,0.15654450261780103,0.010471204188481641,0.007591623036649198
38,0.016046511627906955,0.137906976744186,0.014883720930232514,0.009999999999999943
39,0.014880952380952439,0.1075396825396826,0.023611111111111138,0.0009920634920635107
40,0.008465608465608399,0.08148148148148145,0.007936507936507863,0.004761904761904745
41,0.00804733727810647,0.12189349112426026,0.024615384615384574,-0.0037869822485207872
42,0.008271787296898037,0.11639586410635153,0.0038404726735597806,-0.0011816838995568845
43,0.004523424878836857,0.06849757673667209,0.006785137318255296,0.0029079159935379907
44,-0.0032727272727272718,0.07490909090909088,0.0058181818181818334,0.0029090909090909054
45,0.003896103896103931,0.09318181818181823,0.0022727272727273372,-0.005519480519480457
46,0.009133858267716533,0.07307086614173228,0.007244094488188968,0.0009448818897637601
47,-0.003475513428120025,0.018957345971564,0.0012638230647709526,-0.007898894154818325
48,0.002385685884691835,0.031013916500994033,0.0039761431411530655,0.0011928429423459174
49,0.006012024048096198,0.02605210420841686,-0.004408817635270545,-0.008416833667334677
50,0.0032200357781752677,0.06583184257602859,0.002862254025044675,-0.014669051878354277
51,0.02832244008714595,0.09891067538126361,0.0074074074074073955,-0.00958605664488017
52,0.029795158286778412,0.09869646182495344,0.0044692737430167325,0.005214152700186192
53,0.02485436893203885,0.11223300970873788,0.0034951456310679642,-0.0023300970873786353
54,-0.00808625336927229,0.12560646900269537,0.008086253369272179,-0.004851752021563382
