,la,nuc,fix,lt,ld,ns,rexp,ndev,entrophy,exp
0,0.03333333333333336,0.009259259259259323,0.0092592592592593,0.011111111111111183,0.01296296296296302,0.01111111111111116,0.016666666666666708,0.0037037037037037203,0.016666666666666698,0.020370370370370417
1,0.03026315789473686,0.0026315789473684405,-0.002631578947368396,-0.011842105263157876,0.007894736842105277,0.0,0.003947368421052644,-0.009210526315789457,-0.01710526315789469,-0.009210526315789457
2,0.0951111111111111,0.0,-0.011555555555555586,-0.02400000000000002,0.006222222222222196,0.0,0.0,0.0,0.0,-0.00800000000000003
3,0.11838565022421524,-0.004484304932735439,0.01704035874439458,0.0,0.008071748878923767,0.03318385650224216,0.0017937219730941756,0.0340807174887892,0.0,0.010762331838564987
4,0.08270676691729321,0.015037593984962383,-4.4408920985006264e-17,0.025563909774436077,0.010526315789473651,-0.009022556390977465,0.015037593984962383,0.046616541353383424,-0.01804511278195491,0.009022556390977422
5,0.14513274336283183,0.023008849557522047,0.012389380530973382,0.06194690265486724,-0.014159292035398252,-0.028318584070796505,0.02123893805309729,0.015929203539822922,0.0,-0.003539823008849563
6,0.15664335664335663,0.08391608391608393,0.004195804195804187,0.032167832167832165,-0.008391608391608374,0.029370629370629397,0.03356643356643356,0.015384615384615353,0.0013986013986013956,-0.008391608391608418
7,0.13723849372384941,0.0,0.0,0.04267782426778248,0.01338912133891219,0.0,0.0016736401673640433,0.0,-0.0033472803347279977,-0.0058577405857740406
8,0.15092936802973983,0.005204460966542768,-0.004460966542750922,0.09739776951672866,0.0014869888475836479,0.0029739776951672957,0.0,0.0014869888475836702,0.02750929368029742,0.005204460966542768
9,0.051308900523560186,0.00418848167539263,0.0010471204188481575,0.07539267015706803,0.00523560209424081,0.002094240837696315,0.04083769633507854,0.0,0.014659685863874316,0.03664921465968589
10,0.13666666666666666,0.009999999999999964,0.019999999999999973,0.06666666666666665,0.04166666666666665,0.01499999999999999,0.025,0.07999999999999999,0.01499999999999999,0.011666666666666626
11,0.0822222222222222,0.014444444444444416,0.006666666666666643,0.022222222222222233,0.01888888888888889,0.00777777777777775,0.011111111111111094,0.02999999999999998,-0.0011111111111111072,0.0
12,0.12857142857142853,0.0,0.0,0.11071428571428568,0.0,0.0,0.0,0.02380952380952377,0.030952380952380933,0.030952380952380933
13,0.0546875,0.0359375,-0.003125,0.0078125,-0.0015625,0.0,0.0109375,0.0078125,0.0359375,0.0203125
14,0.06615384615384615,-0.003076923076923066,-0.004615384615384621,0.055384615384615365,-0.009230769230769242,-0.026153846153846173,-0.004615384615384599,-0.001538461538461533,0.001538461538461533,-2.2204460492503132e-17
15,0.022499999999999964,-0.015000000000000036,0.024999999999999967,0.012499999999999956,0.0,0.0,0.0,0.0,0.0,0.014999999999999958
16,0.01836734693877553,0.004081632653061229,0.01836734693877553,0.008163265306122458,0.004081632653061229,0.03673469387755106,0.0,-0.0020408163265306146,0.04081632653061229,0.028571428571428602
