,la,nuc,fix,lt,age,ns,rexp,ndev,entrophy
0,0.0,0.005882352941176472,-0.002614379084967311,0.022222222222222233,-0.01699346405228761,-0.0032679738562091387,-0.0006535947712418277,-0.0130718954248366,-0.01241830065359475
1,0.0,0.0,0.0059701492537313165,0.00497512437810943,0.001990049751243772,0.0,0.0,0.000995024875621886,0.0
2,0.003749999999999987,0.0,-0.007499999999999974,0.011250000000000027,0.010000000000000054,0.030000000000000027,0.0,0.0,0.010000000000000054
3,0.011188811188811165,0.005594405594405582,-0.01258741258741256,0.01958041958041954,0.002797202797202791,0.039160839160839164,-0.0013986013986013956,0.011188811188811165,-0.004195804195804187
4,0.03981900452488685,0.010859728506787292,0.0,0.017194570135746566,0.0,0.004524886877828038,0.0,0.018099547511312198,0.0063348416289592535
5,0.021538461538461572,-0.007179487179487154,-0.003076923076923066,0.01230769230769233,0.0,0.0,-0.007179487179487154,-0.004102564102564066,0.009230769230769265
6,0.018666666666666654,0.002666666666666684,-0.011999999999999988,0.06133333333333331,0.0,0.0,0.0,0.009333333333333327,0.008000000000000007
7,0.008771929824561453,0.03508771929824563,-0.003508771929824528,0.03157894736842108,-0.014035087719298178,0.0035087719298245723,0.005263157894736881,0.0,0.047368421052631594
8,-0.01470588235294119,-0.0014705882352941124,0.0,-0.016176470588235303,-0.03382352941176472,-0.011764705882352944,-0.020588235294117706,0.0,-0.030882352941176472
9,0.004858299595141724,0.0,0.011336032388663963,0.008097165991902845,0.029149797570850188,-0.0008097165991902688,0.004048582995951433,0.0008097165991902911,-0.004048582995951455
10,0.0,0.0,0.000917431192660545,0.0,0.00183486238532109,0.0,0.0,0.0,0.0
11,-0.0010752688172043002,-0.010752688172043001,-0.0032258064516129,-0.0010752688172043002,0.0,0.0010752688172043002,-0.0064516129032258,0.005376344086021501,0.0
12,0.0,0.0,0.0,0.0,0.0,0.009606986899563342,-0.0043668122270742234,-0.003493449781659397,0.0
13,-0.02809917355371907,0.0,-0.0008264462809917772,-0.023140495867768653,0.0,0.0380165289256198,0.011570247933884259,-0.01983471074380172,0.0016528925619834433
14,-0.011111111111111183,0.0,0.0,0.0013888888888888618,0.0,0.031249999999999955,0.004861111111111094,-0.012500000000000044,0.020833333333333304
15,-0.007692307692307665,-0.0038461538461538325,0.0019230769230769162,0.0076923076923076875,0.0028846153846153744,0.009615384615384626,0.005769230769230749,-0.004807692307692291,0.0
16,-0.008510638297872398,-0.008510638297872353,-0.0063829787234042975,-0.004255319148936199,0.04042553191489358,0.023404255319148894,-2.2204460492503132e-17,-0.008510638297872353,0.0
17,0.011650485436893222,0.007766990291262155,0.0,0.007766990291262155,0.025242718446601996,0.10873786407766997,-0.001941747572815533,0.00970873786407771,0.005825242718446621
18,-0.004580152671755733,0.04122137404580155,0.001526717557251911,0.007633587786259555,-0.007633587786259532,0.01984732824427484,-0.010687022900763333,0.009160305343511466,-0.015267175572519043
19,0.0,0.0901234567901235,0.002469135802469169,0.024691358024691423,0.024691358024691402,0.0,-0.0061728395061728,0.017283950617284004,0.01851851851851858
20,0.0,0.1375565610859728,0.0,0.0488687782805429,0.0235294117647058,0.0,0.002714932126696801,0.023529411764705844,0.0
21,0.0036866359447005116,0.03041474654377887,-0.038709677419354806,0.016589861751152114,0.011981566820276558,0.02027649769585258,-0.000921658986175089,-0.011059907834101334,0.0046082949308756446
22,4.4408920985006264e-17,0.024880382775119635,0.01244019138755983,-0.009569377990430561,0.010526315789473717,0.04306220095693784,0.025837320574162725,-0.0009569377990430228,4.4408920985006264e-17
23,0.016049382716049387,0.0024691358024691466,-0.012345679012345645,-0.011111111111111094,0.030864197530864224,0.014814814814814814,-0.04814814814814816,-0.01728395061728394,-0.006172839506172823
24,0.008196721311475419,0.06065573770491808,0.00655737704918038,0.06885245901639352,0.09016393442622957,0.016393442622950838,4.4408920985006264e-17,-0.003278688524590079,-0.03606557377049173
25,0.0,0.1301204819277108,0.0,0.03012048192771082,0.10120481927710842,0.048192771084337324,-0.004819277108433773,-2.2204460492503132e-17,0.01204819277108431
26,0.0,0.015319148936170191,0.0017021276595744705,0.0008510638297872352,0.017872340425531895,0.028085106382978696,0.0017021276595744705,-0.024680851063829824,0.006808510638297882
27,0.0,0.00714285714285714,-0.006349206349206349,0.0,0.05793650793650793,-0.007936507936507908,-0.0071428571428571175,0.0,0.0
