,nuc,fix,age,ld,ns,sexp,rexp,ndev,entrophy
0,0.00048076923076922906,0.00048076923076922906,-0.022115384615384627,-0.010096153846153833,0.0,-0.04326923076923077,-0.0019230769230769162,0.03846153846153846,-0.0038461538461538325
1,-0.015537190082644602,-0.006611570247933818,-0.012892561983471041,0.003636363636363682,0.0,-0.023471074380165248,0.012892561983471107,-0.03140495867768589,0.012892561983471107
2,-0.022654867256637103,-0.00920353982300881,0.00318584070796466,-0.018761061946902614,0.0,-0.01946902654867253,-0.0010619469026548422,-0.010619469026548622,-0.030088495575221197
3,0.03400000000000001,-0.007000000000000029,0.029000000000000005,0.008499999999999975,-2.2204460492503132e-17,0.001499999999999968,-0.0005000000000000337,0.010499999999999976,0.004999999999999982
4,0.05975609756097562,0.009146341463414642,0.009146341463414642,0.07743902439024389,0.0,0.013414634146341475,0.008536585365853666,0.004268292682926833,0.02073170731707319
5,-0.0035928143712574247,0.003592814371257513,0.026347305389221587,-0.003592814371257469,0.0,0.010778443113772473,0.003592814371257513,-0.004790419161676618,0.0011976047904191933
6,-0.02264150943396226,0.0,0.05283018867924527,-0.03396226415094339,0.0,0.0,0.0,-0.0037735849056603765,-0.030188679245283012
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,-0.06938775510204079,-0.008163265306122413,-0.024489795918367262,-0.02040816326530608,0.0,0.0,0.008163265306122458,0.032653061224489834,0.020408163265306166
9,-0.019354838709677403,-0.0032258064516129,-0.05483870967741935,-0.05161290322580645,0.0,0.0,-0.0032258064516129,0.0129032258064516,-0.012903225806451623
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,-0.03764705882352946,0.0,-0.05647058823529414,-0.01882352941176473,0.0,0.01411764705882348,0.037647058823529346,0.0,0.009411764705882297
12,-0.006122448979591866,0.024489795918367262,0.0714285714285714,0.04489795918367341,0.0,0.0,0.004081632653061162,-0.0020408163265306146,0.0
13,0.11717171717171722,-0.02222222222222221,0.0161616161616162,0.012121212121212154,0.0,0.0,0.0,0.004040404040404044,0.15353535353535355
14,2.2204460492503132e-17,0.0,-0.0071428571428571175,0.02857142857142856,0.0,0.0,-0.01428571428571428,0.0,0.05714285714285716
15,-0.125,0.0,0.0,-0.05,0.0,0.0,0.0,0.0,0.025
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,-0.12832369942196536,0.0,0.0,0.07514450867052017,0.0,-0.030057803468208168,-0.0011560693641619046,0.0,0.03583815028901729
18,0.0,0.0,0.07953216374269004,0.07953216374269001,0.0,-0.007017543859649145,0.06549707602339179,0.0,0.03391812865497075
19,-0.0019323671497584404,0.0019323671497584627,0.009661835748792291,0.11884057971014492,0.013526570048309173,0.025120772946859903,0.0009661835748792091,-0.005797101449275388,0.11594202898550723
20,0.03285714285714283,0.0,0.0,0.05428571428571425,0.0,0.0,0.024285714285714244,0.0071428571428571175,0.09428571428571426
21,4.4408920985006264e-17,-0.0017316017316016952,0.013852813852813894,0.03549783549783554,-0.0008658008658008143,-0.0017316017316017173,0.0069264069264069585,-0.004329004329004316,0.10562770562770567
22,-0.0013559322033898091,-0.006779661016949134,-0.012203389830508459,0.027796610169491552,0.018305084745762736,-0.009491525423728775,-0.0006779661016949046,0.08474576271186443,0.06915254237288135
23,-0.003836930455635534,0.0028776978417265784,-0.029736211031175096,0.02494004796163065,-0.006714628297362179,-2.2204460492503132e-17,-0.008633093525179913,0.023980815347721764,0.03597122302158269
24,-0.030769230769230726,-0.0007504690431519689,-0.02063789868667911,0.07542213883677303,-0.010506566604127543,-0.004127579737335818,-0.00262664165103188,0.09193245778611639,0.12720450281425894
25,-0.04474885844748859,0.0,-0.016438356164383584,0.12237442922374431,0.0,-0.01780821917808222,-0.0018264840182648178,0.0,0.17077625570776261
26,-0.020472440944881855,0.0022047244094488107,0.007559055118110214,0.13133858267716536,0.02708661417322835,0.0018897637795275645,0.002834645669291347,0.008818897637795286,0.0925984251968504
27,0.007891156462585026,0.0019047619047618757,0.003537414965986363,0.15292517006802717,-0.0005442176870748439,0.0005442176870748217,0.011428571428571389,0.003809523809523796,0.0010884353741496434
28,-0.005166051660516624,0.0014760147601475815,-0.0007380073800738352,0.0214022140221402,0.0,0.0007380073800737685,-0.003321033210332125,0.0018450184501844769,0.04981549815498152
