,la,nuc,fix,lt,age,ld,ns,sexp,rexp,ndev,exp
0,0.06848484848484845,0.019999999999999997,-0.00424242424242427,0.039393939393939356,-0.00121212121212122,-0.011515151515151544,0.016363636363636358,0.07636363636363634,-0.011515151515151544,0.0006060606060605877,-0.009090909090909104
1,0.07474747474747472,-0.002693602693602726,0.002020202020202011,0.005387205387205362,0.004713804713804714,0.0,0.030976430976430946,0.0962962962962963,0.0013468013468013406,0.002020202020202011,0.006060606060606055
2,0.10494296577946771,0.0038022813688213474,-0.005323193916349745,4.4408920985006264e-17,0.0007604562737642872,-0.006844106463878274,-0.0007604562737642207,-0.02281368821292771,-0.009125475285171047,-0.006083650190114009,6.661338147750939e-17
3,0.14646464646464644,0.0030303030303030277,-0.0161616161616162,0.018181818181818167,0.002020202020201989,-0.010101010101010121,0.000505050505050475,0.0,-0.0010101010101010387,0.0,0.006565656565656575
4,0.09647058823529417,0.017411764705882394,-0.004235294117647026,0.008941176470588296,0.00752941176470594,0.015058823529411814,-0.0009411764705882008,0.0682352941176471,0.008941176470588296,-0.010352941176470542,-0.005647058823529361
5,0.04959128065395098,0.043596730245231606,0.0049046321525885615,0.016348773841961872,-0.0005449591280653809,0.0,0.0,0.014713896457765685,0.0,0.0,0.0021798365122615905
6,0.08173374613003093,0.03529411764705877,0.0024767801857584317,0.003405572755417907,0.0012383900928792046,-2.2204460492503132e-17,0.0009287925696593868,0.014551083591331237,0.014860681114551012,0.0,-0.00030959752321986224
7,0.12350364963503654,0.0,-0.0011678832116787997,0.037956204379562083,0.0020437956204379937,0.005255474452554787,0.005547445255474503,0.015474452554744555,-0.0011678832116787997,0.034160583941605906,-0.0035036496350364654
8,0.10107991360691149,-0.02030237580993517,0.0017278617710583255,0.07559395248380132,0.00950323974082079,-0.028509719222462194,-0.0038876889848811435,0.012095032397408256,-0.00043196544276455915,0.012958963282937375,-0.029805615550755893
9,0.11210191082802545,-0.027388535031847128,0.0,0.07197452229299361,0.001273885350318471,-0.03121019108280254,0.0,0.040764331210191074,0.007006369426751591,0.021656050955414008,-0.0197452229299363
10,0.08480392156862744,-0.006372549019607843,0.0019607843137254832,0.024999999999999977,0.009313725490196045,-0.0019607843137254832,0.008823529411764675,0.02696078431372544,0.0039215686274509665,0.03774509803921566,0.008823529411764675
11,0.08775510204081638,-0.0036734693877550793,0.0008163265306122769,-0.004081632653061207,0.0,-0.010612244897959177,-0.006122448979591799,0.005714285714285739,-0.003673469387755102,0.03755102040816325,-0.0020408163265305925
12,0.19575757575757582,-0.003030303030302961,0.0,-0.0006060606060605877,0.001818181818181852,-0.0072727272727272085,-0.0006060606060605877,0.02060606060606065,-0.005454545454545401,0.020606060606060673,0.01878787878787882
13,0.1548872180451128,0.010526315789473672,-0.003007518796992481,0.009774436090225592,-0.005263157894736814,0.003007518796992481,-0.0007518796992481258,-0.0015037593984962294,0.003759398496240607,0.0015037593984962294,0.0
14,0.15000000000000002,0.012857142857142878,0.010000000000000009,0.002857142857142847,0.015000000000000036,0.012857142857142855,0.01642857142857146,0.02785714285714287,0.0050000000000000044,0.002142857142857135,0.030000000000000006
15,0.0967418546365915,0.0,0.0,0.0,0.0010025062656641604,-0.000501253132832069,0.0,0.03007518796992483,0.0015037593984962739,0.0,0.03208020050125315
16,0.0830670926517572,-0.009584664536741205,-0.0006389776357827559,0.005111821086261981,-0.013418530351437719,0.0025559105431310013,-0.003833865814696491,0.0031948881789137353,0.0,-0.0012779552715654896,0.005111821086261981
17,0.026785714285714256,-0.008928571428571485,0.0,-0.028571428571428602,-0.003571428571428603,0.0017857142857142573,-0.012500000000000067,-0.010714285714285765,-0.008928571428571485,0.0017857142857142573,-0.007142857142857184
18,0.13993174061433447,0.01569965870307164,0.0,0.0552901023890785,0.02593856655290099,0.013651877133105783,0.0013651877133105561,0.0798634812286689,0.0027303754266211344,0.0068259385665528916,0.03208191126279862
19,0.12082474226804125,0.003298969072164937,-0.0028865979381443195,0.01649484536082473,0.004123711340206171,-0.02556701030927837,-0.004948453608247405,0.04164948453608246,-0.0008247422680412342,0.014845360824742238,-0.0012371134020618512
