,la,fix,nuc,lt,age,ld,ns,nd,rexp,ndev,entrophy
0,0.0,0.0,0.0,0.0,-0.0008368200836819994,0.0,0.0,0.0014644351464435656,0.0008368200836820439,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001710863986313038,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,-0.00038722168441434056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.00016597510373443923,0.00016597510373443923,0.0,0.0014937759336099532,0.001991701244813271,0.0,0.0,0.00016597510373443923,0.00033195020746887847,-0.0006639004149377569,-0.0006639004149377569
5,-0.0007751937984495693,-0.0009043927648578531,0.0005167958656331128,0.0006459948320413966,-0.00413436692506457,-0.00129198966408266,0.0,-0.00258397932816532,-0.0020671834625322514,-0.002325581395348797,-0.00633074935400515
6,-4.4408920985006264e-17,0.0008237986270022368,-0.0010983981693364342,-0.0008237986270023256,0.0023798627002288297,-0.001098398169336412,0.0,0.0045766590389015645,0.0002745995423340863,-0.00018306636155607237,-0.0019221967963387154
7,0.0007911392405063778,0.0018987341772152,0.0028481012658228,0.00015822784810128887,0.0007911392405063778,0.00015822784810128887,0.0011867088607595334,0.00925632911392409,0.002452531645569622,-0.0015822784810126445,0.0012658227848101554
8,0.0006365372374283584,0.0022915340547421835,0.004073838319541667,-0.00012730744748570277,0.0011457670273710586,0.0006365372374283806,-0.0021642266072565697,0.006747294716740892,-0.00012730744748572497,0.0,-0.001782304264799528
9,0.002178649237472752,-0.0017429193899782369,0.0,0.002178649237472774,0.004793028322440063,0.0008714596949891184,0.0,0.0074074074074073955,-0.002178649237472796,-0.0017429193899782369,0.0
10,0.00042735042735042583,0.007692307692307665,0.00042735042735042583,-0.002564102564102555,0.007692307692307665,0.0,0.002136752136752129,0.017094017094017033,-0.00042735042735042583,0.0008547008547008517,0.0
11,0.000458190148911819,0.00022909507445589838,-0.0016036655211912887,0.0020618556701031744,0.0013745704467354348,-0.001145475372279492,0.0,0.007101947308132938,0.0,-0.003665521191294374,0.003665521191294463
12,0.0004691164972634887,-0.006098514464425331,-0.008600469116497256,-0.00218921032056294,-0.0015637216575449698,0.006254886630179835,0.0,0.011258795934323685,-0.0015637216575449474,-0.004691164972634864,-0.002501954652071925
