,la,nuc,fix,lt,age,ns,rexp,ndev,entrophy
0,0.0,0.0006535947712418277,0.0006535947712418277,0.015686274509803866,-0.016339869281045784,0.0,-0.015032679738562104,0.0,-0.027450980392156876
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.005000000000000027,0.0,-0.00874999999999997,0.007500000000000018,0.006250000000000022,0.027500000000000035,0.0,0.0,0.005000000000000027
3,0.015384615384615353,0.002797202797202791,-0.013986013986013957,0.01678321678321677,0.0,0.025174825174825166,0.0,0.02237762237762233,-0.004195804195804187
4,0.03076923076923075,0.022624434389140257,0.0,0.009954751131221684,0.0,0.017194570135746545,-0.0009049773755656076,0.019909502262443413,0.01538461538461533
5,0.02358974358974364,-0.012307692307692264,-0.0010256410256409775,0.009230769230769287,0.0,-0.002051282051282044,-0.00512820512820511,0.0020512820512820886,0.009230769230769287
6,0.011999999999999945,-0.002666666666666706,-0.014666666666666717,0.04133333333333331,0.003999999999999959,0.0013333333333333196,-2.2204460492503132e-17,0.011999999999999922,-2.2204460492503132e-17
7,0.012280701754386003,0.022807017543859675,-0.008771929824561342,0.033333333333333395,-0.010526315789473628,0.0052631578947368585,0.0035087719298245944,0.0,0.03333333333333335
8,-0.007352941176470585,-0.00588235294117645,0.0,-0.005882352941176494,-0.05441176470588238,-0.005882352941176494,-0.019117647058823527,0.0,-0.03529411764705885
9,-0.0008097165991902911,0.0,-0.003238866396761142,-0.004858299595141724,0.0,0.0,0.0,-0.0080971659919028,-0.0024291497975708733
10,0.0,-0.0009174311926605672,-0.0027522935779817014,-0.0036697247706422463,0.012844036697247697,0.0,-0.004587155963302836,0.0,0.0
11,-0.005376344086021501,-0.005376344086021501,0.0,-0.004301075268817201,0.0,0.0021505376344086004,-0.0064516129032258,0.0021505376344086004,0.0
12,0.0,0.0,0.0,-0.0026200873362445475,0.0,0.0026200873362445475,-0.006113537117903922,-0.0026200873362445475,0.0
13,-0.02975206611570249,0.0,-0.0033057851239669533,-0.031404958677686,0.0,0.02479338842975205,-0.0024793388429752428,-0.017355371900826498,-0.004958677685950441
14,-0.01666666666666672,0.0,0.0,0.004861111111111094,0.0,0.025694444444444398,0.006944444444444397,-0.022916666666666696,0.01944444444444442
15,0.0019230769230769384,-0.0019230769230769384,0.0,0.01826923076923075,-0.011538461538461543,0.01826923076923077,0.0028846153846153965,0.0028846153846153744,0.0
