,la,fix,nuc,lt,age,ld,ns,sexp,nd,ndev,entrophy,exp
0,-5.673758865247791e-05,0.0,0.0007943262411348017,2.2204460492503132e-17,0.0005106382978724122,0.0,-0.0009078014184396466,0.00045390070921993433,0.0014751773049645812,-0.00028368794326238955,0.00022695035460997825,-0.00022695035460991165
1,0.0004184100418409553,0.0,0.0005857740585773375,-0.00041841004184106634,-8.368200836821327e-05,0.0,0.0005020920502091464,-8.368200836823547e-05,0.00033472803347274206,-0.00016736401673642654,0.0004184100418409331,-8.368200836821327e-05
2,-0.0007355645457888471,-0.0008826774549466121,-0.0018389113644722288,-0.0004413387274732949,-0.0020595807282089095,-0.0004413387274733394,-0.0013975726369988672,-0.0005884516366311043,-0.0007355645457888471,-0.0002942258183155744,7.35564545788936e-05,-0.0007355645457888694
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0005756315957786695,0.0002558362647905099,-6.395906619764969e-05,0.0,-0.00019187719859294904,0.0,0.0008954269267668514,-0.00019187719859290465,0.0015989766549408201,0.00012791813239525495,0.0007675087943715741,0.0003197953309881374
5,0.003224537947306283,0.00047188360204479806,-0.00047188360204484245,0.0007078254030672193,0.0,0.0,0.0007078254030672193,-2.2204460492503132e-17,-0.00031458906802992457,0.0,0.0,-7.864726700748114e-05
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013917884481560173,0.0,0.0,0.0009742519137091454
7,-0.0014466546112116064,0.0,0.00012055455093429313,0.0,0.00024110910186858625,-0.001084990958408727,0.0,0.0,0.0004822182037371725,0.0,-0.0010849909584087047,-0.0010849909584086826
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00015766653527786721
9,0.0,-6.0698027314121106e-05,0.0,6.06980273140989e-05,0.0,0.0,-0.00048558421851288005,0.0,0.0008497723823975622,0.00036418816388463784,0.0002427921092563956,0.0
10,0.0,-0.00026975991367679254,0.0,-5.3951982735367386e-05,-5.3951982735367386e-05,0.0,0.0013487995683841847,0.0,0.0030752630159158966,-5.3951982735367386e-05,-0.00010790396547071257,-0.00016185594820610215
11,0.0008348552048004665,0.0,0.0011479259066006441,0.0028698147665014774,-0.000730498304200311,-0.0010957474563004777,2.2204460492503132e-17,-0.00010435690060004444,0.0013566397078007332,-0.0006783198539003221,0.0005739629533003221,0.000521784503000311
12,-0.0002521273242987343,0.00037819098644820137,0.001071541128269815,-0.0002521273242987121,0.00018909549322412288,-0.00037819098644809035,0.00031515915537350114,0.00012606366214940046,0.0028994642294359217,-0.0005042546485974908,0.00031515915537350114,0.0018279231011661512
13,0.0006527947776417298,0.00032639738882087597,0.0006527947776417519,-8.15993472052634e-05,-4.4408920985006264e-17,8.15993472051746e-05,0.0,0.00016319869441041578,0.0025295797633618335,-0.000979192166462739,-0.000734394124847082,0.0008159934720522122
14,-8.016032064126489e-05,0.000961923847695445,0.001122244488977997,0.004088176352705442,0.0007214428857715615,8.016032064130929e-05,0.0008016032064128709,0.001122244488977997,0.002004008016032066,0.0008817635270541135,0.0011222444889779748,0.0019238476953908012
15,0.00045317220543807937,0.0001510574018126931,-0.0015105740181269312,0.0012084592145015006,-0.0009818731117825052,0.0,0.0,0.00022658610271903968,-0.0007552870090634656,-0.0003776435045317328,0.0021148036253775928,0.0011329305135951762
16,0.0007947976878612372,-0.0001445086705202492,-0.0013005780346821317,0.0005057803468207611,-0.0019508670520231642,0.00021676300578032937,-2.2204460492503132e-17,-0.00028901734104052056,-0.002023121387283289,-0.0002890173410404984,0.0007225433526011127,0.00014450867052018257
17,0.00021551724137933715,-0.0006465517241379005,-7.183908045973463e-05,-0.0001436781609195137,2.2204460492503132e-17,0.0,-0.0003591954022987842,7.183908045980126e-05,0.0005028735632184534,-0.0001436781609194915,0.0005747126436782101,0.0001436781609195581
18,0.0,0.00017536168347211944,0.0006137658921525402,-8.768084173609303e-05,0.0004384042086803985,0.0,0.0,-0.0008768084173608637,0.0004384042086803541,0.00017536168347211944,0.0,-2.2204460492503132e-17
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,-7.552870090634655e-05,-0.0003021148036253862,0.0,-0.0003021148036253862,-7.552870090634655e-05,0.0,0.0,0.0,0.0,0.0,-0.0003021148036253862,-0.00022658610271903968
21,0.0007320644216690875,0.00021961932650069738,0.00021961932650069738,0.0005856515373352522,-0.00043923865300152796,0.0,0.0,0.0008784773060029005,0.0014641288433381527,0.0005856515373352522,0.0007320644216690653,-7.320644216695094e-05
22,4.0535062829349935e-05,0.001134981759221776,4.0535062829349935e-05,0.0,0.0002837454398054495,0.0,0.0,0.0008917713822456985,0.003283340089177167,0.0008917713822456985,0.0010133765707337483,0.0002837454398054495
23,8.661758336938607e-05,-0.00012992637505417903,-0.0011260285838025296,0.0,-0.0009094846253789868,0.0,0.0,-0.000736249458640148,-0.0008661758336942604,-0.0001732351667389054,0.0,0.0004330879168470858
24,-8.756567425569629e-05,-0.00043782837127845917,-0.001926444833625185,0.0,-0.0003502626970227629,0.0,0.0,-0.00017513134851139257,-0.0007880910683012221,-8.756567425569629e-05,0.0,-0.00026269702276704443
25,-9.237875288683472e-05,-0.0005542725173210084,-0.0014780600461893555,0.0,-0.0018475750577366945,0.0,-0.0004618937644341736,-9.237875288683472e-05,-0.0012009237875288514,-0.0007390300230946778,0.0,-9.237875288683472e-05
26,0.00015026296018034736,-0.00015026296018028074,0.0,0.0,-0.00015026296018030293,-0.00030052592036060587,-0.0005259203606310603,0.0006761833208114743,-0.0010518407212621427,0.0,-0.0005259203606310603,-0.00045078888054090883
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020768431983384517,0.0,0.0,0.0,0.00020768431983382297
28,0.0,0.0,0.00017977528089887506,0.0002696629213483126,0.0003595505617977501,0.0,0.0,0.0021573033707865006,0.0006292134831460628,0.00044943820224718767,0.0,0.0014382022471910005
29,0.0,-9.689922480620173e-05,0.0008720930232558155,0.0,-0.0005813953488372104,0.0,0.0,0.0011627906976744208,-0.000678294573643412,0.0,0.0,0.0005813953488372104
30,0.0,0.0,0.0,0.0003260869565217872,0.0,0.0,0.0,0.0,0.00010869565217392907,0.0,0.0,-0.00010869565217390687
31,0.0,0.0,0.0,0.00010946907498630143,-2.2204460492503132e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.00010080645161290037,-0.00040322580645157924,0.0,0.0,0.0003024193548387233,0.00020161290322582293,0.0,0.00010080645161290037,-0.001108870967741904,-0.0010080645161290036,0.0,-0.0009072580645161033
33,0.0,9.704027171271168e-05,0.0,0.0,0.0,-2.2204460492503132e-17,0.0,0.00029112081513824604,0.002426006792818969,0.001067442988840317,0.0,-0.00048520135856384706
34,0.0,0.0,0.0014450867052022698,-9.633911368014391e-05,0.00028901734104043176,0.0,0.0,0.0005780346820808858,0.001348747591522126,0.0014450867052022698,0.0,0.0003853564547206201
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
