,la,nuc,lt,age,ld,ns,rexp,ndev,entrophy,exp
0,0.0,0.000917431192660545,0.0,0.0,0.002752293577981635,0.0,-0.00366972477064218,0.0,0.0,-0.004587155963302725
1,-0.005825242718446666,0.001941747572815511,0.0,0.0019417475728154888,0.0006472491909385036,0.0025889967637540146,-2.2204460492503132e-17,0.003236245954692518,-0.0019417475728155554,0.0045307443365695255
2,0.022064056939501753,0.006405693950177915,-0.008540925266903887,0.0049822064056939345,0.009252669039145877,-0.002135231316725972,0.009964412811387869,0.002135231316725972,0.0185053380782918,-0.006405693950177915
3,0.015469613259668535,0.002946593001841613,-0.0077348066298342346,0.00220994475138121,0.01399631675874775,0.007366482504604033,0.006261510128913428,0.0,0.00036832412523020165,0.0
4,0.10909090909090906,0.006363636363636349,-0.0036363636363636598,0.009545454545454479,-0.005909090909090931,0.019999999999999973,0.005909090909090908,0.0,0.007272727272727253,0.0009090909090908817
5,0.10801393728222997,0.009756097560975618,0.020209059233449466,0.006968641114982588,-0.005574912891986061,-0.01045296167247387,0.010452961672473848,0.003484320557491305,-0.009756097560975641,0.0027874564459930305
6,0.06964285714285719,-0.007738095238095211,-0.0071428571428571175,-0.0029761904761904656,0.008928571428571442,-0.008928571428571397,-0.005357142857142838,0.0,-0.00952380952380949,-0.0071428571428571175
7,0.1195402298850575,-0.0022988505747126185,0.002873563218390829,0.01149425287356325,0.014367816091954033,-0.009770114942528729,0.012643678160919557,-0.002298850574712641,4.4408920985006264e-17,0.0034482758620689945
8,0.05842696629213486,-0.007865168539325795,-0.0011235955056179581,0.003932584269662942,0.035955056179775347,-0.006741573033707838,0.006179775280898925,0.0,0.0016853932584270036,-0.008426966292134797
9,0.12527472527472525,0.001098901098901095,0.0,0.022527472527472468,0.016483516483516446,-0.0005494505494505475,0.010439560439560402,-0.010989010989011038,-0.0038461538461538767,-0.0038461538461538546
10,0.11916264090177131,0.0025764895330112835,0.0006441223832528209,0.011594202898550732,0.011594202898550687,-0.00032206119162641044,0.005152979066022567,0.0045088566827697464,0.0006441223832528209,0.0
11,0.0978723404255319,0.004255319148936132,-0.0010638297872340718,0.002127659574468055,0.022340425531914863,0.0,0.0017730496453900236,-0.0017730496453901123,-0.005673758865248279,0.012056737588652444
12,0.04777327935222668,0.009716599190283382,-0.0024291497975708733,0.004858299595141636,0.0380566801619433,0.0,0.0008097165991902466,-2.2204460492503132e-17,0.03157894736842104,0.01376518218623477
13,0.10229885057471266,0.01609195402298853,-0.008045977011494232,0.008045977011494277,0.018390804597701194,0.0,0.004597701149425304,0.0034482758620690166,0.0,-0.006896551724137901
14,0.14394904458598723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007643312101910826
15,0.12736842105263163,0.0,0.014736842105263204,-0.002105263157894699,-0.00526315789473677,0.0,2.2204460492503132e-17,0.0,0.0,0.03368421052631583
16,0.03562500000000004,-0.0006249999999999645,0.020000000000000063,-0.01124999999999996,0.02562500000000003,0.0,0.0,0.0,0.0,0.005625000000000035
17,0.021666666666666678,-0.002777777777777768,-0.005555555555555558,-0.03444444444444443,0.00611111111111109,0.0,-0.008333333333333326,0.0,0.0005555555555555536,0.007222222222222197
18,0.11715481171548121,-0.005857740585773996,0.010878661087866193,0.0016736401673640654,-0.01255230125523008,0.004184100418410086,-0.020083682008368166,-0.005857740585773996,0.005857740585774129,-0.0016736401673639544
19,0.07329842931937172,0.0010471204188481353,0.03350785340314135,-0.0020942408376963817,-0.027225130890052362,-2.2204460492503132e-17,-0.004188481675392697,0.0167539267015707,0.013612565445026158,0.002094240837696315
20,0.037575757575757596,0.006060606060606055,0.042424242424242434,-0.01454545454545455,0.01333333333333333,-0.0036363636363636377,-0.00484848484848488,0.01575757575757577,-0.01575757575757577,-0.009696969696969714
21,0.09930069930069933,0.015384615384615396,0.04615384615384617,-0.032167832167832144,0.0,0.005594405594405582,-0.002797202797202791,0.005594405594405582,-0.0013986013986013734,0.0013986013986013956
22,0.09444444444444448,-0.0018518518518518157,0.04444444444444451,-0.016666666666666607,-0.002777777777777746,0.0018518518518518602,-0.002777777777777746,-0.007407407407407351,-0.012037037037037002,-0.0018518518518518157
23,0.06470588235294121,0.00588235294117645,0.03882352941176472,0.009411764705882364,-0.012941176470588189,-0.023529411764705865,-0.0011764705882352678,-0.00470588235294116,-0.03647058823529412,-0.005882352941176427
24,0.04680851063829792,0.012765957446808529,0.017021276595744726,0.008510638297872375,0.0,-0.004255319148936154,-0.004255319148936154,0.05531914893617022,-0.07234042553191486,-0.04680851063829783
25,0.032154340836012894,-0.0019292604501607523,0.03665594855305469,0.027009646302250844,0.001286173633440546,0.01221864951768492,0.0,0.050803858520900344,-0.01157556270096458,0.0006430868167203174
26,0.024657534246575297,-0.0010958904109588997,0.010958904109589019,-0.005479452054794542,0.012054794520547918,-0.0032876712328767433,-0.0005479452054794498,-0.0010958904109588997,-0.0010958904109589218,-0.018630136986301404
