,la,nuc,fix,lt,age,ld,ns,sexp,rexp,ndev,exp
0,-0.009090909090909127,0.058441558441558426,0.0,0.007792207792207772,0.015584415584415567,-0.007792207792207839,0.0,0.045454545454545435,0.051948051948051945,0.005194805194805174,0.032467532467532444
1,0.171304347826087,-0.007826086956521738,0.005217391304347863,0.006086956521739184,-0.003478260869565197,0.012173913043478302,0.03391304347826094,4.4408920985006264e-17,0.05217391304347829,0.0,-0.006956521739130394
2,0.16071428571428575,-0.010714285714285721,0.0035714285714285587,0.02285714285714289,0.0,0.03571428571428572,0.017142857142857147,0.03857142857142857,0.046428571428571444,0.0,0.026428571428571447
3,0.05088757396449699,-0.004733727810650956,-0.002366863905325456,0.011834319526627191,0.0023668639053254113,0.020118343195266265,0.004733727810650868,0.03905325443786978,0.014201183431952624,0.01656804733727808,0.02603550295857986
4,0.15196078431372545,0.00588235294117645,0.004901960784313708,0.01862745098039209,-0.0019607843137255275,0.00588235294117645,-0.0019607843137255275,0.012745098039215641,0.0039215686274509665,-0.004901960784313731,0.05882352941176468
5,0.07797356828193829,-0.003964757709251132,0.0008810572687224738,-0.017621145374449386,-0.0004405286343612369,-0.004405286343612369,-0.0008810572687224738,0.032158590308370004,0.0017621145374449253,0.012775330396475715,0.010132158590308315
6,0.03387387387387395,0.0,0.0,-0.0018018018018017834,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018018018018017834
7,0.025910931174089113,-0.002024291497975672,0.005263157894736881,-0.004048582995951388,0.0076923076923077535,-0.003643724696356254,0.0,0.004048582995951455,-0.00040485829959509,0.0,0.0004048582995951788
8,0.015172413793103478,0.019310344827586246,0.0,0.0,-0.002758620689655178,0.005517241379310356,0.0034482758620689724,0.0,0.0,0.0006896551724137945,0.0034482758620689724
9,0.022727272727272818,0.015909090909090984,0.0,0.009090909090909172,0.0,0.004545454545454586,0.004545454545454586,0.0,0.0,0.018181818181818278,0.004545454545454586
10,0.030555555555555537,0.0,0.0,0.005555555555555536,-0.008333333333333326,0.008333333333333304,-0.01666666666666663,0.01388888888888884,0.0,0.005555555555555536,0.002777777777777768
11,0.006015037593984918,-2.2204460492503132e-17,0.0,0.0,0.0,0.007518796992481147,0.0,0.00751879699248117,0.0,0.0,0.003007518796992459
12,0.022988505747126454,-0.009195402298850564,0.009195402298850564,0.002298850574712641,-0.02068965517241377,-0.004597701149425282,0.0,0.009195402298850608,-0.013793103448275845,0.013793103448275912,0.004597701149425304
13,0.02352941176470589,0.0,0.0,0.03529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,-0.011764705882352944
14,0.058490566037735836,0.01132075471698113,0.0,0.009433962264150941,0.009433962264150941,-0.016981132075471694,0.007547169811320753,0.07358490566037734,0.0,0.0,0.028301886792452824
15,0.06818181818181812,0.0,0.0,0.03409090909090906,0.02424242424242422,-0.010606060606060596,0.009090909090909084,0.07272727272727267,0.0,0.0,0.05909090909090904
16,0.009565217391304292,-0.010434782608695703,0.0,0.0008695652173912549,-0.03478260869565224,0.0,0.02608695652173907,0.022608695652173848,0.0,-0.014782608695652222,0.009565217391304314
17,0.05376344086021512,-0.008602150537634402,0.0,0.0021505376344086446,0.0064516129032258455,0.032258064516129115,-0.010752688172043001,0.0043010752688172225,0.0,0.0,0.021505376344086093
