,la,nuc,fix,lt,age,ns,rexp,ndev,entrophy
0,0.0,0.0013071895424836555,-0.002614379084967333,0.00849673202614376,-0.02026143790849675,0.0,-0.02875816993464053,0.0,-0.025490196078431393
1,0.0,0.003980099502487566,0.001990049751243772,0.009950248756218971,0.007960199004975155,0.0,0.0,0.0,0.0
2,0.006249999999999978,0.0012499999999999955,-0.003749999999999987,0.00874999999999997,0.007499999999999995,0.010000000000000009,0.003749999999999987,0.0,0.0
3,0.018181818181818143,0.002797202797202791,-0.006993006993006978,0.013986013986013979,0.0,0.040559440559440565,-0.002797202797202791,0.018181818181818167,-0.006993006993006978
4,0.037104072398190024,0.02171945701357463,0.0,0.019909502262443368,0.0,0.010859728506787292,0.0,0.01990950226244339,0.016289592760180938
5,0.03692307692307695,0.002051282051282044,-0.002051282051282044,0.025641025641025682,0.0,0.001025641025641022,-0.006153846153846132,-0.002051282051282022,0.01230769230769233
6,0.016000000000000014,0.005333333333333345,-0.013333333333333353,0.05066666666666666,0.0,0.0,0.0040000000000000036,0.021333333333333336,0.0
7,0.014035087719298312,0.02982456140350882,-0.005263157894736792,0.021052631578947413,-0.012280701754385915,0.010526315789473717,4.4408920985006264e-17,0.0,0.05087719298245619
8,-0.013235294117647078,-0.00588235294117645,0.0,0.004411764705882337,-0.032352941176470626,-0.019117647058823527,-0.010294117647058853,0.0,-0.03676470588235296
9,0.004048582995951433,0.0,0.003238866396761142,0.0048582995951417015,0.03400809716599189,0.0024291497975708507,-0.0008097165991902911,-0.0008097165991902911,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,-0.0021505376344086004,-0.004301075268817201,0.0,-0.0032258064516129,0.0,0.0032258064516129,-0.0129032258064516,0.009677419354838701,0.0
12,0.0,0.004366812227074246,0.0017467248908296985,0.0017467248908296985,0.0,0.008733624454148492,0.0017467248908296985,-0.0034934497816593744,0.0
13,-0.009917355371900883,0.0,-0.0008264462809917772,-0.0198347107438017,0.0,0.021487603305785075,0.007438016528925595,-0.01157024793388437,0.00413223140495862
14,-0.01805555555555558,0.0,0.0,0.009027777777777746,0.0,0.03819444444444442,0.007638888888888862,-0.01666666666666672,0.01874999999999998
15,-0.0009615384615384581,0.004807692307692313,0.0028846153846153744,0.014423076923076938,-0.0019230769230769384,0.023076923076923085,0.006730769230769207,-0.007692307692307665,0.0
16,0.0,4.4408920985006264e-17,0.0,0.017021276595744726,0.06595744680851069,0.019148936170212804,-0.010638297872340363,0.010638297872340474,0.0
17,0.0058252427184465995,0.017475728155339865,0.0,0.0038834951456311107,0.046601941747572886,0.10097087378640783,0.003883495145631066,0.019417475728155397,0.005825242718446621
18,0.0,0.0809160305343511,-0.01679389312977102,0.010687022900763288,-0.012213740458015288,0.0,-0.041221374045801576,-0.007633587786259555,-2.2204460492503132e-17
19,0.0,0.06296296296296297,0.009876543209876586,0.03580246913580254,0.02839506172839512,0.0,-0.009876543209876498,0.02345679012345687,0.024691358024691377
20,0.0,0.11855203619909496,0.0,0.03257918552036192,0.02443438914027145,0.0,0.002714932126696823,0.0027149321266967787,0.0
21,0.0027649769585253114,0.03870967741935485,-0.025806451612903226,-0.005529953917050667,0.02304147465437789,0.03133640552995394,-0.0036866359447004448,-0.018433179723502315,0.004608294930875556
