,nuc,fix,age,ld,ns,sexp,rexp,ndev,entrophy
0,0.0,0.0038461538461538325,-0.02548076923076925,-0.010096153846153833,0.0,-0.04615384615384614,-0.009134615384615375,0.04663461538461537,0.00048076923076922906
1,-0.01917355371900824,-0.012892561983471041,4.4408920985006264e-17,0.0062809917355372445,0.0,-0.024462809917355322,0.01322314049586779,-0.03966942148760326,0.013884297520661226
2,-0.026902654867256626,-0.012035398230088501,0.0017699115044247592,-0.020176991150442514,0.0,-0.02230088495575222,-0.004601769911504428,-0.011681415929203576,-0.031858407079646045
3,0.026000000000000002,-0.002000000000000046,0.019499999999999983,0.006999999999999984,-0.0005000000000000337,0.004999999999999982,-4.4408920985006264e-17,0.008499999999999997,0.006999999999999962
4,0.048170731707317116,0.013414634146341475,0.01585365853658538,0.0817073170731707,0.0,0.006707317073170738,0.0128048780487805,-0.0006097560975609762,0.022560975609756118
5,-0.008383233532934086,4.4408920985006264e-17,0.02395209580838329,-0.004790419161676618,-0.003592814371257447,0.014371257485029942,0.0023952095808383424,0.0,0.003592814371257513
6,-0.026415094339622636,0.0,0.049056603773584916,-0.02264150943396226,0.0,0.0,-0.0037735849056603765,-0.0037735849056603765,-0.030188679245283012
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,-0.004081632653061251,0.004081632653061185,-2.2204460492503132e-17,-0.008163265306122481,0.0,0.008163265306122436,0.01632653061224485,0.03673469387755095,0.032653061224489785
9,-0.019354838709677403,-0.0064516129032258,-0.022580645161290304,-0.07096774193548387,0.0,-0.009677419354838701,-0.04193548387096775,0.0064516129032258,-0.022580645161290346
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,-0.04235294117647055,0.0,2.2204460492503132e-17,-0.016470588235294105,0.0,0.016470588235294147,0.08470588235294123,0.0,0.03529411764705885
12,0.0,0.04081632653061218,0.07346938775510199,0.05306122448979587,0.0,0.006122448979591843,-0.004081632653061229,0.004081632653061229,0.0
13,0.096969696969697,-0.01212121212121211,0.012121212121212154,0.010101010101010144,0.0,0.0,0.0,0.0060606060606061,0.1757575757575758
14,0.050000000000000024,0.0,-0.049999999999999975,0.0357142857142857,0.0,0.0,-0.02142857142857142,0.0,0.028571428571428602
15,0.0,0.0,0.0,-0.025,0.0,0.0,0.0,0.0,-0.025
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,-0.08092485549132941,0.008092485549132977,0.01965317919075149,0.07514450867052028,0.0,-0.011560693641618446,0.010404624277456675,0.0011560693641618602,0.09710982658959542
18,0.0,0.0,0.06198830409356722,0.07251461988304089,0.0,-0.011695906432748582,0.04561403508771926,0.0,0.03859649122807014
