,la,nuc,fix,lt,age,ld,ns,nd,ndev,entrophy,exp
0,0.00038647342995168366,-0.004637681159420315,-0.00038647342995168366,-0.0009661835748792091,-0.007149758454106259,0.0,0.0,-0.005797101449275366,0.0038647342995169255,0.0009661835748792091,0.0017391304347825765
1,0.0009266409266408982,0.0004633204633204491,0.0,0.001544401544401497,0.0,0.00030888030888029936,0.0,0.0016988416988416688,0.003706563706563659,0.0,0.0023166023166022675
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.00012437810945273853,0.0,-0.00037313432835821557,0.00024875621890547707,0.0,0.0,0.0,0.0,-0.00024875621890547707,0.0,0.0
4,0.0,0.0,-0.0001115448968209698,-0.0001115448968209698,0.0,0.0001115448968209698,-0.000557724484104849,0.0,-0.0001115448968209698,-0.0006692693809258188,0.0
5,0.0,0.0,0.0,-2.2204460492503132e-17,0.0,0.00028195488721802773,0.0,0.0,0.0,0.0,0.0
6,-0.002259887005649719,-0.00014124293785311437,-0.00028248587570622874,0.005014124293785338,-7.062146892655718e-05,2.2204460492503132e-17,0.00028248587570622874,0.00028248587570622874,0.0,-7.062146892655718e-05,-0.000564971751412413
7,0.00036286664650739817,2.2204460492503132e-17,0.0018748110069549463,0.0010885999395222167,0.0,0.0008466888418506402,0.0003628666465074204,0.0009071666162685065,-6.047777441786639e-05,0.0003023888720895318,0.0012700332627759493
8,0.0007431874483897927,-0.00041288191577208976,0.0023121387283237425,0.0012386457473163137,-0.0003303055326176585,0.001073492981007429,-0.0013212221304706561,0.0011560693641618825,0.0004954582989265211,-0.0008257638315441795,-0.0003303055326176585
9,0.0017969451931716396,0.0,0.003414195867026093,0.004312668463611913,0.00035938903863432794,-0.00017969451931716397,0.00035938903863432794,0.0021563342318059453,0.00017969451931716397,0.0,0.0
10,0.0,0.00035906642728904535,0.0007181328545780907,0.0007181328545780907,0.0,0.00017953321364452268,0.0,-0.00017953321364452268,0.00035906642728904535,-0.00017953321364452268,0.0007181328545780907
11,-0.0013245033112582849,0.00014716703458426129,-0.00029433406916854474,-0.0007358351729212842,-0.004709345106696139,0.0001471670345842391,0.0,-0.003973509933774833,-0.0019131714495953078,-0.0011773362766740458,0.00014716703458426129
12,-0.00011869436201779049,0.0001186943620178349,0.001661721068249289,0.0017804154302670794,0.0002373887240356476,2.2204460492503132e-17,0.0,0.0003560830860534603,0.0007121661721068539,-0.0005934718100889524,2.2204460492503132e-17
13,0.0,0.0,0.0,0.0004606172270843256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.000382226469182978,0.000382226469182978,0.000573339703774467,0.0002866698518872335,0.0,9.55566172957445e-05,0.0,0.0,0.0002866698518872335,0.000955566172957445,0.0013377926421404228
15,-0.00010822510822510179,0.0020562770562771115,0.0019480519480520098,0.0022727272727273372,0.0019480519480520098,0.0011904761904762528,0.0028138528138528683,0.005194805194805263,-0.0005411255411255089,0.00043290043290045155,0.0001082251082251684
16,-9.583133684716305e-05,-0.0001916626736943261,-0.0003833253473886522,-9.583133684718526e-05,0.0001916626736942595,-2.2204460492503132e-17,0.0,0.00028749401054142256,0.0006708193579299859,0.0,-0.0005749880210829339
17,0.00010995052226498991,-0.0009895547003847982,0.0012094557449148003,0.0028587135788894933,-0.0021990104452996205,0.0003298515667949697,-0.0015393073117097478,0.0010995052226498102,0.0037383177570093464,-0.002528862012094568,0.0014293567894447356
18,0.0008312551953450154,0.001330008312551989,0.0009975062344139917,0.0036575228595179476,-0.0016625103906898753,-0.00016625103906893203,-0.0014962593516208767,0.0023275145469659588,0.0031587697423109294,-0.0028262676641728655,0.0018287614297589627
19,0.0002799160251924615,0.000559832050384923,0.010776766969909013,0.005598320503848853,-0.0018194541637508888,2.2204460492503132e-17,0.0013995801259621965,0.0036389083275017555,0.0018194541637508888,0.00013995801259623076,0.0005598320503849008
20,-0.0003480278422274052,0.001508120649651956,0.0022041763341067,0.002552204176334061,0.0,-0.00034802784222742744,0.0,0.012993039443155418,0.0017401392111368707,0.0008120649651971901,0.00023201856148487022
21,0.0003407155025553665,0.000681431005110733,0.0014764338444065884,0.004429301533219765,0.0,0.0005678591709256109,-0.0017035775127768327,0.0053378762067007425,0.0005678591709256109,0.001249290176036344,0.0003407155025553665
22,0.0008028098344204926,0.0,0.0021073758153537627,0.003913697942799788,-0.0009031610637229903,-0.0019066733567486116,0.0,0.0,-0.0013045659809332478,-0.0014049172102358122,-0.00010035122930256435
23,0.0,0.0,0.001074743527112898,-9.770395701023116e-05,0.0,0.0009770395701026446,0.0,0.0,0.0,0.0,0.0
24,0.00018264840182644627,0.000821917808219097,0.006757990867579866,0.0009132420091323646,-0.0009132420091324533,0.00018264840182642407,0.0010045662100455876,0.0009132420091323646,-0.0030136986301370293,0.0002739726027396916,0.0003652968036529147
25,0.0005376344086021501,0.0006272401433691677,0.005555555555555558,0.003315412186379918,0.00035842293906807043,0.00044802867383513244,0.0010752688172043223,0.004121863799283143,0.0007168458781362074,0.00035842293906811483,0.00017921146953405742
26,0.0011357769747031288,0.0,0.0023748064016519965,-0.0006195147134745004,0.00010325245224571678,0.00010325245224573898,0.0,0.0032008260196179084,0.0006195147134743894,0.0,-0.00020650490449154458
27,0.0028776978417266452,0.0011305241521069043,0.010996916752312468,0.002672147995889018,0.0009249743062692773,0.002158273381294995,0.0,0.005549845837615664,0.0006166495375128589,0.0,0.0007194244604316946
28,-8.768084173611523e-05,0.0,0.01683472161332744,0.008241999123191568,-0.0010521701008330054,0.003945637878123587,-0.0007891275756247484,0.00596229723805346,0.006663743971942115,-0.0005260850504165138,0.0007014467338886332
29,0.0006016042780748743,0.00020053475935830623,0.005815508021390414,0.006751336898395755,0.0011363636363636686,0.0011363636363636686,-0.0006684491978609097,0.004946524064171132,0.0018716577540107027,0.0005347593582887944,-0.0006016042780748743
30,-0.00033066960595204973,-0.00011022320198401658,-0.00016533480297602486,0.0009920088178561493,0.00033066960595204973,0.0011022320198401658,0.00022044640396803316,0.0009920088178561493,-0.00011022320198401658,0.0004960044089280746,-0.00016533480297602486
31,-0.0002112490097702313,5.281225244258003e-05,0.00042249801954055146,0.0010034327964087986,0.0012674940586216543,0.0024821758648007064,0.00010562450488518226,0.0011090573012939586,-5.2812252442557826e-05,0.0,-0.0005281225244256005
32,0.0003028009084027339,-0.0006056018168054678,0.0026495079485238104,0.005071915215745615,-0.0008327024981075182,0.006661619984859946,-0.0020439061317184095,0.0037850113550340404,0.000681302043906129,-0.0006056018168054678,0.0006056018168054233
33,0.0010080645161290257,-0.0012096774193548043,0.009274193548387122,0.0038306451612903692,-0.005040322580645152,0.005846774193548376,0.0006048387096774021,-0.0012096774193548487,-0.0018145161290322287,-0.004435483870967705,0.0006048387096774021
34,0.009743589743589732,0.0012820512820512775,0.015897435897435953,0.008974358974358965,0.00743589743589741,0.008974358974358942,0.0007692307692307665,0.03025641025641026,-0.000512820512820511,0.00923076923076922,0.0028205128205128103
35,0.006937394247038875,0.0013536379018612265,0.013705583756345141,0.009137055837563458,0.005752961082910302,0.006091370558375631,-0.00033840947546530663,0.019458544839255465,0.0020304568527918622,0.002538071065989822,0.002368866328257191
36,0.00710526315789477,0.002105263157894788,0.008026315789473748,0.008947368421052659,2.2204460492503132e-17,0.0028947368421053054,2.2204460492503132e-17,0.010131578947368446,-0.001578947368420991,0.0014473684210526637,-0.00039473684210522553
37,0.0015393073117097255,0.0024189114898296006,0.0008796041781198527,0.003848268279274358,0.000769653655854885,0.0006597031335898951,0.0,0.0018691588785046953,0.0003298515667949697,0.0008796041781198527,2.2204460492503132e-17
38,0.0,0.010701107011070122,0.01377613776137765,0.0006150061500614923,0.004920049200492049,0.003936039360393639,-0.0008610086100860892,0.019680196801968065,0.0028290282902829313,0.001845018450184499,0.0009840098400983877
39,0.0,0.002967359050445073,0.013531157270029648,0.0014243323442136191,0.0022551928783382637,-0.0023738872403561207,0.0,0.014243323442136458,0.0026112759643916574,0.0010682492581602031,0.00011869436201776829
40,0.0,0.0012633624878523042,0.016520894071914503,0.003692905733722096,0.009718172983479123,0.0025267249757045863,0.0,0.026433430515063215,-0.0017492711370262314,0.0,0.0006802721088435604
