,nuc,fix,age,ld,ns,sexp,rexp,ndev,entrophy
0,0.0,0.0024038461538461453,-0.019230769230769253,-0.008173076923076894,0.0,-0.04326923076923077,-0.0024038461538461453,0.04182692307692308,-0.0024038461538461453
1,-0.014214876033057777,-0.003966942148760299,-0.004297520661156962,0.006611570247933929,0.0,-0.030082644628099155,0.01322314049586779,-0.03834710743801648,0.020495867768595088
2,-0.02513274336283191,-0.006371681415929231,0.008141592920353968,-0.015929203539823033,0.0,-0.01876106194690268,-0.003185840707964638,-0.013451327433628358,-0.02690265486725667
3,0.030500000000000017,-0.006500000000000017,0.018000000000000016,0.019999999999999997,0.0004999999999999672,0.0029999999999999584,-2.2204460492503132e-17,0.012999999999999966,0.008999999999999985
4,0.056097560975609764,0.009146341463414642,0.016463414634146356,0.08719512195121948,0.0,0.006707317073170738,0.0030487804878048808,0.003658536585365857,0.016463414634146356
5,-0.005988023952095767,2.2204460492503132e-17,0.022754491017964097,-0.0071856287425149604,-0.0023952095808382977,0.010778443113772473,0.007185628742514982,-0.0047904191616765955,0.0011976047904191712
6,-0.026415094339622636,0.0,0.04150943396226416,-0.026415094339622636,0.0,0.0,0.0,-0.007547169811320753,-0.03396226415094339
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,-0.04081632653061222,-0.004081632653061207,-0.032653061224489764,-0.016326530612244892,0.0,-0.004081632653061229,-0.016326530612244917,0.016326530612244917,-0.008163265306122413
9,0.0129032258064516,0.0032258064516129,0.019354838709677403,-0.016129032258064547,0.0,0.04516129032258061,0.009677419354838701,0.009677419354838701,-0.019354838709677448
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,-0.025882352941176422,0.0,0.01176470588235301,-0.028235294117647004,0.0,0.01176470588235301,0.1223529411764706,0.0,0.05411764705882358
12,0.0,0.0,0.030612244897959107,0.038775510204081584,0.0,0.0,0.008163265306122413,0.0020408163265306146,0.0
13,0.1353535353535353,-0.010101010101010144,0.020202020202020176,0.026262626262626276,0.0,0.0,0.0,0.004040404040404022,0.16565656565656567
14,0.10000000000000005,0.00714285714285714,-0.0357142857142857,0.04285714285714286,0.0,0.0,-0.0357142857142857,0.0,0.08571428571428577
15,0.0,0.0,0.0,-0.075,0.0,0.0,0.0,0.0,-0.1
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,-0.07861271676300578,0.011560693641618491,0.010404624277456632,0.06358381502890174,0.0,-0.008092485549132977,-0.0034682080924855587,0.0,0.11213872832369942
18,0.0,0.0,0.06783625730994147,0.06900584795321636,0.0,-0.04795321637426904,0.06081871345029237,0.0,0.03391812865497075
19,-0.005797101449275366,-0.0009661835748792314,-0.0019323671497584404,0.12753623188405797,-0.002898550724637694,0.03864734299516907,-0.004830917874396157,-0.0038647342995169255,0.14202898550724638
20,0.028571428571428536,0.0,0.0,0.05999999999999996,0.0,0.0,0.019999999999999952,0.01571428571428566,0.0728571428571428
21,-0.005194805194805219,-0.0025974025974026425,0.028571428571428536,0.07532467532467527,-0.001731601731601784,-0.0025974025974026204,0.02510822510822508,0.01125541125541123,0.06839826839826832
