,la,nuc,fix,lt,age,ld,ns,sexp,rexp,ndev,entrophy
0,0.0,0.003370786516853963,0.0,0.005617977528089946,0.010674157303370823,0.026966292134831503,-0.003370786516853874,0.002808988764044984,0.008988764044943864,-0.00561797752808979,0.012921348314606807
1,-0.004166666666666652,-0.020833333333333304,0.0,-0.004166666666666652,0.0,0.004999999999999982,0.0,0.0008333333333333304,-0.002499999999999991,0.0,-0.002499999999999991
2,0.01797752808988764,0.01573033707865166,-0.003370786516853941,-0.0011235955056179802,0.005617977528089879,-0.007865168539325862,0.0,-0.0022471910112359605,0.0011235955056179802,-0.032584269662921383,-0.0022471910112359605
3,0.036363636363636334,-0.006060606060606055,-0.009090909090909084,0.002272727272727271,0.0015151515151515138,0.03181818181818179,-0.007575757575757569,0.018939393939393923,-0.0007575757575757569,-0.01212121212121211,0.033333333333333305
4,0.04593023255813951,0.02034883720930225,-0.007558139534883735,0.002325581395348819,0.0023255813953488415,0.04418604651162787,0.0,0.0034883720930232176,0.0,0.0,0.0
5,0.05192307692307696,0.023076923076923106,0.0,0.0,0.0,0.015384615384615441,0.0,0.0009615384615384803,0.0009615384615384803,0.005769230769230837,0.008653846153846234
6,0.14000000000000004,-0.007777777777777728,-0.0155555555555555,0.008888888888888946,0.0,0.0,0.012222222222222268,0.014444444444444504,0.0011111111111111293,0.02777777777777781,-0.054444444444444406
7,0.12383177570093462,0.04906542056074772,0.002336448598130869,0.02897196261682249,0.0014018691588785436,-0.0056074766355139975,-0.0009345794392523032,-0.013551401869158841,0.005140186915887912,-0.010280373831775668,0.04672897196261687
8,0.04577777777777774,0.011111111111111061,0.0022222222222221923,0.009777777777777729,0.001777777777777745,-0.0022222222222222365,-0.00666666666666671,0.013777777777777722,-0.0022222222222222586,-0.011555555555555586,0.0048888888888888645
9,0.004878048780487832,-0.0024390243902438604,-0.007317073170731603,-0.019512195121951126,-0.006097560975609695,0.11341463414634152,0.008536585365853666,0.0,0.004878048780487832,-0.0012195121951219302,-0.0024390243902438604
10,0.02413793103448274,-0.0034482758620689724,0.0,-0.006896551724137945,-0.013793103448275845,0.14137931034482754,0.0,0.0034482758620689503,-0.010344827586206895,-0.0034482758620689724,0.0
11,0.0458333333333333,-0.005555555555555603,-2.2204460492503132e-17,0.005555555555555536,-0.001388888888888884,0.025,0.0,0.015277777777777769,0.011111111111111072,0.03194444444444444,0.0
12,0.025396825396825418,0.09642857142857145,0.006349206349206327,0.005158730158730185,-0.0003968253968253954,0.11111111111111109,0.010317460317460303,0.030158730158730163,-0.0015873015873015817,0.015079365079365071,0.02341269841269844
13,0.08260869565217388,-0.00197628458498027,-0.007114624505928901,-0.006324110671936811,0.002371541501976271,-0.0015810276679842472,-0.011857707509881465,-0.003952569169960496,-0.003952569169960518,-0.034782608695652216,-0.011067193675889375
14,0.0871621621621621,-0.008783783783783815,0.0,0.0,0.0006756756756756355,0.0,-0.022297297297297326,-0.01283783783783785,0.001351351351351293,-0.03716216216216219,0.00608108108108103
15,0.09916317991631798,0.05355648535564854,-0.0016736401673640212,0.013389121338912124,0.0,0.0,0.0,0.0050209205020920415,-0.0020920502092050207,-0.007531380753138084,0.012552301255230125
16,0.076953125,0.0109375,0.0,0.0140625,0.001953125,0.0015625,0.0078125,0.003125,0.00078125,0.002734375,0.005078125
17,0.024038461538461543,-0.00528846153846152,0.0,-0.013461538461538414,-0.00528846153846152,-0.005288461538461542,0.0,-0.006249999999999978,-0.008653846153846123,0.0,0.0
18,0.025827814569536443,0.0,0.0,0.0059602649006622824,0.001986754966887427,0.010596026490066279,-0.0006622516556291424,0.0019867549668874497,0.0026490066225165697,0.0013245033112582849,0.026490066225165587
19,0.006521739130434722,0.008695652173913016,0.0,0.0036231884057970733,-0.0036231884057971175,0.048550724637681154,-0.005072463768115964,0.0028985507246376717,0.0,0.0021739130434782483,0.007971014492753569
20,0.03803680981595092,0.0012269938650306899,-0.010429447852760721,0.007361963190184051,-0.0006134969325153339,0.02883435582822087,0.0,-0.014110429447852768,-0.0024539877300613355,0.006748466257668717,0.0
