,la,nuc,fix,lt,age,ld,ns,sexp,rexp,ndev,exp
0,0.06303030303030302,0.011515151515151478,-0.0018181818181818299,0.046666666666666655,0.0018181818181818078,-0.012121212121212133,0.015151515151515138,0.07151515151515149,-0.006060606060606077,0.00060606060606061,-0.009696969696969737
1,0.08821548821548819,0.004713804713804693,0.0,0.0026936026936027037,-0.011447811447811462,-0.010774410774410815,-0.0033670033670033517,0.008080808080808067,-0.004713804713804693,-0.002693602693602681,0.002020202020202011
2,0.10190114068441067,0.0007604562737642872,-0.005323193916349766,-0.0030418250950569716,-0.0030418250950569716,-0.009885931558935312,-0.005323193916349766,-0.019011406844106404,-0.006083650190114032,-0.017490494296577896,-0.008365019011406804
3,0.15505050505050505,0.002525252525252508,-0.02070707070707072,0.013131313131313105,0.009090909090909084,-0.009595959595959602,-4.4408920985006264e-17,-0.0005050505050505194,0.002020202020201989,0.0,0.009090909090909084
4,0.12847058823529414,0.0,0.0,0.0,-0.0028235294117646913,0.00235294117647058,0.0,0.02023529411764704,0.0,0.0,0.0009411764705882453
5,0.09536784741144419,-0.006539509536784704,0.0,0.0,0.0,0.01580381471389649,0.0,0.0027247956403270157,0.0,0.0,0.004359673024523225
6,0.07863777089783278,0.03219814241486063,0.004334365325077338,0.012693498452012331,0.008978328173374562,0.0015479876160990446,0.0015479876160990002,0.012693498452012331,0.014860681114551032,0.0,0.0037151702786377026
7,0.13313868613138688,0.0,0.0011678832116788663,0.051386861313868645,0.0058394160583941975,0.013430656934306607,0.004087591240875943,0.020145985401459888,0.0014598540145985607,0.03708029197080291,2.2204460492503132e-17
8,0.10280777537796981,-0.013390928725701912,0.0017278617710583255,0.07991360691144711,0.006479481641468721,-0.029373650107991332,-0.002591792656587444,0.011663066954643675,0.0,0.02505399568034561,-0.03282937365010798
9,0.07834394904458597,-0.04522292993630572,0.0,0.06433121019108279,-0.01719745222929936,-0.031847133757961776,-0.003821656050955413,0.031847133757961776,0.010191082802547768,0.010828025477707004,-0.03566878980891719
10,0.08627450980392155,-0.00882352941176472,0.002450980392156854,0.02156862745098036,0.010784313725490158,-0.005392156862745079,0.004411764705882337,0.03088235294117645,0.0019607843137254832,0.030392156862745056,0.0034313725490195957
11,0.10775510204081631,0.01428571428571428,0.006122448979591866,0.007755102040816353,0.0032653061224489966,-0.0024489795918366973,0.00244897959183672,0.02367346938775512,0.005714285714285716,0.0416326530612245,0.0020408163265306146
12,0.19939393939393935,-0.0006060606060606322,0.0,0.021212121212121172,0.0006060606060605655,0.0072727272727272085,0.0006060606060605434,0.033333333333333284,0.013939393939393852,0.043030303030302974,0.0072727272727272085
13,0.1609022556390977,0.007518796992481191,0.0015037593984962073,0.021052631578947323,0.006766917293233021,0.00601503759398494,0.0,0.018796992481202944,0.0030075187969924367,0.003007518796992459,0.0037593984962405623
14,0.15714285714285717,0.018571428571428572,-0.0007142857142857118,0.002857142857142847,0.015714285714285747,0.01571428571428577,0.017857142857142884,0.02142857142857142,0.0071428571428571175,0.002857142857142847,0.040000000000000015
15,0.10977443609022557,0.014035087719298267,0.003007518796992503,0.004010025062656663,0.007518796992481214,-0.00751879699248117,0.0005012531328320913,0.08220551378446117,0.0060150375939849845,0.007518796992481214,0.0360902255639098
