,fix,entrophy,rexp,age
0,-4.4408920985006264e-17,0.27228915662650605,0.0,0.007228915662650559
1,-0.004511278195488755,0.32932330827067663,0.0,-4.4408920985006264e-17
2,-0.006666666666666732,0.2699999999999999,-0.010000000000000031,0.017777777777777736
3,0.0,0.16077795786061594,0.0,0.18087520259319292
4,0.020502901353965198,0.1342359767891683,4.4408920985006264e-17,-0.0003868471953578201
5,0.12442645074224026,0.16572199730094472,0.0010796221322537213,0.18434547908232124
6,0.0011940298507462145,0.005671641791044735,0.005970149253731294,0.21880597014925368
7,0.05265392781316358,0.0445859872611466,0.011889596602972397,0.039490445859872714
8,0.019407008086253376,0.019407008086253376,0.029649595687331543,0.011320754716981152
9,0.00400000000000007,0.037142857142857186,0.013714285714285745,0.004000000000000048
10,0.01322957198443575,0.04513618677042801,0.01945525291828796,0.17003891050583658
11,0.024054982817869396,0.06139747995418099,0.09965635738831616,0.04032073310423823
12,0.022722400857449122,0.03193997856377282,0.06623794212218652,0.029796355841371948
13,0.09941176470588235,0.17705882352941177,0.21617647058823533,0.20147058823529412
14,0.006562500000000004,0.059375000000000046,0.0031250000000000444,0.18187500000000006
15,0.010069930069930044,0.06601398601398603,0.036363636363636376,0.029370629370629352
16,0.014866434378629468,0.0617886178861788,0.022996515679442477,0.03600464576074325
17,0.03192702394526796,0.0779931584948689,0.02531356898517676,0.020524515393386556
18,0.03357452966714902,0.05991316931982631,0.0266280752532561,0.01534008683068011
19,0.02765363128491625,0.11033519553072632,0.0349162011173185,0.02374301675977657
20,0.018552497451580007,0.13802242609582058,0.0165137614678899,0.012232415902140636
21,0.01924603174603179,0.09424603174603174,0.049801587301587305,-0.0023809523809523725
22,0.014330874604847211,0.14499473129610113,0.018967334035827156,0.019599578503688077
23,0.010351201478743088,0.1646950092421442,0.006469500924214455,0.016081330868761578
24,0.0010943912448700076,0.17072503419972634,0.0,0.060738714090287235
25,0.009354120267260546,0.19688195991091312,0.01224944320712693,-0.0033407572383073792
26,0.001896551724137896,0.14741379310344824,0.005344827586206824,-0.011379310344827642
27,0.006857142857142851,0.1449795918367347,0.007673469387755105,0.014693877551020385
28,0.010741687979539671,0.1585677749360614,0.008184143222506402,0.021312872975277085
29,0.010341643582640846,0.20701754385964916,0.00904893813481078,0.009602954755309367
30,0.01438561438561441,0.22477522477522477,0.0177822177822178,0.005394605394605389
31,0.0008053691275168084,0.14765100671140943,0.013691275167785278,-0.00912751677852346
32,0.0032042723631508395,0.12416555407209613,0.00827770360480642,0.0024032042723631354
33,0.004540023894862544,0.1357228195937873,-0.0009557945041816396,-0.0038231780167264696
34,0.007733619763694954,0.17572502685284638,0.011170784103114917,0.001074113856068748
35,-0.0016967126193001558,0.14061505832449622,0.0012725344644750392,0.00042417815482500567
36,-0.0011019283746556362,0.11900826446280992,0.0002754820936639035,-0.00688705234159781
37,0.003664921465968618,0.15157068062827228,0.0031413612565445613,0.00994764397905763
38,0.012093023255813896,0.12860465116279068,0.011162790697674386,0.009302325581395321
39,0.01388888888888895,0.09424603174603181,0.01726190476190481,-0.0001984126984126977
40,0.008641975308641947,0.07301587301587298,0.00723104056437387,0.0026455026455026063
41,0.009940828402366809,0.0972781065088757,0.015621301775147867,0.0007100591715975879
42,0.008271787296898037,0.11846381093057608,0.010339734121122568,0.010930576070900977
43,-0.0022617124394184395,0.09273021001615507,0.0038772213247172615,0.009693053311793199
44,0.000727272727272732,0.06981818181818181,0.005818181818181811,-0.0010909090909090979
45,0.010064935064935021,0.09318181818181812,0.002272727272727204,-0.0032467532467532977
46,0.008818897637795198,0.0718110236220472,0.0025196850393700565,-0.001889763779527609
47,-0.0031595576619273037,0.017377567140600327,0.0006319115323855096,-0.016113744075829394
48,0.0007952286282306043,0.026640159045725607,0.005168986083499005,0.0007952286282305821
49,-0.004008016032064132,0.0340681362725451,-0.006412825651302611,-0.007214428857715438
50,0.0010733452593917336,0.07692307692307687,-0.0060822898032200975,-0.013237924865831908
51,0.02527233115468406,0.10501089324618736,-4.4408920985006264e-17,-0.009586056644880214
52,0.03463687150837991,0.10279329608938548,0.0055865921787709326,0.0037243947858472738
53,0.011262135922330097,0.11922330097087379,0.0007766990291262043,-0.005048543689320351
54,-0.011320754716981195,0.14285714285714282,0.012398921832884024,-0.007008086253369327
