,la,nuc,fix,lt,age,ns,rexp,ndev,entrophy
0,0.0,0.0,-0.004575163398692794,0.009803921568627416,-0.021568627450980406,0.0,-0.009803921568627482,0.0,-0.02875816993464053
1,0.0,0.004975124378109453,0.0029850746268656582,0.008955223880597062,0.003980099502487566,0.0,0.0,0.0,0.0
2,0.00874999999999997,0.002499999999999991,-0.002499999999999991,0.012499999999999978,0.01499999999999999,0.016250000000000007,0.007499999999999974,0.0,0.0
3,0.013986013986013957,0.01258741258741256,-0.01258741258741256,0.01678321678321675,0.0013986013986013956,0.032167832167832165,-0.002797202797202791,0.00979020979020977,-0.005594405594405582
4,0.03167420814479636,0.022624434389140236,0.0,0.019004524886877806,0.0009049773755656076,0.013574660633484115,-0.002714932126696823,0.01538461538461533,0.017194570135746566
5,0.02461538461538464,-0.002051282051282044,0.006153846153846199,0.013333333333333374,0.0,0.0,-0.01025641025641022,0.0030769230769231103,0.01230769230769233
6,0.010666666666666602,-4.4408920985006264e-17,-0.00933333333333337,0.05599999999999996,0.0,0.0,0.0013333333333333196,0.003999999999999959,0.002666666666666617
7,0.01403508771929829,0.03157894736842111,-0.0017543859649122417,0.035087719298245654,-0.014035087719298178,0.010526315789473717,0.00877192982456143,0.0,0.06140350877192986
8,-0.013235294117647078,-0.002941176470588225,0.0,-0.005882352941176494,-0.04411764705882355,-0.005882352941176494,-0.019117647058823573,0.0,-0.020588235294117664
9,0.0,0.0,0.0048582995951417015,-0.005668016194331993,0.04048582995951415,0.0,0.0016194331983805598,0.0,0.0
10,0.0,0.0,0.00366972477064218,0.0,0.005504587155963292,0.0,0.0,0.0,0.0
11,0.0,-0.0064516129032258,-0.0010752688172043002,-0.005376344086021501,0.0,0.0032258064516129,-0.010752688172043001,0.0021505376344086004,0.0
12,0.0,0.004366812227074246,0.0008733624454148492,0.0017467248908296985,0.0,0.01048034934497819,-0.0034934497816593744,-0.0043668122270742234,0.0
13,-0.02314049586776863,0.0,-0.00165289256198351,-0.029752066115702514,0.0,0.034710743801652864,-0.000826446280991755,-0.02561983471074385,-0.0033057851239669755
14,-0.007638888888888884,0.0,0.0,0.006249999999999978,0.0,0.04166666666666663,0.007638888888888862,-0.007638888888888973,0.013888888888888885
15,0.0,0.0028846153846153965,0.0028846153846153744,0.010576923076923062,-0.0076923076923076875,0.02115384615384617,-0.013461538461538459,0.005769230769230749,0.0
16,-0.010638297872340496,0.010638297872340408,-0.008510638297872398,0.00425531914893611,0.04042553191489358,0.02978723404255317,0.004255319148936132,-0.012765957446808552,0.0
